Data download from AQ England website,,,,,,,,,,,,,
Status: P - Provisional data, P* - Ratified by Data Provider, R - Ratified Data,V - Validated,A - As supplied,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Hourly Data,Hourly Data,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre
End Date,End Time,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units
10/04/2020,02:00:00,44.2,R ugm-3 (Ref.eq),2.33365,R ugm-3,39.80061,R ugm-3,43.37882,R ugm-3,43.13373,R ugm-3,40,R ugm-3 (BAM)
10/04/2020,03:00:00,46.7,R ugm-3 (Ref.eq),12.18214,R ugm-3,47.76039,R ugm-3,66.43942,R ugm-3,41.27108,R ugm-3,42,R ugm-3 (BAM)
10/04/2020,04:00:00,45.8,R ugm-3 (Ref.eq),5.35719,R ugm-3,39.25498,R ugm-3,47.46922,R ugm-3,37.15993,R ugm-3,45,R ugm-3 (BAM)
10/04/2020,05:00:00,48.3,R ugm-3 (Ref.eq),29.13014,R ugm-3,72.81893,R ugm-3,117.48452,R ugm-3,25.95408,R ugm-3,43,R ugm-3 (BAM)
10/04/2020,06:00:00,49.2,R ugm-3 (Ref.eq),32.60774,R ugm-3,62.40842,R ugm-3,112.40625,R ugm-3,18.75958,R ugm-3,37,R ugm-3 (BAM)
10/04/2020,07:00:00,55,R ugm-3 (Ref.eq),47.79582,R ugm-3,67.31582,R ugm-3,140.60171,R ugm-3,11.27072,R ugm-3,43,R ugm-3 (BAM)
10/04/2020,08:00:00,49.2,R ugm-3 (Ref.eq),51.48812,R ugm-3,66.14094,R ugm-3,145.08829,R ugm-3,17.87648,R ugm-3,39,R ugm-3 (BAM)
10/04/2020,09:00:00,47.5,R ugm-3 (Ref.eq),50.82639,R ugm-3,67.32022,R ugm-3,145.25294,R ugm-3,21.67829,R ugm-3,42,R ugm-3 (BAM)
10/04/2020,10:00:00,42.5,R ugm-3 (Ref.eq),59.31975,R ugm-3,71.97601,R ugm-3,162.9317,R ugm-3,22.73102,R ugm-3,37,R ugm-3 (BAM)
10/04/2020,11:00:00,42.5,R ugm-3 (Ref.eq),28.65848,R ugm-3,54.46388,R ugm-3,98.40628,R ugm-3,37.10505,R ugm-3,26,R ugm-3 (BAM)
10/04/2020,12:00:00,41.7,R ugm-3 (Ref.eq),26.07845,R ugm-3,54.13912,R ugm-3,94.12551,R ugm-3,46.07572,R ugm-3,30,R ugm-3 (BAM)
10/04/2020,13:00:00,41.7,R ugm-3 (Ref.eq),22.52341,R ugm-3,60.04801,R ugm-3,94.58343,R ugm-3,53.53964,R ugm-3,27,R ugm-3 (BAM)
10/04/2020,14:00:00,40,R ugm-3 (Ref.eq),18.02859,R ugm-3,56.99954,R ugm-3,84.64298,R ugm-3,42.80278,R ugm-3,27,R ugm-3 (BAM)
10/04/2020,15:00:00,35,R ugm-3 (Ref.eq),24.19181,R ugm-3,48.11535,R ugm-3,85.20895,R ugm-3,66.9707,R ugm-3,27,R ugm-3 (BAM)
10/04/2020,16:00:00,40.8,R ugm-3 (Ref.eq),49.58389,R ugm-3,58.45655,R ugm-3,134.48412,R ugm-3,65.25939,R ugm-3,24,R ugm-3 (BAM)
10/04/2020,17:00:00,31.7,R ugm-3 (Ref.eq),74.61343,R ugm-3,155.15942,R ugm-3,269.56508,R ugm-3,58.99788,R ugm-3,19,R ugm-3 (BAM)
10/04/2020,18:00:00,30.8,R ugm-3 (Ref.eq),40.97438,R ugm-3,70.8807,R ugm-3,133.7072,R ugm-3,50.12201,R ugm-3,23,R ugm-3 (BAM)
10/04/2020,19:00:00,40.8,R ugm-3 (Ref.eq),23.48433,R ugm-3,75.73887,R ugm-3,111.74767,R ugm-3,58.64863,R ugm-3,25,R ugm-3 (BAM)
10/04/2020,20:00:00,34.2,R ugm-3 (Ref.eq),44.08591,R ugm-3,83.89656,R ugm-3,151.49401,R ugm-3,33.73232,R ugm-3,22,R ugm-3 (BAM)
10/04/2020,21:00:00,43.3,R ugm-3 (Ref.eq),29.25686,R ugm-3,73.42214,R ugm-3,118.28202,R ugm-3,30.22987,R ugm-3,29,R ugm-3 (BAM)
10/04/2020,22:00:00,43.3,R ugm-3 (Ref.eq),40.22114,R ugm-3,82.30539,R ugm-3,143.97694,R ugm-3,26.453,R ugm-3,35,R ugm-3 (BAM)
10/04/2020,23:00:00,61.7,R ugm-3 (Ref.eq),29.73203,R ugm-3,68.27385,R ugm-3,113.86233,R ugm-3,28.57842,R ugm-3,41,R ugm-3 (BAM)
10/04/2020,24:00:00,50.8,R ugm-3 (Ref.eq),102.27932,R ugm-3,71.34105,R ugm-3,228.16715,R ugm-3,19.84724,R ugm-3,38,R ugm-3 (BAM)
11/04/2020,01:00:00,46.7,R ugm-3 (Ref.eq),6.0159,R ugm-3,56.97907,R ugm-3,66.20333,R ugm-3,23.84862,R ugm-3,36,R ugm-3 (BAM)
11/04/2020,02:00:00,40,R ugm-3 (Ref.eq),3.666,R ugm-3,61.04655,R ugm-3,66.66766,R ugm-3,11.78794,R ugm-3,33,R ugm-3 (BAM)
11/04/2020,03:00:00,44.2,R ugm-3 (Ref.eq),4.68923,R ugm-3,59.45181,R ugm-3,66.64186,R ugm-3,8.84594,R ugm-3,35,R ugm-3 (BAM)
11/04/2020,04:00:00,39.2,R ugm-3 (Ref.eq),23.4285,R ugm-3,65.71377,R ugm-3,101.63697,R ugm-3,4.54521,R ugm-3,28,R ugm-3 (BAM)
11/04/2020,05:00:00,31.7,R ugm-3 (Ref.eq),34.80755,R ugm-3,68.88245,R ugm-3,122.25328,R ugm-3,3.88663,R ugm-3,28,R ugm-3 (BAM)
11/04/2020,06:00:00,34.2,R ugm-3 (Ref.eq),88.76366,R ugm-3,75.25092,R ugm-3,211.3533,R ugm-3,3.49248,R ugm-3,34,R ugm-3 (BAM)
11/04/2020,07:00:00,43.3,R ugm-3 (Ref.eq),125.61767,R ugm-3,59.77363,R ugm-3,252.38471,R ugm-3,3.49248,R ugm-3,36,R ugm-3 (BAM)
11/04/2020,08:00:00,41.7,R ugm-3 (Ref.eq),70.10907,R ugm-3,74.62199,R ugm-3,182.12106,R ugm-3,8.50168,R ugm-3,33,R ugm-3 (BAM)
11/04/2020,09:00:00,32.5,R ugm-3 (Ref.eq),70.87473,R ugm-3,80.39232,R ugm-3,189.0654,R ugm-3,11.86444,R ugm-3,24,R ugm-3 (BAM)
11/04/2020,10:00:00,29.2,R ugm-3 (Ref.eq),109.39767,R ugm-3,79.81491,R ugm-3,247.55566,R ugm-3,11.31063,R ugm-3,22,R ugm-3 (BAM)
11/04/2020,11:00:00,27.5,R ugm-3 (Ref.eq),42.53472,R ugm-3,75.94289,R ugm-3,141.16188,R ugm-3,16.86865,R ugm-3,23,R ugm-3 (BAM)
11/04/2020,12:00:00,25.8,R ugm-3 (Ref.eq),20.87042,R ugm-3,63.06324,R ugm-3,95.0641,R ugm-3,37.6389,R ugm-3,14,R ugm-3 (BAM)
11/04/2020,13:00:00,17.5,R ugm-3 (Ref.eq),6.61573,R ugm-3,21.23967,R ugm-3,31.38364,R ugm-3,95.86345,R ugm-3,8,R ugm-3 (BAM)
11/04/2020,14:00:00,19.2,R ugm-3 (Ref.eq),2.50163,R ugm-3,21.44449,R ugm-3,25.28026,R ugm-3,110.44204,R ugm-3,15,R ugm-3 (BAM)
11/04/2020,15:00:00,21.7,R ugm-3 (Ref.eq),6.67924,R ugm-3,23.34528,R ugm-3,33.58663,R ugm-3,99.76005,R ugm-3,15,R ugm-3 (BAM)
11/04/2020,16:00:00,21.7,R ugm-3 (Ref.eq),1.1432,R ugm-3,13.7919,R ugm-3,15.54478,R ugm-3,122.8503,R ugm-3,17,R ugm-3 (BAM)
11/04/2020,17:00:00,21.7,R ugm-3 (Ref.eq),0.97031,R ugm-3,12.7156,R ugm-3,14.20338,R ugm-3,120.67998,R ugm-3,17,R ugm-3 (BAM)
11/04/2020,18:00:00,18.3,R ugm-3 (Ref.eq),1.21729,R ugm-3,14.17874,R ugm-3,16.04523,R ugm-3,112.10845,R ugm-3,13,R ugm-3 (BAM)
11/04/2020,19:00:00,27.5,R ugm-3 (Ref.eq),3.00266,R ugm-3,27.4916,R ugm-3,32.09561,R ugm-3,94.78577,R ugm-3,23,R ugm-3 (BAM)
11/04/2020,20:00:00,26.7,R ugm-3 (Ref.eq),37.51382,R ugm-3,65.05792,R ugm-3,122.57831,R ugm-3,59.67642,R ugm-3,22,R ugm-3 (BAM)
11/04/2020,21:00:00,25.8,R ugm-3 (Ref.eq),18.70046,R ugm-3,55.69021,R ugm-3,84.36384,R ugm-3,57.07203,R ugm-3,20,R ugm-3 (BAM)
11/04/2020,22:00:00,31.7,R ugm-3 (Ref.eq),34.46882,R ugm-3,34.04557,R ugm-3,86.89703,R ugm-3,54.5325,R ugm-3,24,R ugm-3 (BAM)
11/04/2020,23:00:00,41.7,R ugm-3 (Ref.eq),33.87958,R ugm-3,65.48658,R ugm-3,117.43455,R ugm-3,64.90515,R ugm-3,24,R ugm-3 (BAM)
11/04/2020,24:00:00,28.3,R ugm-3 (Ref.eq),8.12235,R ugm-3,32.47254,R ugm-3,44.92664,R ugm-3,62.19599,R ugm-3,24,R ugm-3 (BAM)
12/04/2020,01:00:00,27.5,R ugm-3 (Ref.eq),3.94251,R ugm-3,15.35863,R ugm-3,21.40373,R ugm-3,76.63488,R ugm-3,22,R ugm-3 (BAM)
12/04/2020,02:00:00,26.7,R ugm-3 (Ref.eq),1.96654,R ugm-3,19.68519,R ugm-3,22.70051,R ugm-3,76.45527,R ugm-3,26,R ugm-3 (BAM)
12/04/2020,03:00:00,26.7,R ugm-3 (Ref.eq),2.13278,R ugm-3,17.51617,R ugm-3,20.78639,R ugm-3,65.9529,R ugm-3,29,R ugm-3 (BAM)
12/04/2020,04:00:00,30,R ugm-3 (Ref.eq),12.51724,R ugm-3,44.64589,R ugm-3,63.83873,R ugm-3,64.00709,R ugm-3,27,R ugm-3 (BAM)
12/04/2020,05:00:00,33.3,R ugm-3 (Ref.eq),8.21632,R ugm-3,18.10545,R ugm-3,30.70363,R ugm-3,52.34222,R ugm-3,28,R ugm-3 (BAM)
12/04/2020,06:00:00,30,R ugm-3 (Ref.eq),17.05868,R ugm-3,48.9965,R ugm-3,75.15277,R ugm-3,44.30454,R ugm-3,31,R ugm-3 (BAM)
12/04/2020,07:00:00,31.7,R ugm-3 (Ref.eq),9.12531,R ugm-3,32.3351,R ugm-3,46.32705,R ugm-3,49.1491,R ugm-3,30,R ugm-3 (BAM)
12/04/2020,08:00:00,36.7,R ugm-3 (Ref.eq),22.15541,R ugm-3,48.22767,R ugm-3,82.19883,R ugm-3,52.68648,R ugm-3,34,R ugm-3 (BAM)
12/04/2020,09:00:00,35,R ugm-3 (Ref.eq),15.64744,R ugm-3,21.48623,R ugm-3,45.47863,R ugm-3,60.39986,R ugm-3,36,R ugm-3 (BAM)
12/04/2020,10:00:00,29.2,R ugm-3 (Ref.eq),4.29739,R ugm-3,22.85211,R ugm-3,29.44134,R ugm-3,78.28133,R ugm-3,27,R ugm-3 (BAM)
12/04/2020,11:00:00,26.7,R ugm-3 (Ref.eq),2.48647,R ugm-3,17.02041,R ugm-3,20.83295,R ugm-3,98.74225,R ugm-3,19,R ugm-3 (BAM)
12/04/2020,12:00:00,20.8,R ugm-3 (Ref.eq),2.69515,R ugm-3,12.09619,R ugm-3,16.2287,R ugm-3,115.12196,R ugm-3,13,R ugm-3 (BAM)
12/04/2020,13:00:00,18.3,R ugm-3 (Ref.eq),2.42281,R ugm-3,10.65656,R ugm-3,14.37147,R ugm-3,119.47757,R ugm-3,14,R ugm-3 (BAM)
12/04/2020,14:00:00,16.7,R ugm-3 (Ref.eq),2.86846,R ugm-3,10.93029,R ugm-3,15.32854,R ugm-3,111.33013,R ugm-3,11,R ugm-3 (BAM)
12/04/2020,15:00:00,17.5,R ugm-3 (Ref.eq),3.87649,R ugm-3,19.03808,R ugm-3,24.98195,R ugm-3,84.66258,R ugm-3,10,R ugm-3 (BAM)
12/04/2020,16:00:00,20,R ugm-3 (Ref.eq),10.72047,R ugm-3,39.4133,R ugm-3,55.85113,R ugm-3,85.90491,R ugm-3,8,R ugm-3 (BAM)
12/04/2020,17:00:00,21.7,R ugm-3 (Ref.eq),33.09164,R ugm-3,51.59875,R ugm-3,102.33855,R ugm-3,55.84468,R ugm-3,10,R ugm-3 (BAM)
12/04/2020,18:00:00,23.3,R ugm-3 (Ref.eq),65.07975,R ugm-3,97.94695,R ugm-3,197.7345,R ugm-3,55.5104,R ugm-3,13,R ugm-3 (BAM)
12/04/2020,19:00:00,21.7,R ugm-3 (Ref.eq),36.54016,R ugm-3,75.41617,R ugm-3,131.44363,R ugm-3,47.02368,R ugm-3,12,R ugm-3 (BAM)
12/04/2020,20:00:00,20.8,R ugm-3 (Ref.eq),31.9775,R ugm-3,66.06446,R ugm-3,115.09595,R ugm-3,51.00011,R ugm-3,11,R ugm-3 (BAM)
12/04/2020,21:00:00,17.5,R ugm-3 (Ref.eq),14.7915,R ugm-3,49.56022,R ugm-3,72.24019,R ugm-3,52.38713,R ugm-3,10,R ugm-3 (BAM)
12/04/2020,22:00:00,22.5,R ugm-3 (Ref.eq),5.98097,R ugm-3,30.80352,R ugm-3,39.97422,R ugm-3,71.67058,R ugm-3,13,R ugm-3 (BAM)
12/04/2020,23:00:00,37.5,R ugm-3 (Ref.eq),1.83567,R ugm-3,13.92102,R ugm-3,16.73568,R ugm-3,55.47048,R ugm-3,33,R ugm-3 (BAM)
12/04/2020,24:00:00,31.7,R ugm-3 (Ref.eq),7.48771,R ugm-3,15.02708,R ugm-3,26.50807,R ugm-3,56.10412,R ugm-3,25,R ugm-3 (BAM)
13/04/2020,01:00:00,12.5,R ugm-3 (Ref.eq),6.3358,R ugm-3,15.72423,R ugm-3,25.43899,R ugm-3,66.17076,R ugm-3,12,R ugm-3 (BAM)
13/04/2020,02:00:00,14.2,R ugm-3 (Ref.eq),0.79065,R ugm-3,4.59239,R ugm-3,5.8047,R ugm-3,69.96924,R ugm-3,10,R ugm-3 (BAM)
13/04/2020,03:00:00,18.3,R ugm-3 (Ref.eq),0.64174,R ugm-3,3.89736,R ugm-3,4.88134,R ugm-3,72.5886,R ugm-3,8,R ugm-3 (BAM)
13/04/2020,04:00:00,14.2,R ugm-3 (Ref.eq),0.91119,R ugm-3,5.98452,R ugm-3,7.38167,R ugm-3,69.15599,R ugm-3,7,R ugm-3 (BAM)
13/04/2020,05:00:00,13.3,R ugm-3 (Ref.eq),1.81529,R ugm-3,10.81448,R ugm-3,13.59789,R ugm-3,67.50954,R ugm-3,8,R ugm-3 (BAM)
13/04/2020,06:00:00,21.7,R ugm-3 (Ref.eq),7.81782,R ugm-3,14.98211,R ugm-3,26.96927,R ugm-3,69.80959,R ugm-3,7,R ugm-3 (BAM)
13/04/2020,07:00:00,23.3,R ugm-3 (Ref.eq),5.79689,R ugm-3,17.00704,R ugm-3,25.89548,R ugm-3,62.98429,R ugm-3,8,R ugm-3 (BAM)
13/04/2020,08:00:00,28.3,R ugm-3 (Ref.eq),9.98767,R ugm-3,17.02402,R ugm-3,32.33823,R ugm-3,66.93079,R ugm-3,7,R ugm-3 (BAM)
13/04/2020,09:00:00,24.2,R ugm-3 (Ref.eq),10.15076,R ugm-3,13.60445,R ugm-3,29.16873,R ugm-3,62.30077,R ugm-3,9,R ugm-3 (BAM)
13/04/2020,10:00:00,22.5,R ugm-3 (Ref.eq),12.81697,R ugm-3,23.25772,R ugm-3,42.91014,R ugm-3,56.76769,R ugm-3,11,R ugm-3 (BAM)
13/04/2020,11:00:00,25,R ugm-3 (Ref.eq),15.57183,R ugm-3,18.50975,R ugm-3,42.38621,R ugm-3,60.82894,R ugm-3,9,R ugm-3 (BAM)
13/04/2020,12:00:00,25,R ugm-3 (Ref.eq),12.73897,R ugm-3,22.55771,R ugm-3,42.09053,R ugm-3,69.53019,R ugm-3,11,R ugm-3 (BAM)
13/04/2020,13:00:00,29.2,R ugm-3 (Ref.eq),13.67498,R ugm-3,24.90413,R ugm-3,45.87214,R ugm-3,73.69621,R ugm-3,11,R ugm-3 (BAM)
13/04/2020,14:00:00,27.5,R ugm-3 (Ref.eq),13.08998,R ugm-3,21.3659,R ugm-3,41.43692,R ugm-3,56.54317,R ugm-3,13,R ugm-3 (BAM)
13/04/2020,15:00:00,25,R ugm-3 (Ref.eq),38.26301,R ugm-3,17.52334,R ugm-3,76.19247,R ugm-3,67.21518,R ugm-3,8,R ugm-3 (BAM)
13/04/2020,16:00:00,21.7,R ugm-3 (Ref.eq),23.34001,R ugm-3,36.40548,R ugm-3,72.19299,R ugm-3,69.72976,R ugm-3,13,R ugm-3 (BAM)
13/04/2020,17:00:00,23.3,R ugm-3 (Ref.eq),28.66889,R ugm-3,42.55704,R ugm-3,86.51539,R ugm-3,62.7947,R ugm-3,9,R ugm-3 (BAM)
13/04/2020,18:00:00,20.8,R ugm-3 (Ref.eq),19.7626,R ugm-3,43.23948,R ugm-3,73.54171,R ugm-3,67.81389,R ugm-3,6,R ugm-3 (BAM)
13/04/2020,19:00:00,20.8,R ugm-3 (Ref.eq),5.64443,R ugm-3,19.25352,R ugm-3,27.90819,R ugm-3,68.68701,R ugm-3,11,R ugm-3 (BAM)
13/04/2020,20:00:00,17.5,R ugm-3 (Ref.eq),8.53047,R ugm-3,25.48324,R ugm-3,38.5631,R ugm-3,54.24313,R ugm-3,8,R ugm-3 (BAM)
13/04/2020,21:00:00,18.3,R ugm-3 (Ref.eq),7.33918,R ugm-3,20.92417,R ugm-3,32.17742,R ugm-3,58.08984,R ugm-3,10,R ugm-3 (BAM)
13/04/2020,22:00:00,15.8,R ugm-3 (Ref.eq),9.15802,R ugm-3,25.23167,R ugm-3,39.27378,R ugm-3,57.7356,R ugm-3,8,R ugm-3 (BAM)
13/04/2020,23:00:00,22.5,R ugm-3 (Ref.eq),3.53486,R ugm-3,13.0834,R ugm-3,18.50344,R ugm-3,69.7098,R ugm-3,6,R ugm-3 (BAM)
13/04/2020,24:00:00,11.7,R ugm-3 (Ref.eq),12.7177,R ugm-3,21.01855,R ugm-3,40.51875,R ugm-3,63.52812,R ugm-3,7,R ugm-3 (BAM)
14/04/2020,01:00:00,13.3,R ugm-3 (Ref.eq),1.48915,R ugm-3,9.66446,R ugm-3,11.94779,R ugm-3,75.5572,R ugm-3,9,R ugm-3 (BAM)
14/04/2020,02:00:00,15,R ugm-3 (Ref.eq),1.10531,R ugm-3,9.56641,R ugm-3,11.2612,R ugm-3,77.75247,R ugm-3,8,R ugm-3 (BAM)
14/04/2020,03:00:00,16.7,R ugm-3 (Ref.eq),1.44295,R ugm-3,7.43105,R ugm-3,9.64354,R ugm-3,75.98129,R ugm-3,9,R ugm-3 (BAM)
14/04/2020,04:00:00,13.3,R ugm-3 (Ref.eq),2.83258,R ugm-3,19.69799,R ugm-3,24.04122,R ugm-3,76.8594,R ugm-3,8,R ugm-3 (BAM)
14/04/2020,05:00:00,15.8,R ugm-3 (Ref.eq),9.62793,R ugm-3,35.80613,R ugm-3,50.56875,R ugm-3,50.62592,R ugm-3,9,R ugm-3 (BAM)
14/04/2020,06:00:00,23.3,R ugm-3 (Ref.eq),58.51392,R ugm-3,63.68704,R ugm-3,153.40712,R ugm-3,35.02454,R ugm-3,9,R ugm-3 (BAM)
14/04/2020,07:00:00,30,R ugm-3 (Ref.eq),63.3652,R ugm-3,73.82429,R ugm-3,170.98291,R ugm-3,33.66247,R ugm-3,13,R ugm-3 (BAM)
14/04/2020,08:00:00,22.5,R ugm-3 (Ref.eq),43.61888,R ugm-3,53.06467,R ugm-3,119.94603,R ugm-3,38.30247,R ugm-3,13,R ugm-3 (BAM)
14/04/2020,09:00:00,21.7,R ugm-3 (Ref.eq),74.32945,R ugm-3,75.10861,R ugm-3,189.07884,R ugm-3,31.6069,R ugm-3,9,R ugm-3 (BAM)
14/04/2020,10:00:00,24.2,R ugm-3 (Ref.eq),58.64542,R ugm-3,52.35945,R ugm-3,142.28117,R ugm-3,37.14996,R ugm-3,11,R ugm-3 (BAM)
14/04/2020,11:00:00,15,R ugm-3 (Ref.eq),48.17163,R ugm-3,60.00305,R ugm-3,133.86518,R ugm-3,44.6937,R ugm-3,13,R ugm-3 (BAM)
14/04/2020,12:00:00,18.3,R ugm-3 (Ref.eq),57.11599,R ugm-3,60.47818,R ugm-3,148.05481,R ugm-3,49.52829,R ugm-3,13,R ugm-3 (BAM)
14/04/2020,13:00:00,23.3,R ugm-3 (Ref.eq),105.25326,R ugm-3,73.86106,R ugm-3,235.24714,R ugm-3,52.80123,R ugm-3,13,R ugm-3 (BAM)
14/04/2020,14:00:00,25,R ugm-3 (Ref.eq),49.96642,R ugm-3,65.92193,R ugm-3,142.53604,R ugm-3,56.37853,R ugm-3,13,R ugm-3 (BAM)
14/04/2020,15:00:00,19.2,R ugm-3 (Ref.eq),58.92974,R ugm-3,63.38234,R ugm-3,153.74002,R ugm-3,55.61517,R ugm-3,12,R ugm-3 (BAM)
14/04/2020,16:00:00,25.8,R ugm-3 (Ref.eq),32.63686,R ugm-3,47.49558,R ugm-3,97.53807,R ugm-3,36.91546,R ugm-3,16,R ugm-3 (BAM)
14/04/2020,17:00:00,25,R ugm-3 (Ref.eq),66.97967,R ugm-3,71.1638,R ugm-3,173.86453,R ugm-3,36.72088,R ugm-3,11,R ugm-3 (BAM)
14/04/2020,18:00:00,17.5,R ugm-3 (Ref.eq),27.55812,R ugm-3,45.19721,R ugm-3,87.45241,R ugm-3,47.72218,R ugm-3,12,R ugm-3 (BAM)
14/04/2020,19:00:00,21.7,R ugm-3 (Ref.eq),53.24326,R ugm-3,84.33017,R ugm-3,165.96869,R ugm-3,32.94901,R ugm-3,10,R ugm-3 (BAM)
14/04/2020,20:00:00,19.2,R ugm-3 (Ref.eq),47.013,R ugm-3,62.34654,R ugm-3,134.43214,R ugm-3,35.68312,R ugm-3,10,R ugm-3 (BAM)
14/04/2020,21:00:00,15.8,R ugm-3 (Ref.eq),35.35571,R ugm-3,61.78677,R ugm-3,115.99811,R ugm-3,35.25903,R ugm-3,10,R ugm-3 (BAM)
14/04/2020,22:00:00,17.5,R ugm-3 (Ref.eq),66.9619,R ugm-3,75.01933,R ugm-3,177.69281,R ugm-3,34.35598,R ugm-3,11,R ugm-3 (BAM)
14/04/2020,23:00:00,31.7,R ugm-3 (Ref.eq),40.48066,R ugm-3,58.0222,R ugm-3,120.09167,R ugm-3,44.02015,R ugm-3,15,R ugm-3 (BAM)
14/04/2020,24:00:00,15.8,R ugm-3 (Ref.eq),17.2336,R ugm-3,49.3038,R ugm-3,75.72829,R ugm-3,35.29894,R ugm-3,13,R ugm-3 (BAM)
15/04/2020,01:00:00,16.7,R ugm-3 (Ref.eq),37.84914,R ugm-3,49.56759,R ugm-3,107.60212,R ugm-3,45.88114,R ugm-3,10,R ugm-3 (BAM)
15/04/2020,02:00:00,14.2,R ugm-3 (Ref.eq),6.5552,R ugm-3,31.1778,R ugm-3,41.22897,R ugm-3,61.50082,R ugm-3,8,R ugm-3 (BAM)
15/04/2020,03:00:00,11.7,R ugm-3 (Ref.eq),12.39075,R ugm-3,30.16294,R ugm-3,49.16182,R ugm-3,63.34851,R ugm-3,5,R ugm-3 (BAM)
15/04/2020,04:00:00,22.5,R ugm-3 (Ref.eq),4.53876,R ugm-3,36.51232,R ugm-3,43.47165,R ugm-3,47.15839,R ugm-3,10,R ugm-3 (BAM)
15/04/2020,05:00:00,22.5,R ugm-3 (Ref.eq),38.49753,R ugm-3,58.72808,R ugm-3,117.75681,R ugm-3,31.92122,R ugm-3,11,R ugm-3 (BAM)
15/04/2020,06:00:00,47.5,R ugm-3 (Ref.eq),86.86349,R ugm-3,77.67087,R ugm-3,210.85969,R ugm-3,12.42822,R ugm-3,15,R ugm-3 (BAM)
15/04/2020,07:00:00,25,R ugm-3 (Ref.eq),71.90054,R ugm-3,96.78552,R ugm-3,207.03147,R ugm-3,9.35484,R ugm-3,18,R ugm-3 (BAM)
15/04/2020,08:00:00,34.2,R ugm-3 (Ref.eq),97.7045,R ugm-3,85.30055,R ugm-3,235.11202,R ugm-3,12.48809,R ugm-3,19,R ugm-3 (BAM)
15/04/2020,09:00:00,32.5,R ugm-3 (Ref.eq),122.93132,R ugm-3,87.85414,R ugm-3,276.3462,R ugm-3,17.58212,R ugm-3,19,R ugm-3 (BAM)
15/04/2020,10:00:00,30,R ugm-3 (Ref.eq),51.6293,R ugm-3,69.56295,R ugm-3,148.72678,R ugm-3,31.50213,R ugm-3,22,R ugm-3 (BAM)
15/04/2020,11:00:00,36.7,R ugm-3 (Ref.eq),47.92419,R ugm-3,61.08903,R ugm-3,134.57176,R ugm-3,38.03305,R ugm-3,20,R ugm-3 (BAM)
15/04/2020,12:00:00,30,R ugm-3 (Ref.eq),64.87151,R ugm-3,59.79393,R ugm-3,159.2622,R ugm-3,28.75305,R ugm-3,19,R ugm-3 (BAM)
15/04/2020,13:00:00,30.8,R ugm-3 (Ref.eq),39.88339,R ugm-3,67.57667,R ugm-3,128.73034,R ugm-3,58.07986,R ugm-3,14,R ugm-3 (BAM)
15/04/2020,14:00:00,28.3,R ugm-3 (Ref.eq),51.01653,R ugm-3,60.73378,R ugm-3,138.95804,R ugm-3,53.65938,R ugm-3,18,R ugm-3 (BAM)
15/04/2020,15:00:00,31.7,R ugm-3 (Ref.eq),24.42167,R ugm-3,58.34285,R ugm-3,95.78889,R ugm-3,57.44623,R ugm-3,18,R ugm-3 (BAM)
15/04/2020,16:00:00,40.8,R ugm-3 (Ref.eq),44.15139,R ugm-3,71.92778,R ugm-3,139.62563,R ugm-3,41.82488,R ugm-3,21,R ugm-3 (BAM)
15/04/2020,17:00:00,35.8,R ugm-3 (Ref.eq),54.14094,R ugm-3,77.82235,R ugm-3,160.8373,R ugm-3,45.2974,R ugm-3,23,R ugm-3 (BAM)
15/04/2020,18:00:00,38.3,R ugm-3 (Ref.eq),42.13139,R ugm-3,66.75841,R ugm-3,131.35898,R ugm-3,45.20759,R ugm-3,24,R ugm-3 (BAM)
15/04/2020,19:00:00,41.7,R ugm-3 (Ref.eq),50.54271,R ugm-3,73.74815,R ugm-3,151.24589,R ugm-3,36.46643,R ugm-3,24,R ugm-3 (BAM)
15/04/2020,20:00:00,40,R ugm-3 (Ref.eq),77.13401,R ugm-3,92.2554,R ugm-3,210.52589,R ugm-3,31.21275,R ugm-3,24,R ugm-3 (BAM)
15/04/2020,21:00:00,36.7,R ugm-3 (Ref.eq),18.69656,R ugm-3,49.8108,R ugm-3,78.47846,R ugm-3,35.85275,R ugm-3,27,R ugm-3 (BAM)
15/04/2020,22:00:00,34.2,R ugm-3 (Ref.eq),33.54907,R ugm-3,73.02804,R ugm-3,124.46923,R ugm-3,37.16492,R ugm-3,30,R ugm-3 (BAM)
15/04/2020,23:00:00,59.2,R ugm-3 (Ref.eq),36.06783,R ugm-3,70.21953,R ugm-3,125.52277,R ugm-3,39.25542,R ugm-3,30,R ugm-3 (BAM)
15/04/2020,24:00:00,42.5,R ugm-3 (Ref.eq),9.74373,R ugm-3,52.32484,R ugm-3,67.26502,R ugm-3,41.306,R ugm-3,33,R ugm-3 (BAM)
16/04/2020,01:00:00,40,R ugm-3 (Ref.eq),5.21747,R ugm-3,47.76359,R ugm-3,55.7636,R ugm-3,46.97878,R ugm-3,36,R ugm-3 (BAM)
