Data download from AQ England website,,,,,,,,,,,,,
Status: P - Provisional data, P* - Ratified by Data Provider, R - Ratified Data,V - Validated,A - As supplied,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Hourly Data,Hourly Data,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre
End Date,End Time,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units
01/01/2020,01:00:00,45,R ugm-3 (Ref.eq),121.60634,R ugm-3,46.59103,R ugm-3,233.05148,R ugm-3,7.58974,R ugm-3,42,R ugm-3 (BAM)
01/01/2020,02:00:00,58.3,R ugm-3 (Ref.eq),140.97325,R ugm-3,54.26324,R ugm-3,270.41922,R ugm-3,2.77934,R ugm-3,50,R ugm-3 (BAM)
01/01/2020,03:00:00,49.2,R ugm-3 (Ref.eq),120.0215,R ugm-3,51.07085,R ugm-3,235.10124,R ugm-3,6.05308,R ugm-3,47,R ugm-3 (BAM)
01/01/2020,04:00:00,43.3,R ugm-3 (Ref.eq),59.16019,R ugm-3,37.28095,R ugm-3,127.99197,R ugm-3,7.77681,R ugm-3,47,R ugm-3 (BAM)
01/01/2020,05:00:00,39.2,R ugm-3 (Ref.eq),53.63047,R ugm-3,36.26872,R ugm-3,118.50096,R ugm-3,7.22896,R ugm-3,39,R ugm-3 (BAM)
01/01/2020,06:00:00,37.5,R ugm-3 (Ref.eq),60.20239,R ugm-3,41.98749,R ugm-3,134.29654,R ugm-3,4.73022,R ugm-3,40,R ugm-3 (BAM)
01/01/2020,07:00:00,38.3,R ugm-3 (Ref.eq),68.28163,R ugm-3,31.41943,R ugm-3,136.11647,R ugm-3,6.36041,R ugm-3,40,R ugm-3 (BAM)
01/01/2020,08:00:00,35.8,R ugm-3 (Ref.eq),77.14468,R ugm-3,53.99856,R ugm-3,172.28542,R ugm-3,5.4451,R ugm-3,38,R ugm-3 (BAM)
01/01/2020,09:00:00,50.8,R ugm-3 (Ref.eq),95.27129,R ugm-3,55.39836,R ugm-3,201.47897,R ugm-3,4.20242,R ugm-3,41,R ugm-3 (BAM)
01/01/2020,10:00:00,36.7,R ugm-3 (Ref.eq),126.92933,R ugm-3,48.14384,R ugm-3,242.7661,R ugm-3,5.46515,R ugm-3,34,R ugm-3 (BAM)
01/01/2020,11:00:00,37.5,R ugm-3 (Ref.eq),105.57706,R ugm-3,50.28,R ugm-3,212.16256,R ugm-3,6.22679,R ugm-3,37,R ugm-3 (BAM)
01/01/2020,12:00:00,40,R ugm-3 (Ref.eq),139.94397,R ugm-3,54.02152,R ugm-3,268.59928,R ugm-3,3.74142,R ugm-3,42,R ugm-3 (BAM)
01/01/2020,13:00:00,37.5,R ugm-3 (Ref.eq),60.65459,R ugm-3,36.98342,R ugm-3,129.98583,R ugm-3,7.66991,R ugm-3,43,R ugm-3 (BAM)
01/01/2020,14:00:00,40.8,R ugm-3 (Ref.eq),66.66234,R ugm-3,32.79047,R ugm-3,135.00463,R ugm-3,6.72119,R ugm-3,37,R ugm-3 (BAM)
01/01/2020,15:00:00,35.8,R ugm-3 (Ref.eq),60.12918,R ugm-3,42.77679,R ugm-3,134.97358,R ugm-3,8.90591,R ugm-3,37,R ugm-3 (BAM)
01/01/2020,16:00:00,35,R ugm-3 (Ref.eq),136.14122,R ugm-3,69.6477,R ugm-3,278.39465,R ugm-3,8.8391,R ugm-3,32,R ugm-3 (BAM)
01/01/2020,17:00:00,33.3,R ugm-3 (Ref.eq),80.46509,R ugm-3,49.2738,R ugm-3,172.65189,R ugm-3,9.07294,R ugm-3,30,R ugm-3 (BAM)
01/01/2020,18:00:00,33.3,R ugm-3 (Ref.eq),77.53228,R ugm-3,59.11874,R ugm-3,177.9999,R ugm-3,5.47851,R ugm-3,35,R ugm-3 (BAM)
01/01/2020,19:00:00,35.8,R ugm-3 (Ref.eq),,,,,,,10.49602,R ugm-3,36,R ugm-3 (BAM)
01/01/2020,20:00:00,36.7,R ugm-3 (Ref.eq),,,,,,,7.56969,R ugm-3,34,R ugm-3 (BAM)
01/01/2020,21:00:00,28.3,R ugm-3 (Ref.eq),,,,,,,11.94582,R ugm-3,23,R ugm-3 (BAM)
01/01/2020,22:00:00,35,R ugm-3 (Ref.eq),,,,,,,9.407,R ugm-3,37,R ugm-3 (BAM)
01/01/2020,23:00:00,26.7,R ugm-3 (Ref.eq),,,,,,,14.57149,R ugm-3,23,R ugm-3 (BAM)
01/01/2020,24:00:00,20,R ugm-3 (Ref.eq),36.83892,R ugm-3,21.25003,R ugm-3,77.73559,R ugm-3,19.11464,R ugm-3,18,R ugm-3 (BAM)
02/01/2020,01:00:00,13.3,R ugm-3 (Ref.eq),43.3373,R ugm-3,34.14821,R ugm-3,100.5978,R ugm-3,23.37496,R ugm-3,18,R ugm-3 (BAM)
02/01/2020,02:00:00,13.3,R ugm-3 (Ref.eq),6.40541,R ugm-3,18.13539,R ugm-3,27.95689,R ugm-3,27.16092,R ugm-3,17,R ugm-3 (BAM)
02/01/2020,03:00:00,12.5,R ugm-3 (Ref.eq),18.43164,R ugm-3,28.24596,R ugm-3,56.50742,R ugm-3,21.79376,R ugm-3,11,R ugm-3 (BAM)
02/01/2020,04:00:00,12.5,R ugm-3 (Ref.eq),3.28417,R ugm-3,14.72154,R ugm-3,19.75719,R ugm-3,27.42594,R ugm-3,9,R ugm-3 (BAM)
02/01/2020,05:00:00,15,R ugm-3 (Ref.eq),22.71907,R ugm-3,23.05717,R ugm-3,57.89259,R ugm-3,23.77137,R ugm-3,12,R ugm-3 (BAM)
02/01/2020,06:00:00,13.3,R ugm-3 (Ref.eq),35.55133,R ugm-3,32.57289,R ugm-3,87.08417,R ugm-3,16.85643,R ugm-3,12,R ugm-3 (BAM)
02/01/2020,07:00:00,15,R ugm-3 (Ref.eq),77.41375,R ugm-3,52.74804,R ugm-3,171.44747,R ugm-3,8.08414,R ugm-3,17,R ugm-3 (BAM)
02/01/2020,08:00:00,11.7,R ugm-3 (Ref.eq),,,,,,,12.35336,R ugm-3,7,R ugm-3 (BAM)
02/01/2020,09:00:00,10.8,R ugm-3 (Ref.eq),,,,,,,18.68037,R ugm-3,4,R ugm-3 (BAM)
02/01/2020,10:00:00,7.5,R ugm-3 (Ref.eq),,,,,,,16.0881,R ugm-3,4,R ugm-3 (BAM)
02/01/2020,11:00:00,6.7,R ugm-3 (Ref.eq),,,,,,,20.88513,R ugm-3,4,R ugm-3 (BAM)
02/01/2020,12:00:00,10.8,R ugm-3 (Ref.eq),35.67567,R ugm-3,34.64139,R ugm-3,89.34331,R ugm-3,32.43676,R ugm-3,2,R ugm-3 (BAM)
02/01/2020,13:00:00,12.5,R ugm-3 (Ref.eq),31.69265,R ugm-3,33.48265,R ugm-3,82.07736,R ugm-3,30.45248,R ugm-3,2,R ugm-3 (BAM)
02/01/2020,14:00:00,14.2,R ugm-3 (Ref.eq),26.43627,R ugm-3,39.57588,R ugm-3,80.11092,R ugm-3,29.3835,R ugm-3,5,R ugm-3 (BAM)
02/01/2020,15:00:00,15,R ugm-3 (Ref.eq),10.44417,R ugm-3,37.03033,R ugm-3,53.0445,R ugm-3,38.53661,R ugm-3,6,R ugm-3 (BAM)
02/01/2020,16:00:00,14.2,R ugm-3 (Ref.eq),,,,,,,43.62762,R ugm-3,6,R ugm-3 (BAM)
02/01/2020,17:00:00,9.2,R ugm-3 (Ref.eq),,,,,,,49.33996,R ugm-3,4,R ugm-3 (BAM)
02/01/2020,18:00:00,9.2,R ugm-3 (Ref.eq),,,,,,,45.71212,R ugm-3,0,R ugm-3 (BAM)
02/01/2020,19:00:00,5.8,R ugm-3 (Ref.eq),,,,,,,50.21518,R ugm-3,3,R ugm-3 (BAM)
02/01/2020,20:00:00,9.2,R ugm-3 (Ref.eq),,,,,,,53.1081,R ugm-3,2,R ugm-3 (BAM)
02/01/2020,21:00:00,13.3,R ugm-3 (Ref.eq),,,,,,,60.69784,R ugm-3,3,R ugm-3 (BAM)
02/01/2020,22:00:00,10,R ugm-3 (Ref.eq),6.60264,R ugm-3,33.15435,R ugm-3,43.27824,R ugm-3,57.8116,R ugm-3,2,R ugm-3 (BAM)
02/01/2020,23:00:00,11.7,R ugm-3 (Ref.eq),5.55222,R ugm-3,13.24127,R ugm-3,21.75455,R ugm-3,60.16335,R ugm-3,1,R ugm-3 (BAM)
02/01/2020,24:00:00,10.8,R ugm-3 (Ref.eq),8.95643,R ugm-3,14.81134,R ugm-3,28.54435,R ugm-3,62.48837,R ugm-3,2,R ugm-3 (BAM)
03/01/2020,01:00:00,8.3,R ugm-3 (Ref.eq),11.41749,R ugm-3,7.1366,R ugm-3,24.64317,R ugm-3,57.46641,R ugm-3,3,R ugm-3 (BAM)
03/01/2020,02:00:00,9.2,R ugm-3 (Ref.eq),2.23228,R ugm-3,6.71644,R ugm-3,10.13922,R ugm-3,57.69802,R ugm-3,4,R ugm-3 (BAM)
03/01/2020,03:00:00,5.8,R ugm-3 (Ref.eq),1.66034,R ugm-3,6.15286,R ugm-3,8.69868,R ugm-3,56.67581,R ugm-3,4,R ugm-3 (BAM)
03/01/2020,04:00:00,4.2,R ugm-3 (Ref.eq),0.3628,R ugm-3,6.93578,R ugm-3,7.49206,R ugm-3,60.49072,R ugm-3,3,R ugm-3 (BAM)
03/01/2020,05:00:00,2.5,R ugm-3 (Ref.eq),0.22622,R ugm-3,6.29565,R ugm-3,6.64251,R ugm-3,64.3524,R ugm-3,-2,R ugm-3 (BAM)
03/01/2020,06:00:00,4.2,R ugm-3 (Ref.eq),1.44693,R ugm-3,13.21494,R ugm-3,15.43353,R ugm-3,59.02756,R ugm-3,0,R ugm-3 (BAM)
03/01/2020,07:00:00,4.2,R ugm-3 (Ref.eq),9.80837,R ugm-3,27.48757,R ugm-3,42.52686,R ugm-3,40.24698,R ugm-3,2,R ugm-3 (BAM)
03/01/2020,08:00:00,5.8,R ugm-3 (Ref.eq),10.58519,R ugm-3,35.45685,R ugm-3,51.68724,R ugm-3,35.12925,R ugm-3,0,R ugm-3 (BAM)
03/01/2020,09:00:00,11.7,R ugm-3 (Ref.eq),14.31561,R ugm-3,36.68727,R ugm-3,58.63756,R ugm-3,29.89126,R ugm-3,2,R ugm-3 (BAM)
03/01/2020,10:00:00,,,10.32909,R ugm-3,27.80956,R ugm-3,43.64728,R ugm-3,34.82192,R ugm-3,2,R ugm-3 (BAM)
03/01/2020,11:00:00,13.3,R ugm-3 (Ref.eq),28.33244,R ugm-3,35.57818,R ugm-3,79.02066,R ugm-3,36.67927,R ugm-3,5,R ugm-3 (BAM)
03/01/2020,12:00:00,12.5,R ugm-3 (Ref.eq),14.45219,R ugm-3,32.8457,R ugm-3,55.00542,R ugm-3,41.71014,R ugm-3,7,R ugm-3 (BAM)
03/01/2020,13:00:00,18.3,R ugm-3 (Ref.eq),68.81224,R ugm-3,63.2178,R ugm-3,168.72844,R ugm-3,27.53283,R ugm-3,8,R ugm-3 (BAM)
03/01/2020,14:00:00,15,R ugm-3 (Ref.eq),33.27504,R ugm-3,36.80297,R ugm-3,87.82399,R ugm-3,32.95121,R ugm-3,6,R ugm-3 (BAM)
03/01/2020,15:00:00,20.8,R ugm-3 (Ref.eq),30.52204,R ugm-3,38.6048,R ugm-3,85.40461,R ugm-3,34.13376,R ugm-3,8,R ugm-3 (BAM)
03/01/2020,16:00:00,21.7,R ugm-3 (Ref.eq),19.39906,R ugm-3,43.0458,R ugm-3,72.79061,R ugm-3,30.77985,R ugm-3,9,R ugm-3 (BAM)
03/01/2020,17:00:00,15,R ugm-3 (Ref.eq),22.08377,R ugm-3,49.80111,R ugm-3,83.66241,R ugm-3,26.3436,R ugm-3,10,R ugm-3 (BAM)
03/01/2020,18:00:00,22.5,R ugm-3 (Ref.eq),34.76892,R ugm-3,51.36184,R ugm-3,104.67344,R ugm-3,15.46676,R ugm-3,12,R ugm-3 (BAM)
03/01/2020,19:00:00,20.8,R ugm-3 (Ref.eq),18.08872,R ugm-3,59.60816,R ugm-3,87.34381,R ugm-3,16.63595,R ugm-3,9,R ugm-3 (BAM)
03/01/2020,20:00:00,22.5,R ugm-3 (Ref.eq),17.48263,R ugm-3,55.7726,R ugm-3,82.57893,R ugm-3,17.34415,R ugm-3,11,R ugm-3 (BAM)
03/01/2020,21:00:00,16.7,R ugm-3 (Ref.eq),6.55172,R ugm-3,42.25703,R ugm-3,52.30286,R ugm-3,31.46132,R ugm-3,11,R ugm-3 (BAM)
03/01/2020,22:00:00,15.8,R ugm-3 (Ref.eq),4.84443,R ugm-3,30.51248,R ugm-3,37.9405,R ugm-3,37.40083,R ugm-3,10,R ugm-3 (BAM)
03/01/2020,23:00:00,15,R ugm-3 (Ref.eq),3.36336,R ugm-3,25.29752,R ugm-3,30.4546,R ugm-3,40.25366,R ugm-3,9,R ugm-3 (BAM)
03/01/2020,24:00:00,14.2,R ugm-3 (Ref.eq),3.79872,R ugm-3,28.10206,R ugm-3,33.92668,R ugm-3,37.98208,R ugm-3,5,R ugm-3 (BAM)
04/01/2020,01:00:00,11.7,R ugm-3 (Ref.eq),5.14981,R ugm-3,34.6605,R ugm-3,42.55676,R ugm-3,32.05149,R ugm-3,7,R ugm-3 (BAM)
04/01/2020,02:00:00,14.2,R ugm-3 (Ref.eq),4.66967,R ugm-3,31.53571,R ugm-3,38.69576,R ugm-3,31.7397,R ugm-3,10,R ugm-3 (BAM)
04/01/2020,03:00:00,8.3,R ugm-3 (Ref.eq),2.02253,R ugm-3,17.44791,R ugm-3,20.54908,R ugm-3,39.69913,R ugm-3,6,R ugm-3 (BAM)
04/01/2020,04:00:00,13.3,R ugm-3 (Ref.eq),1.21097,R ugm-3,19.07839,R ugm-3,20.93518,R ugm-3,37.42755,R ugm-3,7,R ugm-3 (BAM)
04/01/2020,05:00:00,10,R ugm-3 (Ref.eq),2.88933,R ugm-3,15.01569,R ugm-3,19.44594,R ugm-3,44.30241,R ugm-3,5,R ugm-3 (BAM)
04/01/2020,06:00:00,9.2,R ugm-3 (Ref.eq),3.32698,R ugm-3,18.84914,R ugm-3,23.95043,R ugm-3,40.20021,R ugm-3,5,R ugm-3 (BAM)
04/01/2020,07:00:00,9.2,R ugm-3 (Ref.eq),21.43628,R ugm-3,41.3423,R ugm-3,74.2108,R ugm-3,20.91186,R ugm-3,6,R ugm-3 (BAM)
04/01/2020,08:00:00,8.3,R ugm-3 (Ref.eq),13.1507,R ugm-3,33.97562,R ugm-3,54.13975,R ugm-3,24.80694,R ugm-3,4,R ugm-3 (BAM)
04/01/2020,09:00:00,11.7,R ugm-3 (Ref.eq),13.88578,R ugm-3,36.32341,R ugm-3,57.61464,R ugm-3,24.49293,R ugm-3,3,R ugm-3 (BAM)
04/01/2020,10:00:00,10,R ugm-3 (Ref.eq),13.50337,R ugm-3,32.78524,R ugm-3,53.49012,R ugm-3,31.04041,R ugm-3,3,R ugm-3 (BAM)
04/01/2020,11:00:00,10.8,R ugm-3 (Ref.eq),13.84329,R ugm-3,31.86568,R ugm-3,53.09176,R ugm-3,32.36995,R ugm-3,2,R ugm-3 (BAM)
04/01/2020,12:00:00,14.2,R ugm-3 (Ref.eq),14.20021,R ugm-3,41.85342,R ugm-3,63.62677,R ugm-3,30.63955,R ugm-3,5,R ugm-3 (BAM)
04/01/2020,13:00:00,10.8,R ugm-3 (Ref.eq),12.82778,R ugm-3,38.36854,R ugm-3,58.03752,R ugm-3,31.88891,R ugm-3,4,R ugm-3 (BAM)
04/01/2020,14:00:00,8.3,R ugm-3 (Ref.eq),11.73578,R ugm-3,31.14423,R ugm-3,49.13884,R ugm-3,42.22458,R ugm-3,2,R ugm-3 (BAM)
04/01/2020,15:00:00,7.5,R ugm-3 (Ref.eq),10.00643,R ugm-3,29.22395,R ugm-3,44.56693,R ugm-3,44.16878,R ugm-3,3,R ugm-3 (BAM)
04/01/2020,16:00:00,7.5,R ugm-3 (Ref.eq),10.01918,R ugm-3,39.20622,R ugm-3,54.56875,R ugm-3,33.27858,R ugm-3,6,R ugm-3 (BAM)
04/01/2020,17:00:00,15.8,R ugm-3 (Ref.eq),14.06849,R ugm-3,52.97649,R ugm-3,74.54787,R ugm-3,25.84919,R ugm-3,6,R ugm-3 (BAM)
04/01/2020,18:00:00,12.5,R ugm-3 (Ref.eq),20.34003,R ugm-3,59.10454,R ugm-3,90.29215,R ugm-3,19.72262,R ugm-3,3,R ugm-3 (BAM)
04/01/2020,19:00:00,15,R ugm-3 (Ref.eq),36.55002,R ugm-3,67.61961,R ugm-3,123.66219,R ugm-3,12.13289,R ugm-3,3,R ugm-3 (BAM)
04/01/2020,20:00:00,21.7,R ugm-3 (Ref.eq),46.25477,R ugm-3,50.50227,R ugm-3,121.42527,R ugm-3,9.66088,R ugm-3,16,R ugm-3 (BAM)
04/01/2020,21:00:00,24.2,R ugm-3 (Ref.eq),33.04034,R ugm-3,60.68263,R ugm-3,111.34378,R ugm-3,9.96153,R ugm-3,20,R ugm-3 (BAM)
04/01/2020,22:00:00,18.3,R ugm-3 (Ref.eq),13.1677,R ugm-3,51.79594,R ugm-3,71.98613,R ugm-3,13.94347,R ugm-3,17,R ugm-3 (BAM)
04/01/2020,23:00:00,22.5,R ugm-3 (Ref.eq),31.82512,R ugm-3,55.85355,R ugm-3,104.65138,R ugm-3,10.90356,R ugm-3,17,R ugm-3 (BAM)
04/01/2020,24:00:00,22.5,R ugm-3 (Ref.eq),17.66315,R ugm-3,41.3607,R ugm-3,68.44382,R ugm-3,15.88767,R ugm-3,17,R ugm-3 (BAM)
05/01/2020,01:00:00,15,R ugm-3 (Ref.eq),18.958,R ugm-3,38.70699,R ugm-3,67.77552,R ugm-3,17.21943,R ugm-3,13,R ugm-3 (BAM)
05/01/2020,02:00:00,10,R ugm-3 (Ref.eq),5.07577,R ugm-3,22.38039,R ugm-3,30.16313,R ugm-3,38.76822,R ugm-3,8,R ugm-3 (BAM)
05/01/2020,03:00:00,7.5,R ugm-3 (Ref.eq),5.84983,R ugm-3,15.14747,R ugm-3,24.11708,R ugm-3,44.3759,R ugm-3,6,R ugm-3 (BAM)
05/01/2020,04:00:00,6.7,R ugm-3 (Ref.eq),2.17835,R ugm-3,12.60171,R ugm-3,15.9418,R ugm-3,48.85224,R ugm-3,4,R ugm-3 (BAM)
05/01/2020,05:00:00,6.7,R ugm-3 (Ref.eq),0.85865,R ugm-3,9.31739,R ugm-3,10.63397,R ugm-3,54.8786,R ugm-3,2,R ugm-3 (BAM)
05/01/2020,06:00:00,4.2,R ugm-3 (Ref.eq),2.043,R ugm-3,15.10931,R ugm-3,18.24186,R ugm-3,48.83888,R ugm-3,2,R ugm-3 (BAM)
05/01/2020,07:00:00,5,R ugm-3 (Ref.eq),2.7959,R ugm-3,15.66313,R ugm-3,19.95013,R ugm-3,47.74318,R ugm-3,2,R ugm-3 (BAM)
05/01/2020,08:00:00,5,R ugm-3 (Ref.eq),7.99434,R ugm-3,26.7334,R ugm-3,38.99121,R ugm-3,45.27785,R ugm-3,0,R ugm-3 (BAM)
05/01/2020,09:00:00,5,R ugm-3 (Ref.eq),13.38312,R ugm-3,34.56504,R ugm-3,55.08553,R ugm-3,40.60776,R ugm-3,1,R ugm-3 (BAM)
05/01/2020,10:00:00,5,R ugm-3 (Ref.eq),12.41026,R ugm-3,30.57197,R ugm-3,49.60077,R ugm-3,45.5785,R ugm-3,3,R ugm-3 (BAM)
05/01/2020,11:00:00,4.2,R ugm-3 (Ref.eq),5.74831,R ugm-3,19.70192,R ugm-3,28.51587,R ugm-3,56.34844,R ugm-3,0,R ugm-3 (BAM)
05/01/2020,12:00:00,5,R ugm-3 (Ref.eq),7.3218,R ugm-3,27.66699,R ugm-3,38.8936,R ugm-3,55.39972,R ugm-3,0,R ugm-3 (BAM)
05/01/2020,13:00:00,4.2,R ugm-3 (Ref.eq),5.35917,R ugm-3,21.37236,R ugm-3,29.58964,R ugm-3,65.04724,R ugm-3,2,R ugm-3 (BAM)
05/01/2020,14:00:00,5,R ugm-3 (Ref.eq),5.73139,R ugm-3,26.67075,R ugm-3,35.45876,R ugm-3,65.54164,R ugm-3,3,R ugm-3 (BAM)
05/01/2020,15:00:00,6.7,R ugm-3 (Ref.eq),6.55198,R ugm-3,27.50516,R ugm-3,37.55139,R ugm-3,51.6249,R ugm-3,3,R ugm-3 (BAM)
05/01/2020,16:00:00,7.5,R ugm-3 (Ref.eq),8.84453,R ugm-3,30.83523,R ugm-3,44.39666,R ugm-3,51.69171,R ugm-3,0,R ugm-3 (BAM)
05/01/2020,17:00:00,7.5,R ugm-3 (Ref.eq),13.51847,R ugm-3,37.65812,R ugm-3,58.38615,R ugm-3,41.51639,R ugm-3,0,R ugm-3 (BAM)
05/01/2020,18:00:00,8.3,R ugm-3 (Ref.eq),21.6397,R ugm-3,46.25403,R ugm-3,79.43445,R ugm-3,41.8638,R ugm-3,4,R ugm-3 (BAM)
05/01/2020,19:00:00,10.8,R ugm-3 (Ref.eq),14.13602,R ugm-3,39.02348,R ugm-3,60.69841,R ugm-3,42.37157,R ugm-3,3,R ugm-3 (BAM)
05/01/2020,20:00:00,15.8,R ugm-3 (Ref.eq),18.62385,R ugm-3,32.00802,R ugm-3,60.56419,R ugm-3,39.53878,R ugm-3,5,R ugm-3 (BAM)
05/01/2020,21:00:00,14.2,R ugm-3 (Ref.eq),19.48673,R ugm-3,50.79371,R ugm-3,80.67294,R ugm-3,30.07833,R ugm-3,7,R ugm-3 (BAM)
05/01/2020,22:00:00,10.8,R ugm-3 (Ref.eq),23.54735,R ugm-3,40.05891,R ugm-3,76.16434,R ugm-3,31.85551,R ugm-3,6,R ugm-3 (BAM)
05/01/2020,23:00:00,14.2,R ugm-3 (Ref.eq),22.8452,R ugm-3,29.73894,R ugm-3,64.76775,R ugm-3,38.14911,R ugm-3,6,R ugm-3 (BAM)
05/01/2020,24:00:00,15.8,R ugm-3 (Ref.eq),12.42718,R ugm-3,20.85771,R ugm-3,39.91245,R ugm-3,39.57218,R ugm-3,6,R ugm-3 (BAM)
06/01/2020,01:00:00,13.3,R ugm-3 (Ref.eq),9.35175,R ugm-3,19.52583,R ugm-3,33.86498,R ugm-3,46.33123,R ugm-3,5,R ugm-3 (BAM)
06/01/2020,02:00:00,5.8,R ugm-3 (Ref.eq),1.76424,R ugm-3,8.816,R ugm-3,11.52114,R ugm-3,66.00931,R ugm-3,3,R ugm-3 (BAM)
06/01/2020,03:00:00,10,R ugm-3 (Ref.eq),1.65056,R ugm-3,5.95972,R ugm-3,8.49054,R ugm-3,65.40133,R ugm-3,1,R ugm-3 (BAM)
06/01/2020,04:00:00,6.7,R ugm-3 (Ref.eq),1.23792,R ugm-3,4.03555,R ugm-3,5.93366,R ugm-3,74.86178,R ugm-3,2,R ugm-3 (BAM)
06/01/2020,05:00:00,8.3,R ugm-3 (Ref.eq),2.46741,R ugm-3,6.24986,R ugm-3,10.03317,R ugm-3,68.54813,R ugm-3,2,R ugm-3 (BAM)
06/01/2020,06:00:00,15,R ugm-3 (Ref.eq),17.66348,R ugm-3,22.11656,R ugm-3,49.20018,R ugm-3,51.9055,R ugm-3,7,R ugm-3 (BAM)
06/01/2020,07:00:00,15,R ugm-3 (Ref.eq),68.58652,R ugm-3,49.37178,R ugm-3,154.53631,R ugm-3,38.88403,R ugm-3,9,R ugm-3 (BAM)
06/01/2020,08:00:00,22.5,R ugm-3 (Ref.eq),56.39261,R ugm-3,49.65445,R ugm-3,136.12192,R ugm-3,30.49924,R ugm-3,7,R ugm-3 (BAM)
06/01/2020,09:00:00,13.3,R ugm-3 (Ref.eq),31.39005,R ugm-3,34.31495,R ugm-3,82.44568,R ugm-3,40.6278,R ugm-3,5,R ugm-3 (BAM)
06/01/2020,10:00:00,11.7,R ugm-3 (Ref.eq),75.52138,R ugm-3,34.27456,R ugm-3,150.0724,R ugm-3,35.83745,R ugm-3,5,R ugm-3 (BAM)
06/01/2020,11:00:00,10.8,R ugm-3 (Ref.eq),32.34586,R ugm-3,26.09583,R ugm-3,75.69212,R ugm-3,38.58338,R ugm-3,3,R ugm-3 (BAM)
06/01/2020,12:00:00,14.2,R ugm-3 (Ref.eq),29.5037,R ugm-3,25.72261,R ugm-3,70.96098,R ugm-3,42.61877,R ugm-3,4,R ugm-3 (BAM)
06/01/2020,13:00:00,21.7,R ugm-3 (Ref.eq),20.89722,R ugm-3,30.76859,R ugm-3,62.81055,R ugm-3,47.62291,R ugm-3,6,R ugm-3 (BAM)
06/01/2020,14:00:00,16.7,R ugm-3 (Ref.eq),21.01512,R ugm-3,31.90573,R ugm-3,64.12847,R ugm-3,43.83473,R ugm-3,7,R ugm-3 (BAM)
06/01/2020,15:00:00,16.7,R ugm-3 (Ref.eq),41.73971,R ugm-3,39.09506,R ugm-3,103.09506,R ugm-3,32.24301,R ugm-3,12,R ugm-3 (BAM)
06/01/2020,16:00:00,15.8,R ugm-3 (Ref.eq),39.70178,R ugm-3,38.87343,R ugm-3,99.74865,R ugm-3,33.36544,R ugm-3,10,R ugm-3 (BAM)
06/01/2020,17:00:00,10,R ugm-3 (Ref.eq),19.10772,R ugm-3,30.62762,R ugm-3,59.92571,R ugm-3,37.63466,R ugm-3,6,R ugm-3 (BAM)
06/01/2020,18:00:00,15,R ugm-3 (Ref.eq),17.41506,R ugm-3,34.75956,R ugm-3,61.46227,R ugm-3,33.53246,R ugm-3,5,R ugm-3 (BAM)
06/01/2020,19:00:00,13.3,R ugm-3 (Ref.eq),32.80481,R ugm-3,51.45284,R ugm-3,101.75285,R ugm-3,26.61752,R ugm-3,6,R ugm-3 (BAM)
06/01/2020,20:00:00,8.3,R ugm-3 (Ref.eq),16.72452,R ugm-3,38.80038,R ugm-3,64.44428,R ugm-3,19.87629,R ugm-3,9,R ugm-3 (BAM)
06/01/2020,21:00:00,13.3,R ugm-3 (Ref.eq),10.26966,R ugm-3,43.17094,R ugm-3,58.91754,R ugm-3,22.60218,R ugm-3,7,R ugm-3 (BAM)
06/01/2020,22:00:00,22.5,R ugm-3 (Ref.eq),8.87595,R ugm-3,39.79333,R ugm-3,53.40294,R ugm-3,24.40608,R ugm-3,8,R ugm-3 (BAM)
06/01/2020,23:00:00,24.2,R ugm-3 (Ref.eq),8.01278,R ugm-3,32.66275,R ugm-3,44.94884,R ugm-3,29.40354,R ugm-3,10,R ugm-3 (BAM)
06/01/2020,24:00:00,22.5,R ugm-3 (Ref.eq),18.82982,R ugm-3,38.76688,R ugm-3,67.63886,R ugm-3,21.83385,R ugm-3,12,R ugm-3 (BAM)
07/01/2020,01:00:00,20.8,R ugm-3 (Ref.eq),20.10614,R ugm-3,31.70208,R ugm-3,62.53106,R ugm-3,19.8117,R ugm-3,13,R ugm-3 (BAM)
07/01/2020,02:00:00,19.2,R ugm-3 (Ref.eq),3.93153,R ugm-3,18.17282,R ugm-3,24.20109,R ugm-3,34.34979,R ugm-3,10,R ugm-3 (BAM)
07/01/2020,03:00:00,21.7,R ugm-3 (Ref.eq),13.19033,R ugm-3,24.67076,R ugm-3,44.89565,R ugm-3,29.42359,R ugm-3,9,R ugm-3 (BAM)
07/01/2020,04:00:00,20,R ugm-3 (Ref.eq),3.95668,R ugm-3,13.11025,R ugm-3,19.17708,R ugm-3,39.03102,R ugm-3,7,R ugm-3 (BAM)
07/01/2020,05:00:00,22.5,R ugm-3 (Ref.eq),,,,,,,16.64931,R ugm-3,6,R ugm-3 (BAM)
07/01/2020,06:00:00,17.5,R ugm-3 (Ref.eq),,,,,,,19.86961,R ugm-3,6,R ugm-3 (BAM)
