Data download from AQ England website,,,,,,,,,,,,,
Status: P - Provisional data, P* - Ratified by Data Provider, R - Ratified Data,V - Validated,A - As supplied,,,,,,,,,
01/04/2019,14:00:00,42.5,R ugm-3 (Ref.eq),162.89937,R ugm-3,118.4406,R ugm-3,368.21614,R ugm-3,18.55003,R ugm-3,18,R ugm-3 (BAM)
01/04/2019,15:00:00,34.2,R ugm-3 (Ref.eq),156.44247,R ugm-3,103.63204,R ugm-3,343.50714,R ugm-3,20.18152,R ugm-3,20,R ugm-3 (BAM)
01/04/2019,16:00:00,37.5,R ugm-3 (Ref.eq),209.79895,R ugm-3,102.19106,R ugm-3,423.8783,R ugm-3,11.49024,R ugm-3,14,R ugm-3 (BAM)
01/04/2019,17:00:00,40,R ugm-3 (Ref.eq),197.56165,R ugm-3,127.14529,R ugm-3,430.06894,R ugm-3,12.997,R ugm-3,22,R ugm-3 (BAM)
01/04/2019,18:00:00,40,R ugm-3 (Ref.eq),161.61,R ugm-3,85.63909,R ugm-3,333.43763,R ugm-3,10.14315,R ugm-3,20,R ugm-3 (BAM)
01/04/2019,19:00:00,34.2,R ugm-3 (Ref.eq),190.76316,R ugm-3,109.49265,R ugm-3,401.99208,R ugm-3,4.53024,R ugm-3,23,R ugm-3 (BAM)
01/04/2019,20:00:00,37.5,R ugm-3 (Ref.eq),200.09351,R ugm-3,127.61413,R ugm-3,434.4199,R ugm-3,5.30856,R ugm-3,26,R ugm-3 (BAM)
01/04/2019,21:00:00,35.8,R ugm-3 (Ref.eq),129.90154,R ugm-3,123.60452,R ugm-3,322.78409,R ugm-3,7.91794,R ugm-3,23,R ugm-3 (BAM)
01/04/2019,22:00:00,42.5,R ugm-3 (Ref.eq),189.87232,R ugm-3,101.7381,R ugm-3,392.8716,R ugm-3,4.97428,R ugm-3,28,R ugm-3 (BAM)
01/04/2019,23:00:00,46.7,R ugm-3 (Ref.eq),212.1868,R ugm-3,123.14141,R ugm-3,448.48996,R ugm-3,4.70486,R ugm-3,29,R ugm-3 (BAM)
01/04/2019,24:00:00,35.8,R ugm-3 (Ref.eq),45.22508,R ugm-3,73.24969,R ugm-3,142.59384,R ugm-3,12.32844,R ugm-3,20,R ugm-3 (BAM)
02/04/2019,01:00:00,37.5,R ugm-3 (Ref.eq),38.34072,R ugm-3,51.05759,R ugm-3,109.84588,R ugm-3,17.03663,R ugm-3,29,R ugm-3 (BAM)
02/04/2019,02:00:00,36.7,R ugm-3 (Ref.eq),15.3345,R ugm-3,50.85852,R ugm-3,74.37109,R ugm-3,13.17827,R ugm-3,25,R ugm-3 (BAM)
02/04/2019,03:00:00,40.8,R ugm-3 (Ref.eq),16.12404,R ugm-3,38.18386,R ugm-3,62.90704,R ugm-3,19.80732,R ugm-3,33,R ugm-3 (BAM)
02/04/2019,04:00:00,39.2,R ugm-3 (Ref.eq),17.14731,R ugm-3,45.60854,R ugm-3,71.90071,R ugm-3,6.67562,R ugm-3,27,R ugm-3 (BAM)
02/04/2019,05:00:00,37.5,R ugm-3 (Ref.eq),28.59786,R ugm-3,45.36666,R ugm-3,89.2161,R ugm-3,10.0733,R ugm-3,30,R ugm-3 (BAM)
02/04/2019,06:00:00,42.5,R ugm-3 (Ref.eq),191.44529,R ugm-3,97.24862,R ugm-3,390.79396,R ugm-3,2.28508,R ugm-3,29,R ugm-3 (BAM)
02/04/2019,07:00:00,64.2,R ugm-3 (Ref.eq),351.53492,R ugm-3,190.03989,R ugm-3,729.05259,R ugm-3,7.16456,R ugm-3,43,R ugm-3 (BAM)
02/04/2019,08:00:00,65.8,R ugm-3 (Ref.eq),249.21471,R ugm-3,91.60472,R ugm-3,473.7286,R ugm-3,20.66547,R ugm-3,54,R ugm-3 (BAM)
02/04/2019,09:00:00,58.3,R ugm-3 (Ref.eq),58.8363,R ugm-3,59.6737,R ugm-3,149.8881,R ugm-3,17.9613,R ugm-3,53,R ugm-3 (BAM)
02/04/2019,10:00:00,48.3,R ugm-3 (Ref.eq),48.80156,R ugm-3,67.21559,R ugm-3,142.04359,R ugm-3,17.27278,R ugm-3,40,R ugm-3 (BAM)
02/04/2019,11:00:00,27.5,R ugm-3 (Ref.eq),23.26008,R ugm-3,43.91957,R ugm-3,79.58454,R ugm-3,26.63262,R ugm-3,20,R ugm-3 (BAM)
02/04/2019,12:00:00,15.8,R ugm-3 (Ref.eq),11.99741,R ugm-3,38.16651,R ugm-3,56.56228,R ugm-3,37.53413,R ugm-3,9,R ugm-3 (BAM)
02/04/2019,13:00:00,8.3,R ugm-3 (Ref.eq),17.42577,R ugm-3,37.63409,R ugm-3,64.35323,R ugm-3,47.60742,R ugm-3,7,R ugm-3 (BAM)
02/04/2019,14:00:00,6.7,R ugm-3 (Ref.eq),45.08424,R ugm-3,63.54191,R ugm-3,132.67011,R ugm-3,51.53895,R ugm-3,5,R ugm-3 (BAM)
02/04/2019,15:00:00,6.7,R ugm-3 (Ref.eq),73.93372,R ugm-3,53.62091,R ugm-3,166.98437,R ugm-3,51.22962,R ugm-3,10,R ugm-3 (BAM)
02/04/2019,16:00:00,16.7,R ugm-3 (Ref.eq),22.65954,R ugm-3,55.48964,R ugm-3,90.23379,R ugm-3,44.91323,R ugm-3,10,R ugm-3 (BAM)
02/04/2019,17:00:00,12.5,R ugm-3 (Ref.eq),68.49865,R ugm-3,81.90914,R ugm-3,186.93893,R ugm-3,36.64105,R ugm-3,7,R ugm-3 (BAM)
02/04/2019,18:00:00,10.8,R ugm-3 (Ref.eq),26.04136,R ugm-3,59.06907,R ugm-3,98.9986,R ugm-3,35.89267,R ugm-3,8,R ugm-3 (BAM)
02/04/2019,19:00:00,15.8,R ugm-3 (Ref.eq),108.21827,R ugm-3,73.34713,R ugm-3,239.2795,R ugm-3,10.02839,R ugm-3,11,R ugm-3 (BAM)
02/04/2019,20:00:00,20,R ugm-3 (Ref.eq),382.21287,R ugm-3,146.01515,R ugm-3,732.06671,R ugm-3,4.65663,R ugm-3,16,R ugm-3 (BAM)
02/04/2019,21:00:00,11.7,R ugm-3 (Ref.eq),82.50234,R ugm-3,78.03491,R ugm-3,204.53674,R ugm-3,33.25501,R ugm-3,13,R ugm-3 (BAM)
02/04/2019,22:00:00,20,R ugm-3 (Ref.eq),93.17454,R ugm-3,105.33937,R ugm-3,248.205,R ugm-3,7.8298,R ugm-3,16,R ugm-3 (BAM)
02/04/2019,23:00:00,12.5,R ugm-3 (Ref.eq),73.80958,R ugm-3,68.05408,R ugm-3,181.22719,R ugm-3,18.2856,R ugm-3,11,R ugm-3 (BAM)
02/04/2019,24:00:00,14.2,R ugm-3 (Ref.eq),68.18328,R ugm-3,86.24921,R ugm-3,190.79545,R ugm-3,24.19786,R ugm-3,10,R ugm-3 (BAM)
03/04/2019,01:00:00,9.2,R ugm-3 (Ref.eq),30.33368,R ugm-3,48.15201,R ugm-3,94.66301,R ugm-3,20.05013,R ugm-3,13,R ugm-3 (BAM)
03/04/2019,02:00:00,11.7,R ugm-3 (Ref.eq),5.55677,R ugm-3,40.70476,R ugm-3,49.22502,R ugm-3,18.04778,R ugm-3,18,R ugm-3 (BAM)
03/04/2019,03:00:00,11.7,R ugm-3 (Ref.eq),4.96748,R ugm-3,39.16266,R ugm-3,46.77936,R ugm-3,26.20354,R ugm-3,12,R ugm-3 (BAM)
03/04/2019,04:00:00,12.5,R ugm-3 (Ref.eq),26.37,R ugm-3,51.43476,R ugm-3,91.8682,R ugm-3,19.71253,R ugm-3,11,R ugm-3 (BAM)
03/04/2019,05:00:00,15.8,R ugm-3 (Ref.eq),89.31609,R ugm-3,57.92398,R ugm-3,194.87341,R ugm-3,9.86375,R ugm-3,17,R ugm-3 (BAM)
03/04/2019,06:00:00,25.8,R ugm-3 (Ref.eq),149.23284,R ugm-3,77.29152,R ugm-3,306.11202,R ugm-3,,,23,R ugm-3 (BAM)
03/04/2019,07:00:00,31.7,R ugm-3 (Ref.eq),362.87827,R ugm-3,103.92783,R ugm-3,660.33342,R ugm-3,3.17815,R ugm-3,25,R ugm-3 (BAM)
03/04/2019,08:00:00,32.5,R ugm-3 (Ref.eq),221.0059,R ugm-3,88.35972,R ugm-3,427.23072,R ugm-3,3.60723,R ugm-3,27,R ugm-3 (BAM)
03/04/2019,09:00:00,31.7,R ugm-3 (Ref.eq),118.28523,R ugm-3,78.30066,R ugm-3,259.66882,R ugm-3,7.5188,R ugm-3,28,R ugm-3 (BAM)
03/04/2019,10:00:00,27.5,R ugm-3 (Ref.eq),43.12769,R ugm-3,68.76317,R ugm-3,134.89137,R ugm-3,27.58057,R ugm-3,20,R ugm-3 (BAM)
03/04/2019,11:00:00,20.8,R ugm-3 (Ref.eq),51.32169,R ugm-3,58.66437,R ugm-3,137.35652,R ugm-3,34.96466,R ugm-3,15,R ugm-3 (BAM)
03/04/2019,12:00:00,18.3,R ugm-3 (Ref.eq),64.63441,R ugm-3,43.51827,R ugm-3,142.62298,R ugm-3,44.1399,R ugm-3,15,R ugm-3 (BAM)
03/04/2019,13:00:00,14.2,R ugm-3 (Ref.eq),19.52711,R ugm-3,35.05887,R ugm-3,65.00003,R ugm-3,48.28097,R ugm-3,12,R ugm-3 (BAM)
03/04/2019,14:00:00,16.7,R ugm-3 (Ref.eq),79.60407,R ugm-3,38.01602,R ugm-3,160.07389,R ugm-3,44.47418,R ugm-3,13,R ugm-3 (BAM)
03/04/2019,15:00:00,16.7,R ugm-3 (Ref.eq),97.42046,R ugm-3,73.96846,R ugm-3,223.34441,R ugm-3,31.54703,R ugm-3,13,R ugm-3 (BAM)
03/04/2019,16:00:00,28.3,R ugm-3 (Ref.eq),143.35791,R ugm-3,112.64652,R ugm-3,332.45891,R ugm-3,18.78453,R ugm-3,22,R ugm-3 (BAM)
03/04/2019,17:00:00,22.5,R ugm-3 (Ref.eq),106.12532,R ugm-3,99.43998,R ugm-3,262.1632,R ugm-3,23.86857,R ugm-3,16,R ugm-3 (BAM)
03/04/2019,18:00:00,15.8,R ugm-3 (Ref.eq),94.54349,R ugm-3,71.06226,R ugm-3,216.02692,R ugm-3,34.09155,R ugm-3,13,R ugm-3 (BAM)
03/04/2019,19:00:00,20,R ugm-3 (Ref.eq),106.58241,R ugm-3,94.1596,R ugm-3,257.58367,R ugm-3,24.48225,R ugm-3,14,R ugm-3 (BAM)
03/04/2019,20:00:00,28.3,R ugm-3 (Ref.eq),138.22574,R ugm-3,96.48784,R ugm-3,308.43102,R ugm-3,15.89076,R ugm-3,15,R ugm-3 (BAM)
03/04/2019,21:00:00,30,R ugm-3 (Ref.eq),109.42913,R ugm-3,97.18525,R ugm-3,264.97425,R ugm-3,11.50022,R ugm-3,23,R ugm-3 (BAM)
03/04/2019,22:00:00,40,R ugm-3 (Ref.eq),191.96731,R ugm-3,102.63085,R ugm-3,396.97662,R ugm-3,5.28362,R ugm-3,20,R ugm-3 (BAM)
03/04/2019,23:00:00,47.5,R ugm-3 (Ref.eq),202.53749,R ugm-3,120.69683,R ugm-3,431.24998,R ugm-3,6.61242,R ugm-3,33,R ugm-3 (BAM)
03/04/2019,24:00:00,33.3,R ugm-3 (Ref.eq),82.80033,R ugm-3,72.50394,R ugm-3,199.46268,R ugm-3,12.59287,R ugm-3,19,R ugm-3 (BAM)
04/04/2019,01:00:00,20.8,R ugm-3 (Ref.eq),40.5242,R ugm-3,65.68163,R ugm-3,127.81787,R ugm-3,20.11,R ugm-3,16,R ugm-3 (BAM)
04/04/2019,02:00:00,12.5,R ugm-3 (Ref.eq),21.18913,R ugm-3,43.29651,R ugm-3,75.78605,R ugm-3,45.91441,R ugm-3,13,R ugm-3 (BAM)
04/04/2019,03:00:00,9.2,R ugm-3 (Ref.eq),23.45057,R ugm-3,42.80235,R ugm-3,78.75939,R ugm-3,42.22901,R ugm-3,11,R ugm-3 (BAM)
04/04/2019,04:00:00,11.7,R ugm-3 (Ref.eq),35.0698,R ugm-3,52.15595,R ugm-3,105.92889,R ugm-3,43.18695,R ugm-3,11,R ugm-3 (BAM)
04/04/2019,05:00:00,14.2,R ugm-3 (Ref.eq),76.59398,R ugm-3,67.07522,R ugm-3,184.51768,R ugm-3,20.72535,R ugm-3,11,R ugm-3 (BAM)
04/04/2019,06:00:00,23.3,R ugm-3 (Ref.eq),204.0486,R ugm-3,102.90514,R ugm-3,415.77529,R ugm-3,7.36912,R ugm-3,13,R ugm-3 (BAM)
04/04/2019,07:00:00,36.7,R ugm-3 (Ref.eq),246.25626,R ugm-3,105.19501,R ugm-3,482.78267,R ugm-3,5.59295,R ugm-3,22,R ugm-3 (BAM)
04/04/2019,08:00:00,28.3,R ugm-3 (Ref.eq),135.69683,R ugm-3,51.55575,R ugm-3,259.62132,R ugm-3,12.55794,R ugm-3,17,R ugm-3 (BAM)
04/04/2019,09:00:00,18.3,R ugm-3 (Ref.eq),99.7853,R ugm-3,63.50103,R ugm-3,216.50302,R ugm-3,13.6456,R ugm-3,16,R ugm-3 (BAM)
04/04/2019,10:00:00,12.5,R ugm-3 (Ref.eq),122.69043,R ugm-3,74.68643,R ugm-3,262.80913,R ugm-3,14.68835,R ugm-3,10,R ugm-3 (BAM)
04/04/2019,11:00:00,20.8,R ugm-3 (Ref.eq),112.74119,R ugm-3,43.28008,R ugm-3,149.05695,R ugm-3,36.88054,R ugm-3,14,R ugm-3 (BAM)
04/04/2019,12:00:00,28.3,R ugm-3 (Ref.eq),113.98695,R ugm-3,56.94311,R ugm-3,231.72067,R ugm-3,30.48432,R ugm-3,12,R ugm-3 (BAM)
04/04/2019,13:00:00,24.2,R ugm-3 (Ref.eq),60.98496,R ugm-3,51.34144,R ugm-3,144.8504,R ugm-3,44.05009,R ugm-3,13,R ugm-3 (BAM)
04/04/2019,14:00:00,22.5,R ugm-3 (Ref.eq),123.14497,R ugm-3,55.84237,R ugm-3,244.66201,R ugm-3,46.40501,R ugm-3,14,R ugm-3 (BAM)
04/04/2019,15:00:00,20,R ugm-3 (Ref.eq),64.43268,R ugm-3,69.76374,R ugm-3,168.55913,R ugm-3,43.5362,R ugm-3,10,R ugm-3 (BAM)
04/04/2019,16:00:00,27.5,R ugm-3 (Ref.eq),88.34115,R ugm-3,60.70303,R ugm-3,196.15757,R ugm-3,47.09852,R ugm-3,19,R ugm-3 (BAM)
04/04/2019,17:00:00,13.3,R ugm-3 (Ref.eq),65.58753,R ugm-3,55.37335,R ugm-3,155.9395,R ugm-3,27.39597,R ugm-3,13,R ugm-3 (BAM)
04/04/2019,18:00:00,30.8,R ugm-3 (Ref.eq),84.02813,R ugm-3,68.69567,R ugm-3,197.53701,R ugm-3,35.09439,R ugm-3,14,R ugm-3 (BAM)
04/04/2019,19:00:00,25.8,R ugm-3 (Ref.eq),75.13611,R ugm-3,67.54609,R ugm-3,182.75317,R ugm-3,28.56346,R ugm-3,16,R ugm-3 (BAM)
04/04/2019,20:00:00,35,R ugm-3 (Ref.eq),152.16105,R ugm-3,116.46653,R ugm-3,349.77689,R ugm-3,11.89936,R ugm-3,21,R ugm-3 (BAM)
04/04/2019,21:00:00,26.7,R ugm-3 (Ref.eq),216.00452,R ugm-3,80.89286,R ugm-3,412.09517,R ugm-3,7.17953,R ugm-3,26,R ugm-3 (BAM)
04/04/2019,22:00:00,29.2,R ugm-3 (Ref.eq),133.66995,R ugm-3,82.60812,R ugm-3,287.56584,R ugm-3,13.06685,R ugm-3,17,R ugm-3 (BAM)
04/04/2019,23:00:00,31.7,R ugm-3 (Ref.eq),123.50523,R ugm-3,101.83006,R ugm-3,291.20209,R ugm-3,7.60861,R ugm-3,24,R ugm-3 (BAM)
04/04/2019,24:00:00,23.3,R ugm-3 (Ref.eq),28.78714,R ugm-3,58.53318,R ugm-3,102.67284,R ugm-3,19.80732,R ugm-3,12,R ugm-3 (BAM)
05/04/2019,01:00:00,16.7,R ugm-3 (Ref.eq),47.21138,R ugm-3,30.66069,R ugm-3,103.05047,R ugm-3,31.33249,R ugm-3,9,R ugm-3 (BAM)
05/04/2019,02:00:00,15,R ugm-3 (Ref.eq),12.18286,R ugm-3,44.43894,R ugm-3,63.11906,R ugm-3,31.65845,R ugm-3,12,R ugm-3 (BAM)
05/04/2019,03:00:00,14.2,R ugm-3 (Ref.eq),22.36559,R ugm-3,38.31755,R ugm-3,72.61098,R ugm-3,39.65955,R ugm-3,9,R ugm-3 (BAM)
05/04/2019,04:00:00,17.5,R ugm-3 (Ref.eq),31.82653,R ugm-3,45.00076,R ugm-3,93.80076,R ugm-3,33.58264,R ugm-3,12,R ugm-3 (BAM)
05/04/2019,05:00:00,24.2,R ugm-3 (Ref.eq),113.71004,R ugm-3,70.15131,R ugm-3,244.50427,R ugm-3,14.73825,R ugm-3,11,R ugm-3 (BAM)
05/04/2019,06:00:00,44.2,R ugm-3 (Ref.eq),248.47699,R ugm-3,84.54367,R ugm-3,465.5364,R ugm-3,3.88663,R ugm-3,19,R ugm-3 (BAM)
05/04/2019,07:00:00,39.2,R ugm-3 (Ref.eq),185.65702,R ugm-3,118.91114,R ugm-3,403.58127,R ugm-3,4.2708,R ugm-3,18,R ugm-3 (BAM)
05/04/2019,08:00:00,38.3,R ugm-3 (Ref.eq),260.35628,R ugm-3,93.50752,R ugm-3,492.71492,R ugm-3,5.42332,R ugm-3,17,R ugm-3 (BAM)
05/04/2019,09:00:00,32.5,R ugm-3 (Ref.eq),203.29721,R ugm-3,95.31115,R ugm-3,407.02919,R ugm-3,6.75545,R ugm-3,19,R ugm-3 (BAM)
05/04/2019,10:00:00,27.5,R ugm-3 (Ref.eq),239.38369,R ugm-3,109.11799,R ugm-3,476.16787,R ugm-3,8.33205,R ugm-3,16,R ugm-3 (BAM)
05/04/2019,11:00:00,24.2,R ugm-3 (Ref.eq),115.53814,R ugm-3,102.96855,R ugm-3,280.12456,R ugm-3,19.95201,R ugm-3,14,R ugm-3 (BAM)
05/04/2019,12:00:00,22.5,R ugm-3 (Ref.eq),204.39002,R ugm-3,102.59158,R ugm-3,316.15451,R ugm-3,37.36948,R ugm-3,13,R ugm-3 (BAM)
05/04/2019,13:00:00,19.2,R ugm-3 (Ref.eq),191.94071,R ugm-3,111.6318,R ugm-3,405.93678,R ugm-3,28.16432,R ugm-3,13,R ugm-3 (BAM)
05/04/2019,14:00:00,15,R ugm-3 (Ref.eq),172.96486,R ugm-3,105.83892,R ugm-3,371.048,R ugm-3,26.90204,R ugm-3,11,R ugm-3 (BAM)
05/04/2019,15:00:00,23.3,R ugm-3 (Ref.eq),195.83976,R ugm-3,78.80156,R ugm-3,379.085,R ugm-3,13.06186,R ugm-3,18,R ugm-3 (BAM)
05/04/2019,16:00:00,23.3,R ugm-3 (Ref.eq),251.37767,R ugm-3,111.54176,R ugm-3,496.98214,R ugm-3,10.20801,R ugm-3,15,R ugm-3 (BAM)
05/04/2019,17:00:00,36.7,R ugm-3 (Ref.eq),196.28161,R ugm-3,122.25442,R ugm-3,423.21535,R ugm-3,7.91295,R ugm-3,19,R ugm-3 (BAM)
05/04/2019,18:00:00,41.7,R ugm-3 (Ref.eq),223.44344,R ugm-3,125.27853,R ugm-3,467.88703,R ugm-3,6.91011,R ugm-3,27,R ugm-3 (BAM)
05/04/2019,19:00:00,39.2,R ugm-3 (Ref.eq),208.34641,R ugm-3,121.00462,R ugm-3,440.46467,R ugm-3,9.61429,R ugm-3,25,R ugm-3 (BAM)
05/04/2019,20:00:00,44.2,R ugm-3 (Ref.eq),178.37159,R ugm-3,154.16372,R ugm-3,427.66301,R ugm-3,8.15244,R ugm-3,34,R ugm-3 (BAM)
05/04/2019,21:00:00,42.5,R ugm-3 (Ref.eq),153.94854,R ugm-3,118.91799,R ugm-3,354.96913,R ugm-3,10.75682,R ugm-3,42,R ugm-3 (BAM)
05/04/2019,22:00:00,44.2,R ugm-3 (Ref.eq),143.91421,R ugm-3,92.40698,R ugm-3,313.07236,R ugm-3,9.34487,R ugm-3,35,R ugm-3 (BAM)
05/04/2019,23:00:00,44.2,R ugm-3 (Ref.eq),112.56326,R ugm-3,111.41681,R ugm-3,284.01139,R ugm-3,12.82736,R ugm-3,32,R ugm-3 (BAM)
05/04/2019,24:00:00,35,R ugm-3 (Ref.eq),51.84797,R ugm-3,71.91153,R ugm-3,151.41064,R ugm-3,24.26272,R ugm-3,24,R ugm-3 (BAM)
06/04/2019,01:00:00,29.2,R ugm-3 (Ref.eq),34.94183,R ugm-3,74.80125,R ugm-3,128.37798,R ugm-3,32.53656,R ugm-3,22,R ugm-3 (BAM)
06/04/2019,02:00:00,28.3,R ugm-3 (Ref.eq),25.48105,R ugm-3,55.81598,R ugm-3,94.88637,R ugm-3,37.41272,R ugm-3,21,R ugm-3 (BAM)
06/04/2019,03:00:00,22.5,R ugm-3 (Ref.eq),14.6507,R ugm-3,42.04042,R ugm-3,64.50452,R ugm-3,46.00089,R ugm-3,16,R ugm-3 (BAM)
06/04/2019,04:00:00,25,R ugm-3 (Ref.eq),28.51413,R ugm-3,38.92475,R ugm-3,82.6458,R ugm-3,37.69877,R ugm-3,17,R ugm-3 (BAM)
06/04/2019,05:00:00,27.5,R ugm-3 (Ref.eq),28.41276,R ugm-3,51.62489,R ugm-3,95.19052,R ugm-3,30.38952,R ugm-3,19,R ugm-3 (BAM)
06/04/2019,06:00:00,31.7,R ugm-3 (Ref.eq),72.54394,R ugm-3,71.14159,R ugm-3,182.37408,R ugm-3,18.56999,R ugm-3,17,R ugm-3 (BAM)
06/04/2019,07:00:00,40,R ugm-3 (Ref.eq),123.71327,R ugm-3,89.87408,R ugm-3,279.56512,R ugm-3,15.00268,R ugm-3,26,R ugm-3 (BAM)
06/04/2019,08:00:00,41.7,R ugm-3 (Ref.eq),118.39158,R ugm-3,104.40628,R ugm-3,285.9375,R ugm-3,9.28499,R ugm-3,24,R ugm-3 (BAM)
06/04/2019,09:00:00,33.3,R ugm-3 (Ref.eq),109.97486,R ugm-3,68.9431,R ugm-3,237.56887,R ugm-3,14.70332,R ugm-3,25,R ugm-3 (BAM)
06/04/2019,10:00:00,33.3,R ugm-3 (Ref.eq),99.12875,R ugm-3,80.53813,R ugm-3,232.53342,R ugm-3,19.80233,R ugm-3,20,R ugm-3 (BAM)
06/04/2019,11:00:00,33.3,R ugm-3 (Ref.eq),204.50837,R ugm-3,104.0404,R ugm-3,417.61552,R ugm-3,10.08327,R ugm-3,26,R ugm-3 (BAM)
06/04/2019,12:00:00,33.3,R ugm-3 (Ref.eq),121.46971,R ugm-3,88.24455,R ugm-3,274.49551,R ugm-3,17.64698,R ugm-3,20,R ugm-3 (BAM)
06/04/2019,13:00:00,30,R ugm-3 (Ref.eq),116.24263,R ugm-3,71.49191,R ugm-3,249.72812,R ugm-3,18.101,R ugm-3,19,R ugm-3 (BAM)
06/04/2019,14:00:00,25,R ugm-3 (Ref.eq),175.38943,R ugm-3,58.55815,R ugm-3,327.48485,R ugm-3,18.41033,R ugm-3,18,R ugm-3 (BAM)
06/04/2019,15:00:00,24.2,R ugm-3 (Ref.eq),175.20697,R ugm-3,100.37063,R ugm-3,369.01756,R ugm-3,13.72044,R ugm-3,24,R ugm-3 (BAM)
06/04/2019,16:00:00,25,R ugm-3 (Ref.eq),130.59937,R ugm-3,83.22875,R ugm-3,283.47833,R ugm-3,19.029,R ugm-3,17,R ugm-3 (BAM)
06/04/2019,17:00:00,25,R ugm-3 (Ref.eq),158.79927,R ugm-3,122.64996,R ugm-3,366.13877,R ugm-3,9.66917,R ugm-3,17,R ugm-3 (BAM)
06/04/2019,18:00:00,26.7,R ugm-3 (Ref.eq),164.54669,R ugm-3,89.109,R ugm-3,341.41041,R ugm-3,10.03837,R ugm-3,17,R ugm-3 (BAM)
06/04/2019,19:00:00,25,R ugm-3 (Ref.eq),70.46257,R ugm-3,80.52483,R ugm-3,188.56593,R ugm-3,16.709,R ugm-3,20,R ugm-3 (BAM)
06/04/2019,20:00:00,29.2,R ugm-3 (Ref.eq),228.79555,R ugm-3,104.87872,R ugm-3,455.69368,R ugm-3,9.76895,R ugm-3,27,R ugm-3 (BAM)
06/04/2019,21:00:00,27.5,R ugm-3 (Ref.eq),222.62577,R ugm-3,109.14734,R ugm-3,450.50209,R ugm-3,9.95854,R ugm-3,32,R ugm-3 (BAM)
06/04/2019,22:00:00,30,R ugm-3 (Ref.eq),171.00368,R ugm-3,97.62296,R ugm-3,359.82494,R ugm-3,8.43682,R ugm-3,28,R ugm-3 (BAM)
06/04/2019,23:00:00,25.8,R ugm-3 (Ref.eq),74.26716,R ugm-3,49.40661,R ugm-3,163.28133,R ugm-3,11.22581,R ugm-3,20,R ugm-3 (BAM)
06/04/2019,24:00:00,23.3,R ugm-3 (Ref.eq),68.93871,R ugm-3,52.77066,R ugm-3,158.47521,R ugm-3,14.33911,R ugm-3,22,R ugm-3 (BAM)
07/04/2019,01:00:00,25.8,R ugm-3 (Ref.eq),30.56717,R ugm-3,39.78629,R ugm-3,86.6553,R ugm-3,13.00531,R ugm-3,22,R ugm-3 (BAM)
07/04/2019,02:00:00,22.5,R ugm-3 (Ref.eq),37.8829,R ugm-3,27.00032,R ugm-3,85.08662,R ugm-3,22.75098,R ugm-3,22,R ugm-3 (BAM)
07/04/2019,03:00:00,25,R ugm-3 (Ref.eq),13.51897,R ugm-3,30.87189,R ugm-3,51.60069,R ugm-3,26.20853,R ugm-3,35,R ugm-3 (BAM)
07/04/2019,04:00:00,30,R ugm-3 (Ref.eq),40.20827,R ugm-3,61.86275,R ugm-3,123.51456,R ugm-3,26.65756,R ugm-3,29,R ugm-3 (BAM)
07/04/2019,05:00:00,30.8,R ugm-3 (Ref.eq),26.87885,R ugm-3,56.70072,R ugm-3,97.91438,R ugm-3,22.6512,R ugm-3,36,R ugm-3 (BAM)
07/04/2019,06:00:00,41.7,R ugm-3 (Ref.eq),72.3302,R ugm-3,34.35337,R ugm-3,145.25813,R ugm-3,16.14521,R ugm-3,43,R ugm-3 (BAM)
07/04/2019,07:00:00,46.7,R ugm-3 (Ref.eq),188.49042,R ugm-3,49.44096,R ugm-3,338.45558,R ugm-3,11.0462,R ugm-3,53,R ugm-3 (BAM)
07/04/2019,08:00:00,53.3,R ugm-3 (Ref.eq),74.12077,R ugm-3,47.29311,R ugm-3,160.94337,R ugm-3,10.79674,R ugm-3,54,R ugm-3 (BAM)
07/04/2019,09:00:00,55,R ugm-3 (Ref.eq),152.60119,R ugm-3,63.3802,R ugm-3,297.36543,R ugm-3,5.64783,R ugm-3,61,R ugm-3 (BAM)
07/04/2019,10:00:00,59.2,R ugm-3 (Ref.eq),115.16509,R ugm-3,67.55509,R ugm-3,244.1391,R ugm-3,8.05764,R ugm-3,64,R ugm-3 (BAM)
07/04/2019,11:00:00,64.2,R ugm-3 (Ref.eq),123.65421,R ugm-3,67.71461,R ugm-3,257.31509,R ugm-3,7.53377,R ugm-3,66,R ugm-3 (BAM)
07/04/2019,12:00:00,65.8,R ugm-3 (Ref.eq),161.0937,R ugm-3,48.85005,R ugm-3,295.85695,R ugm-3,8.18237,R ugm-3,65,R ugm-3 (BAM)
07/04/2019,13:00:00,56.7,R ugm-3 (Ref.eq),119.87337,R ugm-3,78.25694,R ugm-3,262.06021,R ugm-3,8.83596,R ugm-3,53,R ugm-3 (BAM)
07/04/2019,14:00:00,58.3,R ugm-3 (Ref.eq),133.28064,R ugm-3,67.89262,R ugm-3,272.25342,R ugm-3,11.05618,R ugm-3,53,R ugm-3 (BAM)
07/04/2019,15:00:00,52.5,R ugm-3 (Ref.eq),114.52536,R ugm-3,67.25697,R ugm-3,242.86007,R ugm-3,7.83811,R ugm-3,48,R ugm-3 (BAM)
07/04/2019,16:00:00,50,R ugm-3 (Ref.eq),104.54014,R ugm-3,52.79817,R ugm-3,213.09082,R ugm-3,10.45248,R ugm-3,50,R ugm-3 (BAM)
