Data download from AQ England website,,,,,,,,,,,,,
Status: P - Provisional data, P* - Ratified by Data Provider, R - Ratified Data,V - Validated,A - As supplied,,,,,,,,,
05/03/2019,24:00:00,15.8,R ugm-3 (Ref.eq),56.93568,R ugm-3,25.94522,R ugm-3,113.24538,R ugm-3,39.64957,R ugm-3,13,R ugm-3 (BAM)
06/03/2019,01:00:00,15,R ugm-3 (Ref.eq),13.1885,R ugm-3,32.67082,R ugm-3,52.8929,R ugm-3,55.2942,R ugm-3,10,R ugm-3 (BAM)
06/03/2019,02:00:00,10.8,R ugm-3 (Ref.eq),9.55176,R ugm-3,17.88001,R ugm-3,32.52583,R ugm-3,58.58045,R ugm-3,11,R ugm-3 (BAM)
06/03/2019,03:00:00,14.2,R ugm-3 (Ref.eq),3.00861,R ugm-3,7.80974,R ugm-3,12.42289,R ugm-3,64.15677,R ugm-3,11,R ugm-3 (BAM)
06/03/2019,04:00:00,11.7,R ugm-3 (Ref.eq),3.32161,R ugm-3,8.2278,R ugm-3,13.32087,R ugm-3,58.35926,R ugm-3,9,R ugm-3 (BAM)
06/03/2019,05:00:00,14.2,R ugm-3 (Ref.eq),2.53592,R ugm-3,8.76502,R ugm-3,12.65338,R ugm-3,58.20459,R ugm-3,9,R ugm-3 (BAM)
06/03/2019,06:00:00,10,R ugm-3 (Ref.eq),13.00857,R ugm-3,25.21701,R ugm-3,45.16321,R ugm-3,48.10136,R ugm-3,14,R ugm-3 (BAM)
06/03/2019,07:00:00,15.8,R ugm-3 (Ref.eq),42.32817,R ugm-3,46.11133,R ugm-3,111.01362,R ugm-3,33.67245,R ugm-3,18,R ugm-3 (BAM)
06/03/2019,08:00:00,25,R ugm-3 (Ref.eq),113.65655,R ugm-3,80.54944,R ugm-3,254.82038,R ugm-3,14.46883,R ugm-3,13,R ugm-3 (BAM)
06/03/2019,09:00:00,23.3,R ugm-3 (Ref.eq),107.77985,R ugm-3,49.63607,R ugm-3,214.8962,R ugm-3,20.03184,R ugm-3,13,R ugm-3 (BAM)
06/03/2019,10:00:00,21.7,R ugm-3 (Ref.eq),78.23349,R ugm-3,68.84075,R ugm-3,188.7971,R ugm-3,18.1459,R ugm-3,20,R ugm-3 (BAM)
06/03/2019,11:00:00,20.8,R ugm-3 (Ref.eq),57.90141,R ugm-3,46.9296,R ugm-3,135.71052,R ugm-3,22.63124,R ugm-3,16,R ugm-3 (BAM)
06/03/2019,12:00:00,21.7,R ugm-3 (Ref.eq),51.2007,R ugm-3,54.99014,R ugm-3,133.49678,R ugm-3,28.14935,R ugm-3,16,R ugm-3 (BAM)
06/03/2019,13:00:00,27.5,R ugm-3 (Ref.eq),50.54277,R ugm-3,43.60968,R ugm-3,121.10751,R ugm-3,25.83933,R ugm-3,15,R ugm-3 (BAM)
06/03/2019,14:00:00,27.5,R ugm-3 (Ref.eq),59.56222,R ugm-3,49.21392,R ugm-3,140.54138,R ugm-3,25.41025,R ugm-3,14,R ugm-3 (BAM)
06/03/2019,15:00:00,24.2,R ugm-3 (Ref.eq),59.31629,R ugm-3,46.91627,R ugm-3,137.86664,R ugm-3,26.49292,R ugm-3,12,R ugm-3 (BAM)
06/03/2019,16:00:00,18.3,R ugm-3 (Ref.eq),44.32752,R ugm-3,35.72258,R ugm-3,103.6905,R ugm-3,24.84148,R ugm-3,16,R ugm-3 (BAM)
06/03/2019,17:00:00,17.5,R ugm-3 (Ref.eq),71.63818,R ugm-3,57.16655,R ugm-3,167.01024,R ugm-3,27.82505,R ugm-3,13,R ugm-3 (BAM)
06/03/2019,18:00:00,17.5,R ugm-3 (Ref.eq),31.96091,R ugm-3,41.40681,R ugm-3,90.41286,R ugm-3,29.99038,R ugm-3,12,R ugm-3 (BAM)
06/03/2019,19:00:00,14.2,R ugm-3 (Ref.eq),37.34895,R ugm-3,57.62608,R ugm-3,114.89367,R ugm-3,32.75942,R ugm-3,14,R ugm-3 (BAM)
06/03/2019,20:00:00,15,R ugm-3 (Ref.eq),37.60765,R ugm-3,56.43707,R ugm-3,114.10133,R ugm-3,40.17344,R ugm-3,12,R ugm-3 (BAM)
06/03/2019,21:00:00,14.2,R ugm-3 (Ref.eq),17.78339,R ugm-3,37.14712,R ugm-3,64.4146,R ugm-3,48.50549,R ugm-3,14,R ugm-3 (BAM)
06/03/2019,22:00:00,16.7,R ugm-3 (Ref.eq),26.97531,R ugm-3,30.43858,R ugm-3,71.80014,R ugm-3,49.03934,R ugm-3,17,R ugm-3 (BAM)
06/03/2019,23:00:00,14.2,R ugm-3 (Ref.eq),41.98004,R ugm-3,42.85631,R ugm-3,107.22481,R ugm-3,40.842,R ugm-3,7,R ugm-3 (BAM)
06/03/2019,24:00:00,8.3,R ugm-3 (Ref.eq),8.12836,R ugm-3,13.73183,R ugm-3,26.19514,R ugm-3,52.20751,R ugm-3,5,R ugm-3 (BAM)
07/03/2019,01:00:00,7.5,R ugm-3 (Ref.eq),4.3219,R ugm-3,15.04484,R ugm-3,21.67166,R ugm-3,50.73735,R ugm-3,6,R ugm-3 (BAM)
07/03/2019,02:00:00,6.7,R ugm-3 (Ref.eq),1.48472,R ugm-3,9.50418,R ugm-3,11.78072,R ugm-3,50.09207,R ugm-3,7,R ugm-3 (BAM)
07/03/2019,03:00:00,5.8,R ugm-3 (Ref.eq),1.69911,R ugm-3,10.36218,R ugm-3,12.96744,R ugm-3,51.37431,R ugm-3,7,R ugm-3 (BAM)
07/03/2019,04:00:00,10,R ugm-3 (Ref.eq),1.91349,R ugm-3,7.26124,R ugm-3,10.19522,R ugm-3,54.13336,R ugm-3,7,R ugm-3 (BAM)
07/03/2019,05:00:00,10,R ugm-3 (Ref.eq),1.96149,R ugm-3,8.32152,R ugm-3,11.32909,R ugm-3,53.5596,R ugm-3,7,R ugm-3 (BAM)
07/03/2019,06:00:00,9.2,R ugm-3 (Ref.eq),7.63798,R ugm-3,21.16123,R ugm-3,32.87263,R ugm-3,48.27598,R ugm-3,7,R ugm-3 (BAM)
07/03/2019,07:00:00,13.3,R ugm-3 (Ref.eq),29.23359,R ugm-3,47.88891,R ugm-3,92.71311,R ugm-3,37.77361,R ugm-3,10,R ugm-3 (BAM)
07/03/2019,08:00:00,12.5,R ugm-3 (Ref.eq),29.62396,R ugm-3,45.08025,R ugm-3,90.50303,R ugm-3,35.74299,R ugm-3,9,R ugm-3 (BAM)
07/03/2019,09:00:00,10,R ugm-3 (Ref.eq),28.06565,R ugm-3,43.59237,R ugm-3,86.62577,R ugm-3,42.74291,R ugm-3,8,R ugm-3 (BAM)
07/03/2019,10:00:00,12.5,R ugm-3 (Ref.eq),38.76586,R ugm-3,44.82787,R ugm-3,104.26802,R ugm-3,49.55323,R ugm-3,8,R ugm-3 (BAM)
07/03/2019,11:00:00,12.5,R ugm-3 (Ref.eq),12.6585,R ugm-3,24.89799,R ugm-3,44.30742,R ugm-3,58.27444,R ugm-3,8,R ugm-3 (BAM)
07/03/2019,12:00:00,10,R ugm-3 (Ref.eq),12.23612,R ugm-3,23.59499,R ugm-3,42.35678,R ugm-3,60.63436,R ugm-3,6,R ugm-3 (BAM)
07/03/2019,13:00:00,14.2,R ugm-3 (Ref.eq),9.48748,R ugm-3,18.40705,R ugm-3,32.95431,R ugm-3,66.26223,R ugm-3,6,R ugm-3 (BAM)
07/03/2019,14:00:00,11.7,R ugm-3 (Ref.eq),10.00905,R ugm-3,20.33149,R ugm-3,35.67848,R ugm-3,64.08193,R ugm-3,7,R ugm-3 (BAM)
07/03/2019,15:00:00,13.3,R ugm-3 (Ref.eq),9.34988,R ugm-3,19.17054,R ugm-3,33.50683,R ugm-3,66.41191,R ugm-3,7,R ugm-3 (BAM)
07/03/2019,16:00:00,13.3,R ugm-3 (Ref.eq),14.47174,R ugm-3,19.08448,R ugm-3,41.27416,R ugm-3,62.21595,R ugm-3,8,R ugm-3 (BAM)
07/03/2019,17:00:00,10,R ugm-3 (Ref.eq),11.39137,R ugm-3,24.61159,R ugm-3,42.07812,R ugm-3,55.86962,R ugm-3,9,R ugm-3 (BAM)
07/03/2019,18:00:00,14.2,R ugm-3 (Ref.eq),7.238,R ugm-3,23.5618,R ugm-3,34.65992,R ugm-3,52.8611,R ugm-3,6,R ugm-3 (BAM)
07/03/2019,19:00:00,9.2,R ugm-3 (Ref.eq),14.75759,R ugm-3,35.79517,R ugm-3,58.42315,R ugm-3,41.89473,R ugm-3,9,R ugm-3 (BAM)
07/03/2019,20:00:00,8.3,R ugm-3 (Ref.eq),20.09809,R ugm-3,42.89934,R ugm-3,73.71598,R ugm-3,35.12432,R ugm-3,9,R ugm-3 (BAM)
07/03/2019,21:00:00,9.2,R ugm-3 (Ref.eq),8.30994,R ugm-3,35.61591,R ugm-3,48.35765,R ugm-3,36.50634,R ugm-3,12,R ugm-3 (BAM)
07/03/2019,22:00:00,8.3,R ugm-3 (Ref.eq),7.3436,R ugm-3,28.80019,R ugm-3,40.06021,R ugm-3,40.36802,R ugm-3,9,R ugm-3 (BAM)
07/03/2019,23:00:00,8.3,R ugm-3 (Ref.eq),6.12446,R ugm-3,26.30218,R ugm-3,35.69289,R ugm-3,41.78497,R ugm-3,9,R ugm-3 (BAM)
07/03/2019,24:00:00,6.7,R ugm-3 (Ref.eq),3.29582,R ugm-3,11.80079,R ugm-3,16.85431,R ugm-3,50.87538,R ugm-3,8,R ugm-3 (BAM)
08/03/2019,01:00:00,5.8,R ugm-3 (Ref.eq),3.65888,R ugm-3,16.30344,R ugm-3,21.91364,R ugm-3,51.67533,R ugm-3,7,R ugm-3 (BAM)
08/03/2019,02:00:00,7.5,R ugm-3 (Ref.eq),2.59455,R ugm-3,16.28176,R ugm-3,20.26002,R ugm-3,44.97643,R ugm-3,6,R ugm-3 (BAM)
08/03/2019,03:00:00,8.3,R ugm-3 (Ref.eq),3.67384,R ugm-3,19.34418,R ugm-3,24.97732,R ugm-3,40.96174,R ugm-3,6,R ugm-3 (BAM)
08/03/2019,04:00:00,7.5,R ugm-3 (Ref.eq),3.01024,R ugm-3,27.86545,R ugm-3,32.48109,R ugm-3,32.84423,R ugm-3,7,R ugm-3 (BAM)
08/03/2019,05:00:00,9.2,R ugm-3 (Ref.eq),7.42141,R ugm-3,35.14308,R ugm-3,46.52241,R ugm-3,23.87855,R ugm-3,8,R ugm-3 (BAM)
08/03/2019,06:00:00,10,R ugm-3 (Ref.eq),50.68355,R ugm-3,60.06052,R ugm-3,137.77422,R ugm-3,13.25644,R ugm-3,7,R ugm-3 (BAM)
08/03/2019,07:00:00,19.2,R ugm-3 (Ref.eq),121.61168,R ugm-3,75.85567,R ugm-3,262.32431,R ugm-3,3.16319,R ugm-3,14,R ugm-3 (BAM)
08/03/2019,08:00:00,22.5,R ugm-3 (Ref.eq),243.16886,R ugm-3,54.76024,R ugm-3,427.61395,R ugm-3,3.05342,R ugm-3,18,R ugm-3 (BAM)
08/03/2019,09:00:00,22.5,R ugm-3 (Ref.eq),61.90382,R ugm-3,61.60376,R ugm-3,156.52163,R ugm-3,7.28431,R ugm-3,10,R ugm-3 (BAM)
08/03/2019,10:00:00,25.8,R ugm-3 (Ref.eq),86.45377,R ugm-3,62.81143,R ugm-3,195.37203,R ugm-3,11.91433,R ugm-3,15,R ugm-3 (BAM)
08/03/2019,11:00:00,23.3,R ugm-3 (Ref.eq),50.32771,R ugm-3,58.67371,R ugm-3,135.84179,R ugm-3,26.93696,R ugm-3,12,R ugm-3 (BAM)
08/03/2019,12:00:00,15,R ugm-3 (Ref.eq),24.44416,R ugm-3,46.90686,R ugm-3,84.38737,R ugm-3,41.10643,R ugm-3,9,R ugm-3 (BAM)
08/03/2019,13:00:00,15,R ugm-3 (Ref.eq),16.65088,R ugm-3,33.38394,R ugm-3,58.91493,R ugm-3,41.91469,R ugm-3,9,R ugm-3 (BAM)
08/03/2019,14:00:00,22.5,R ugm-3 (Ref.eq),36.61013,R ugm-3,46.48567,R ugm-3,102.62043,R ugm-3,39.8691,R ugm-3,8,R ugm-3 (BAM)
08/03/2019,15:00:00,23.3,R ugm-3 (Ref.eq),23.79979,R ugm-3,45.76535,R ugm-3,82.25786,R ugm-3,36.86723,R ugm-3,15,R ugm-3 (BAM)
08/03/2019,16:00:00,9.2,R ugm-3 (Ref.eq),38.26432,R ugm-3,49.07839,R ugm-3,107.74953,R ugm-3,32.62471,R ugm-3,11,R ugm-3 (BAM)
08/03/2019,17:00:00,10,R ugm-3 (Ref.eq),23.79338,R ugm-3,46.42413,R ugm-3,82.90681,R ugm-3,36.16208,R ugm-3,10,R ugm-3 (BAM)
08/03/2019,18:00:00,17.5,R ugm-3 (Ref.eq),60.13102,R ugm-3,70.55673,R ugm-3,162.75634,R ugm-3,26.90204,R ugm-3,13,R ugm-3 (BAM)
08/03/2019,19:00:00,11.7,R ugm-3 (Ref.eq),57.77797,R ugm-3,60.99344,R ugm-3,149.58509,R ugm-3,31.60191,R ugm-3,10,R ugm-3 (BAM)
08/03/2019,20:00:00,7.5,R ugm-3 (Ref.eq),48.68955,R ugm-3,42.27948,R ugm-3,116.93575,R ugm-3,38.62677,R ugm-3,7,R ugm-3 (BAM)
08/03/2019,21:00:00,5.8,R ugm-3 (Ref.eq),29.46122,R ugm-3,37.24806,R ugm-3,82.4213,R ugm-3,42.66308,R ugm-3,8,R ugm-3 (BAM)
08/03/2019,22:00:00,5,R ugm-3 (Ref.eq),28.03785,R ugm-3,28.9416,R ugm-3,71.93236,R ugm-3,40.44785,R ugm-3,11,R ugm-3 (BAM)
08/03/2019,23:00:00,4.2,R ugm-3 (Ref.eq),20.41768,R ugm-3,38.58751,R ugm-3,69.89418,R ugm-3,33.93189,R ugm-3,12,R ugm-3 (BAM)
08/03/2019,24:00:00,3.3,R ugm-3 (Ref.eq),17.71199,R ugm-3,37.33788,R ugm-3,64.49589,R ugm-3,39.07082,R ugm-3,8,R ugm-3 (BAM)
09/03/2019,01:00:00,10,R ugm-3 (Ref.eq),6.16658,R ugm-3,27.80247,R ugm-3,37.25775,R ugm-3,42.45519,R ugm-3,8,R ugm-3 (BAM)
09/03/2019,02:00:00,6.7,R ugm-3 (Ref.eq),1.80287,R ugm-3,14.05614,R ugm-3,16.8205,R ugm-3,54.09678,R ugm-3,13,R ugm-3 (BAM)
09/03/2019,03:00:00,11.7,R ugm-3 (Ref.eq),3.78666,R ugm-3,15.14414,R ugm-3,20.95027,R ugm-3,49.6131,R ugm-3,11,R ugm-3 (BAM)
09/03/2019,04:00:00,12.5,R ugm-3 (Ref.eq),1.75041,R ugm-3,12.56707,R ugm-3,15.25099,R ugm-3,53.29517,R ugm-3,12,R ugm-3 (BAM)
09/03/2019,05:00:00,20,R ugm-3 (Ref.eq),2.14224,R ugm-3,11.42279,R ugm-3,14.70751,R ugm-3,56.0642,R ugm-3,15,R ugm-3 (BAM)
09/03/2019,06:00:00,19.2,R ugm-3 (Ref.eq),9.24987,R ugm-3,25.34171,R ugm-3,39.52464,R ugm-3,45.15271,R ugm-3,14,R ugm-3 (BAM)
09/03/2019,07:00:00,26.7,R ugm-3 (Ref.eq),44.72053,R ugm-3,51.73482,R ugm-3,120.30534,R ugm-3,37.91331,R ugm-3,17,R ugm-3 (BAM)
09/03/2019,08:00:00,25,R ugm-3 (Ref.eq),34.9889,R ugm-3,60.80807,R ugm-3,114.45696,R ugm-3,31.9761,R ugm-3,20,R ugm-3 (BAM)
09/03/2019,09:00:00,30,R ugm-3 (Ref.eq),48.84763,R ugm-3,59.99876,R ugm-3,134.89742,R ugm-3,29.01249,R ugm-3,18,R ugm-3 (BAM)
09/03/2019,10:00:00,28.3,R ugm-3 (Ref.eq),10.4896,R ugm-3,22.96466,R ugm-3,39.0485,R ugm-3,51.49904,R ugm-3,16,R ugm-3 (BAM)
09/03/2019,11:00:00,22.5,R ugm-3 (Ref.eq),9.85689,R ugm-3,25.68548,R ugm-3,40.79916,R ugm-3,58.31934,R ugm-3,14,R ugm-3 (BAM)
09/03/2019,12:00:00,22.5,R ugm-3 (Ref.eq),11.00027,R ugm-3,25.71183,R ugm-3,42.57868,R ugm-3,65.40408,R ugm-3,17,R ugm-3 (BAM)
09/03/2019,13:00:00,19.2,R ugm-3 (Ref.eq),7.538,R ugm-3,13.70631,R ugm-3,25.26441,R ugm-3,81.75884,R ugm-3,9,R ugm-3 (BAM)
09/03/2019,14:00:00,10.8,R ugm-3 (Ref.eq),5.10027,R ugm-3,15.59725,R ugm-3,23.41756,R ugm-3,84.21854,R ugm-3,9,R ugm-3 (BAM)
09/03/2019,15:00:00,18.3,R ugm-3 (Ref.eq),8.13217,R ugm-3,25.8002,R ugm-3,38.26935,R ugm-3,78.13664,R ugm-3,10,R ugm-3 (BAM)
09/03/2019,16:00:00,17.5,R ugm-3 (Ref.eq),5.4343,R ugm-3,19.77437,R ugm-3,28.10684,R ugm-3,76.52013,R ugm-3,8,R ugm-3 (BAM)
09/03/2019,17:00:00,17.5,R ugm-3 (Ref.eq),21.12374,R ugm-3,43.02881,R ugm-3,75.41809,R ugm-3,68.34275,R ugm-3,19,R ugm-3 (BAM)
09/03/2019,18:00:00,20,R ugm-3 (Ref.eq),10.74654,R ugm-3,40.86611,R ugm-3,57.34391,R ugm-3,57.36141,R ugm-3,14,R ugm-3 (BAM)
09/03/2019,19:00:00,25.8,R ugm-3 (Ref.eq),10.54099,R ugm-3,30.7302,R ugm-3,46.89282,R ugm-3,57.06704,R ugm-3,15,R ugm-3 (BAM)
09/03/2019,20:00:00,21.7,R ugm-3 (Ref.eq),8.20926,R ugm-3,33.661,R ugm-3,46.24835,R ugm-3,55.00648,R ugm-3,14,R ugm-3 (BAM)
09/03/2019,21:00:00,23.3,R ugm-3 (Ref.eq),8.42123,R ugm-3,41.84401,R ugm-3,54.75639,R ugm-3,56.65293,R ugm-3,16,R ugm-3 (BAM)
09/03/2019,22:00:00,28.3,R ugm-3 (Ref.eq),11.0356,R ugm-3,46.05965,R ugm-3,62.98067,R ugm-3,38.23761,R ugm-3,16,R ugm-3 (BAM)
09/03/2019,23:00:00,29.2,R ugm-3 (Ref.eq),37.07333,R ugm-3,59.12218,R ugm-3,115.96715,R ugm-3,24.94625,R ugm-3,19,R ugm-3 (BAM)
09/03/2019,24:00:00,21.7,R ugm-3 (Ref.eq),76.29532,R ugm-3,60.28477,R ugm-3,177.2693,R ugm-3,24.70677,R ugm-3,14,R ugm-3 (BAM)
10/03/2019,01:00:00,22.5,R ugm-3 (Ref.eq),50.88298,R ugm-3,61.86895,R ugm-3,139.88842,R ugm-3,25.91749,R ugm-3,21,R ugm-3 (BAM)
10/03/2019,02:00:00,17.5,R ugm-3 (Ref.eq),115.92824,R ugm-3,97.6598,R ugm-3,275.41395,R ugm-3,18.18748,R ugm-3,14,R ugm-3 (BAM)
10/03/2019,03:00:00,12.5,R ugm-3 (Ref.eq),35.01208,R ugm-3,46.83851,R ugm-3,100.52295,R ugm-3,34.32604,R ugm-3,13,R ugm-3 (BAM)
10/03/2019,04:00:00,8.3,R ugm-3 (Ref.eq),16.54233,R ugm-3,40.3098,R ugm-3,65.67435,R ugm-3,40.13353,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,05:00:00,6.7,R ugm-3 (Ref.eq),17.91308,R ugm-3,49.30451,R ugm-3,76.77085,R ugm-3,30.46935,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,06:00:00,5,R ugm-3 (Ref.eq),21.1469,R ugm-3,48.50364,R ugm-3,80.92843,R ugm-3,25.03107,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,07:00:00,8.3,R ugm-3 (Ref.eq),9.35071,R ugm-3,25.28937,R ugm-3,39.62693,R ugm-3,41.48063,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,08:00:00,17.5,R ugm-3 (Ref.eq),4.5563,R ugm-3,13.43595,R ugm-3,20.42218,R ugm-3,60.10051,R ugm-3,16,R ugm-3 (BAM)
10/03/2019,09:00:00,10,R ugm-3 (Ref.eq),2.68358,R ugm-3,7.34263,R ugm-3,11.4574,R ugm-3,72.4938,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,10:00:00,5.8,R ugm-3 (Ref.eq),2.57418,R ugm-3,4.19972,R ugm-3,8.14674,R ugm-3,78.54077,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,11:00:00,3.3,R ugm-3 (Ref.eq),2.95066,R ugm-3,5.57614,R ugm-3,10.10042,R ugm-3,80.31695,R ugm-3,6,R ugm-3 (BAM)
10/03/2019,12:00:00,7.5,R ugm-3 (Ref.eq),3.25956,R ugm-3,7.54219,R ugm-3,12.54011,R ugm-3,79.56357,R ugm-3,6,R ugm-3 (BAM)
10/03/2019,13:00:00,8.3,R ugm-3 (Ref.eq),3.95137,R ugm-3,5.3506,R ugm-3,11.40928,R ugm-3,81.09028,R ugm-3,4,R ugm-3 (BAM)
10/03/2019,14:00:00,7.5,R ugm-3 (Ref.eq),4.7204,R ugm-3,6.81804,R ugm-3,14.05589,R ugm-3,81.78379,R ugm-3,5,R ugm-3 (BAM)
10/03/2019,15:00:00,9.2,R ugm-3 (Ref.eq),4.16052,R ugm-3,11.74267,R ugm-3,18.12204,R ugm-3,80.70112,R ugm-3,8,R ugm-3 (BAM)
10/03/2019,16:00:00,12.5,R ugm-3 (Ref.eq),3.54593,R ugm-3,8.90278,R ugm-3,14.3398,R ugm-3,80.57639,R ugm-3,8,R ugm-3 (BAM)
10/03/2019,17:00:00,9.2,R ugm-3 (Ref.eq),6.44511,R ugm-3,17.3392,R ugm-3,27.22156,R ugm-3,68.73191,R ugm-3,8,R ugm-3 (BAM)
10/03/2019,18:00:00,11.7,R ugm-3 (Ref.eq),9.30245,R ugm-3,30.29569,R ugm-3,44.55924,R ugm-3,53.19538,R ugm-3,11,R ugm-3 (BAM)
10/03/2019,19:00:00,15.8,R ugm-3 (Ref.eq),7.6067,R ugm-3,19.37082,R ugm-3,31.03428,R ugm-3,64.88021,R ugm-3,12,R ugm-3 (BAM)
10/03/2019,20:00:00,6.7,R ugm-3 (Ref.eq),24.35497,R ugm-3,62.43813,R ugm-3,99.7819,R ugm-3,24.12302,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,21:00:00,9.2,R ugm-3 (Ref.eq),33.08466,R ugm-3,51.75233,R ugm-3,102.48144,R ugm-3,28.64827,R ugm-3,9,R ugm-3 (BAM)
10/03/2019,22:00:00,10,R ugm-3 (Ref.eq),10.5638,R ugm-3,39.62657,R ugm-3,55.82416,R ugm-3,34.31606,R ugm-3,10,R ugm-3 (BAM)
10/03/2019,23:00:00,10.8,R ugm-3 (Ref.eq),5.28994,R ugm-3,24.24966,R ugm-3,32.36079,R ugm-3,55.90455,R ugm-3,6,R ugm-3 (BAM)
10/03/2019,24:00:00,10.8,R ugm-3 (Ref.eq),5.01644,R ugm-3,17.89853,R ugm-3,25.59029,R ugm-3,58.08485,R ugm-3,8,R ugm-3 (BAM)
11/03/2019,01:00:00,8.3,R ugm-3 (Ref.eq),3.03887,R ugm-3,15.65126,R ugm-3,20.31079,R ugm-3,59.89096,R ugm-3,10,R ugm-3 (BAM)
11/03/2019,02:00:00,6.7,R ugm-3 (Ref.eq),5.98747,R ugm-3,6.46327,R ugm-3,15.64393,R ugm-3,71.06688,R ugm-3,8,R ugm-3 (BAM)
11/03/2019,03:00:00,6.7,R ugm-3 (Ref.eq),0.89941,R ugm-3,4.22982,R ugm-3,5.6089,R ugm-3,75.56219,R ugm-3,6,R ugm-3 (BAM)
11/03/2019,04:00:00,6.7,R ugm-3 (Ref.eq),0.95099,R ugm-3,6.71687,R ugm-3,8.17503,R ugm-3,70.15384,R ugm-3,13,R ugm-3 (BAM)
11/03/2019,05:00:00,7.5,R ugm-3 (Ref.eq),1.63764,R ugm-3,9.46267,R ugm-3,11.97368,R ugm-3,68.07333,R ugm-3,7,R ugm-3 (BAM)
11/03/2019,06:00:00,11.7,R ugm-3 (Ref.eq),3.86843,R ugm-3,20.92861,R ugm-3,26.86013,R ugm-3,59.33216,R ugm-3,8,R ugm-3 (BAM)
11/03/2019,07:00:00,11.7,R ugm-3 (Ref.eq),23.90691,R ugm-3,44.25101,R ugm-3,80.90776,R ugm-3,40.38798,R ugm-3,9,R ugm-3 (BAM)
11/03/2019,08:00:00,12.5,R ugm-3 (Ref.eq),24.41303,R ugm-3,48.27022,R ugm-3,85.70301,R ugm-3,33.21344,R ugm-3,8,R ugm-3 (BAM)
11/03/2019,09:00:00,16.7,R ugm-3 (Ref.eq),16.80189,R ugm-3,32.08374,R ugm-3,57.84628,R ugm-3,49.03934,R ugm-3,13,R ugm-3 (BAM)
