End Date,End Time,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units,
02/01/2023,07:00:00,10.0,R ugm-3 (Ref.eq),5.78656,R ugm-3,33.88982,R ugm-3,42.76242,R ugm-3,43.64890,R ugm-3,5.0,R ugm-3 (BAM),
02/01/2023,08:00:00,7.5,R ugm-3 (Ref.eq),7.37427,R ugm-3,30.98683,R ugm-3,42.29389,R ugm-3,36.65692,R ugm-3,5.0,R ugm-3 (BAM),
02/01/2023,09:00:00,8.3,R ugm-3 (Ref.eq),14.27159,R ugm-3,37.99593,R ugm-3,59.87874,R ugm-3,34.95573,R ugm-3,5.0,R ugm-3 (BAM),
02/01/2023,10:00:00,9.2,R ugm-3 (Ref.eq),28.16414,R ugm-3,53.48778,R ugm-3,96.67219,R ugm-3,23.08252,R ugm-3,7.0,R ugm-3 (BAM),
02/01/2023,11:00:00,7.5,R ugm-3 (Ref.eq),10.36820,R ugm-3,30.03308,R ugm-3,45.93076,R ugm-3,33.62949,R ugm-3,7.0,R ugm-3 (BAM),
02/01/2023,12:00:00,9.2,R ugm-3 (Ref.eq),6.73516,R ugm-3,21.72014,R ugm-3,32.04724,R ugm-3,49.28641,R ugm-3,8.0,R ugm-3 (BAM),
02/01/2023,13:00:00,9.2,R ugm-3 (Ref.eq),7.21737,R ugm-3,22.16005,R ugm-3,33.22653,R ugm-3,45.47846,R ugm-3,7.0,R ugm-3 (BAM),
02/01/2023,14:00:00,6.7,R ugm-3 (Ref.eq),17.37724,R ugm-3,39.51264,R ugm-3,66.15736,R ugm-3,47.19696,R ugm-3,5.0,R ugm-3 (BAM),
02/01/2023,15:00:00,3.3,R ugm-3 (Ref.eq),5.28434,R ugm-3,20.28696,R ugm-3,28.38951,R ugm-3,51.39247,R ugm-3,6.0,R ugm-3 (BAM),
02/01/2023,16:00:00,10.0,R ugm-3 (Ref.eq),13.85890,R ugm-3,39.36499,R ugm-3,60.61501,R ugm-3,46.69798,R ugm-3,7.0,R ugm-3 (BAM),
02/01/2023,17:00:00,14.2,R ugm-3 (Ref.eq),48.80473,R ugm-3,75.01880,R ugm-3,149.85167,R ugm-3,24.21572,R ugm-3,9.0,R ugm-3 (BAM),
02/01/2023,18:00:00,20.8,R ugm-3 (Ref.eq),45.10569,R ugm-3,60.07873,R ugm-3,129.23983,R ugm-3,5.16108,R ugm-3,14.0,R ugm-3 (BAM),
02/01/2023,19:00:00,22.5,R ugm-3 (Ref.eq),44.00999,R ugm-3,61.34358,R ugm-3,128.82462,R ugm-3,8.34123,R ugm-3,16.0,R ugm-3 (BAM),
02/01/2023,20:00:00,25.0,R ugm-3 (Ref.eq),121.90478,R ugm-3,85.80208,R ugm-3,272.72013,R ugm-3,3.50739,R ugm-3,21.0,R ugm-3 (BAM),
02/01/2023,21:00:00,22.5,R ugm-3 (Ref.eq),91.07607,R ugm-3,64.59571,R ugm-3,204.24374,R ugm-3,4.14467,R ugm-3,19.0,R ugm-3 (BAM),
02/01/2023,22:00:00,25.0,R ugm-3 (Ref.eq),89.42905,R ugm-3,73.50668,R ugm-3,210.62930,R ugm-3,2.69918,R ugm-3,22.0,R ugm-3 (BAM),
02/01/2023,23:00:00,25.0,R ugm-3 (Ref.eq),71.70373,R ugm-3,70.83946,R ugm-3,180.78365,R ugm-3,1.98677,R ugm-3,20.0,R ugm-3 (BAM),
02/01/2023,24:00:00,22.5,R ugm-3 (Ref.eq),69.22713,R ugm-3,69.51201,R ugm-3,175.65880,R ugm-3,3.80176,R ugm-3,19.0,R ugm-3 (BAM),
03/01/2023,01:00:00,15.0,R ugm-3 (Ref.eq),30.44835,R ugm-3,70.23685,R ugm-3,116.92366,R ugm-3,6.91916,R ugm-3,13.0,R ugm-3 (BAM),
03/01/2023,02:00:00,16.7,R ugm-3 (Ref.eq),14.01801,R ugm-3,52.22398,R ugm-3,73.71797,R ugm-3,,,11.0,R ugm-3 (BAM),
03/01/2023,03:00:00,10.0,R ugm-3 (Ref.eq),10.60736,R ugm-3,46.15923,R ugm-3,62.42362,R ugm-3,19.44840,R ugm-3,9.0,R ugm-3 (BAM),
03/01/2023,04:00:00,12.5,R ugm-3 (Ref.eq),3.47689,R ugm-3,20.50621,R ugm-3,25.83737,R ugm-3,29.07346,R ugm-3,11.0,R ugm-3 (BAM),
03/01/2023,05:00:00,7.5,R ugm-3 (Ref.eq),7.80430,R ugm-3,42.57909,R ugm-3,54.54552,R ugm-3,34.32769,R ugm-3,6.0,R ugm-3 (BAM),
03/01/2023,06:00:00,9.2,R ugm-3 (Ref.eq),53.15154,R ugm-3,45.86674,R ugm-3,127.36463,R ugm-3,27.82190,R ugm-3,6.0,R ugm-3 (BAM),
03/01/2023,07:00:00,11.7,R ugm-3 (Ref.eq),72.47435,R ugm-3,71.31356,R ugm-3,182.43934,R ugm-3,18.30152,R ugm-3,13.0,R ugm-3 (BAM),
03/01/2023,08:00:00,15.8,R ugm-3 (Ref.eq),99.54957,R ugm-3,84.31837,R ugm-3,236.95892,R ugm-3,18.98639,R ugm-3,8.0,R ugm-3 (BAM),
03/01/2023,09:00:00,20.0,R ugm-3 (Ref.eq),22.96734,R ugm-3,44.80393,R ugm-3,80.02003,R ugm-3,35.25903,R ugm-3,7.0,R ugm-3 (BAM),
03/01/2023,10:00:00,12.5,R ugm-3 (Ref.eq),39.19834,R ugm-3,36.72264,R ugm-3,96.82592,R ugm-3,45.01197,R ugm-3,4.0,R ugm-3 (BAM),
03/01/2023,11:00:00,,,13.47037,R ugm-3,37.81276,R ugm-3,58.46705,R ugm-3,50.22698,R ugm-3,,,
03/01/2023,12:00:00,,,19.96343,R ugm-3,29.59932,R ugm-3,60.20949,R ugm-3,50.26335,R ugm-3,,,
03/01/2023,13:00:00,11.7,R ugm-3 (Ref.eq),30.60663,R ugm-3,45.94269,R ugm-3,92.87220,R ugm-3,49.55443,R ugm-3,7.0,R ugm-3 (BAM),
03/01/2023,14:00:00,8.3,R ugm-3 (Ref.eq),9.06598,R ugm-3,20.86335,R ugm-3,34.76433,R ugm-3,55.92470,R ugm-3,7.0,R ugm-3 (BAM),
03/01/2023,15:00:00,7.5,R ugm-3 (Ref.eq),8.36242,R ugm-3,23.85960,R ugm-3,36.68180,R ugm-3,59.43499,R ugm-3,7.0,R ugm-3 (BAM),
03/01/2023,16:00:00,7.5,R ugm-3 (Ref.eq),18.50679,R ugm-3,27.35129,R ugm-3,55.72797,R ugm-3,58.30193,R ugm-3,6.0,R ugm-3 (BAM),
03/01/2023,17:00:00,10.8,R ugm-3 (Ref.eq),8.46975,R ugm-3,24.76044,R ugm-3,37.74721,R ugm-3,58.92604,R ugm-3,4.0,R ugm-3 (BAM),
03/01/2023,18:00:00,7.5,R ugm-3 (Ref.eq),16.92355,R ugm-3,18.30304,R ugm-3,44.25212,R ugm-3,59.53093,R ugm-3,3.0,R ugm-3 (BAM),
03/01/2023,19:00:00,5.0,R ugm-3 (Ref.eq),9.85499,R ugm-3,14.54144,R ugm-3,29.65222,R ugm-3,60.36539,R ugm-3,2.0,R ugm-3 (BAM),
03/01/2023,20:00:00,3.3,R ugm-3 (Ref.eq),6.54922,R ugm-3,16.90334,R ugm-3,26.94534,R ugm-3,63.99691,R ugm-3,1.0,R ugm-3 (BAM),
03/01/2023,21:00:00,0.0,R ugm-3 (Ref.eq),4.31333,R ugm-3,11.27341,R ugm-3,17.88709,R ugm-3,65.54976,R ugm-3,-2.0,R ugm-3 (BAM),
03/01/2023,22:00:00,3.3,R ugm-3 (Ref.eq),3.52057,R ugm-3,9.67644,R ugm-3,15.07457,R ugm-3,65.17747,R ugm-3,-2.0,R ugm-3 (BAM),
03/01/2023,23:00:00,8.3,R ugm-3 (Ref.eq),2.31533,R ugm-3,6.87145,R ugm-3,10.42156,R ugm-3,71.47470,R ugm-3,3.0,R ugm-3 (BAM),
03/01/2023,24:00:00,5.8,R ugm-3 (Ref.eq),2.90398,R ugm-3,6.31670,R ugm-3,10.76940,R ugm-3,73.36373,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,01:00:00,6.7,R ugm-3 (Ref.eq),2.28211,R ugm-3,4.69207,R ugm-3,8.37984,R ugm-3,77.06070,R ugm-3,5.0,R ugm-3 (BAM),
04/01/2023,02:00:00,7.5,R ugm-3 (Ref.eq),0.98366,R ugm-3,1.98191,R ugm-3,3.49017,R ugm-3,,,5.0,R ugm-3 (BAM),
04/01/2023,03:00:00,9.2,R ugm-3 (Ref.eq),1.15390,R ugm-3,2.82094,R ugm-3,4.59022,R ugm-3,78.87186,R ugm-3,5.0,R ugm-3 (BAM),
04/01/2023,04:00:00,7.5,R ugm-3 (Ref.eq),1.00845,R ugm-3,3.84937,R ugm-3,5.39565,R ugm-3,76.46834,R ugm-3,5.0,R ugm-3 (BAM),
04/01/2023,05:00:00,5.8,R ugm-3 (Ref.eq),0.81647,R ugm-3,4.30004,R ugm-3,5.55193,R ugm-3,75.93878,R ugm-3,5.0,R ugm-3 (BAM),
04/01/2023,06:00:00,5.8,R ugm-3 (Ref.eq),2.46638,R ugm-3,6.48513,R ugm-3,10.26687,R ugm-3,72.89499,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,07:00:00,6.7,R ugm-3 (Ref.eq),4.12366,R ugm-3,12.88708,R ugm-3,19.20993,R ugm-3,68.20834,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,08:00:00,9.2,R ugm-3 (Ref.eq),4.31703,R ugm-3,17.05915,R ugm-3,23.67850,R ugm-3,62.42605,R ugm-3,4.0,R ugm-3 (BAM),
04/01/2023,09:00:00,5.8,R ugm-3 (Ref.eq),7.62623,R ugm-3,22.50787,R ugm-3,34.20126,R ugm-3,57.25878,R ugm-3,3.0,R ugm-3 (BAM),
04/01/2023,10:00:00,6.7,R ugm-3 (Ref.eq),7.04179,R ugm-3,19.79934,R ugm-3,30.59660,R ugm-3,57.45805,R ugm-3,7.0,R ugm-3 (BAM),
04/01/2023,11:00:00,8.3,R ugm-3 (Ref.eq),5.72226,R ugm-3,19.09215,R ugm-3,27.86615,R ugm-3,55.89746,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,12:00:00,6.7,R ugm-3 (Ref.eq),5.21763,R ugm-3,15.65482,R ugm-3,23.65506,R ugm-3,61.77929,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,13:00:00,11.7,R ugm-3 (Ref.eq),4.33482,R ugm-3,11.90686,R ugm-3,18.55349,R ugm-3,61.98520,R ugm-3,5.0,R ugm-3 (BAM),
04/01/2023,14:00:00,18.3,R ugm-3 (Ref.eq),4.02615,R ugm-3,12.80053,R ugm-3,18.97387,R ugm-3,63.44949,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,15:00:00,12.5,R ugm-3 (Ref.eq),4.67269,R ugm-3,17.77174,R ugm-3,24.93644,R ugm-3,59.86621,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,16:00:00,19.2,R ugm-3 (Ref.eq),4.59543,R ugm-3,14.90354,R ugm-3,21.94976,R ugm-3,59.49736,R ugm-3,6.0,R ugm-3 (BAM),
04/01/2023,17:00:00,15.0,R ugm-3 (Ref.eq),4.19834,R ugm-3,16.16676,R ugm-3,22.60412,R ugm-3,60.22743,R ugm-3,7.0,R ugm-3 (BAM),
04/01/2023,18:00:00,19.2,R ugm-3 (Ref.eq),2.93079,R ugm-3,14.62402,R ugm-3,19.11784,R ugm-3,59.44377,R ugm-3,9.0,R ugm-3 (BAM),
04/01/2023,19:00:00,15.8,R ugm-3 (Ref.eq),3.84914,R ugm-3,18.25113,R ugm-3,24.15306,R ugm-3,58.73580,R ugm-3,10.0,R ugm-3 (BAM),
04/01/2023,20:00:00,21.7,R ugm-3 (Ref.eq),3.71930,R ugm-3,15.00226,R ugm-3,20.70511,R ugm-3,59.13948,R ugm-3,13.0,R ugm-3 (BAM),
04/01/2023,21:00:00,19.2,R ugm-3 (Ref.eq),3.59072,R ugm-3,15.24074,R ugm-3,20.74643,R ugm-3,58.33192,R ugm-3,11.0,R ugm-3 (BAM),
04/01/2023,22:00:00,20.0,R ugm-3 (Ref.eq),3.32659,R ugm-3,12.41617,R ugm-3,17.51687,R ugm-3,58.48878,R ugm-3,10.0,R ugm-3 (BAM),
04/01/2023,23:00:00,17.5,R ugm-3 (Ref.eq),3.08685,R ugm-3,11.21131,R ugm-3,15.94441,R ugm-3,61.88087,R ugm-3,10.0,R ugm-3 (BAM),
04/01/2023,24:00:00,19.2,R ugm-3 (Ref.eq),2.35630,R ugm-3,8.81786,R ugm-3,12.43080,R ugm-3,60.56530,R ugm-3,10.0,R ugm-3 (BAM),
05/01/2023,01:00:00,20.8,R ugm-3 (Ref.eq),1.72792,R ugm-3,7.71812,R ugm-3,10.36755,R ugm-3,63.32330,R ugm-3,10.0,R ugm-3 (BAM),
05/01/2023,02:00:00,16.7,R ugm-3 (Ref.eq),1.61138,R ugm-3,6.37795,R ugm-3,8.84870,R ugm-3,,,10.0,R ugm-3 (BAM),
05/01/2023,03:00:00,18.3,R ugm-3 (Ref.eq),1.09092,R ugm-3,5.46547,R ugm-3,7.13819,R ugm-3,62.34277,R ugm-3,11.0,R ugm-3 (BAM),
05/01/2023,04:00:00,15.8,R ugm-3 (Ref.eq),1.24336,R ugm-3,5.36844,R ugm-3,7.27489,R ugm-3,62.38518,R ugm-3,13.0,R ugm-3 (BAM),
05/01/2023,05:00:00,25.0,R ugm-3 (Ref.eq),1.56174,R ugm-3,7.64143,R ugm-3,10.03607,R ugm-3,59.44771,R ugm-3,9.0,R ugm-3 (BAM),
05/01/2023,06:00:00,19.2,R ugm-3 (Ref.eq),14.91988,R ugm-3,15.25185,R ugm-3,30.72668,R ugm-3,51.91090,R ugm-3,8.0,R ugm-3 (BAM),
05/01/2023,07:00:00,21.7,R ugm-3 (Ref.eq),8.80067,R ugm-3,23.49732,R ugm-3,36.99150,R ugm-3,39.84994,R ugm-3,10.0,R ugm-3 (BAM),
05/01/2023,08:00:00,21.7,R ugm-3 (Ref.eq),23.61976,R ugm-3,47.30562,R ugm-3,83.52208,R ugm-3,35.80426,R ugm-3,9.0,R ugm-3 (BAM),
05/01/2023,09:00:00,14.2,R ugm-3 (Ref.eq),45.92025,R ugm-3,38.23686,R ugm-3,108.64693,R ugm-3,29.18447,R ugm-3,8.0,R ugm-3 (BAM),
05/01/2023,10:00:00,14.2,R ugm-3 (Ref.eq),18.90701,R ugm-3,31.77210,R ugm-3,60.76244,R ugm-3,29.16431,R ugm-3,8.0,R ugm-3 (BAM),
05/01/2023,11:00:00,13.3,R ugm-3 (Ref.eq),9.63903,R ugm-3,24.83578,R ugm-3,39.61542,R ugm-3,39.77869,R ugm-3,7.0,R ugm-3 (BAM),
05/01/2023,12:00:00,10.8,R ugm-3 (Ref.eq),13.27348,R ugm-3,24.08353,R ugm-3,44.43592,R ugm-3,48.82186,R ugm-3,4.0,R ugm-3 (BAM),
05/01/2023,13:00:00,10.0,R ugm-3 (Ref.eq),6.74572,R ugm-3,17.90678,R ugm-3,28.25007,R ugm-3,53.29801,R ugm-3,2.0,R ugm-3 (BAM),
05/01/2023,14:00:00,9.2,R ugm-3 (Ref.eq),5.20940,R ugm-3,17.78990,R ugm-3,25.77752,R ugm-3,59.33999,R ugm-3,2.0,R ugm-3 (BAM),
05/01/2023,15:00:00,17.5,R ugm-3 (Ref.eq),6.96675,R ugm-3,26.29769,R ugm-3,36.97988,R ugm-3,57.00927,R ugm-3,8.0,R ugm-3 (BAM),
05/01/2023,16:00:00,18.3,R ugm-3 (Ref.eq),7.43209,R ugm-3,23.15636,R ugm-3,34.55207,R ugm-3,57.09748,R ugm-3,8.0,R ugm-3 (BAM),
05/01/2023,17:00:00,13.3,R ugm-3 (Ref.eq),10.98604,R ugm-3,28.02409,R ugm-3,44.86912,R ugm-3,54.39969,R ugm-3,8.0,R ugm-3 (BAM),
05/01/2023,18:00:00,17.5,R ugm-3 (Ref.eq),12.46126,R ugm-3,30.48599,R ugm-3,49.59299,R ugm-3,48.26156,R ugm-3,6.0,R ugm-3 (BAM),
05/01/2023,19:00:00,11.7,R ugm-3 (Ref.eq),10.27130,R ugm-3,23.40501,R ugm-3,39.15413,R ugm-3,54.06182,R ugm-3,5.0,R ugm-3 (BAM),
05/01/2023,20:00:00,10.8,R ugm-3 (Ref.eq),6.13655,R ugm-3,22.60600,R ugm-3,32.01524,R ugm-3,57.51208,R ugm-3,7.0,R ugm-3 (BAM),
05/01/2023,21:00:00,12.5,R ugm-3 (Ref.eq),10.39564,R ugm-3,18.33292,R ugm-3,34.27269,R ugm-3,62.40250,R ugm-3,6.0,R ugm-3 (BAM),
05/01/2023,22:00:00,10.0,R ugm-3 (Ref.eq),5.96939,R ugm-3,12.21286,R ugm-3,21.36580,R ugm-3,66.10397,R ugm-3,4.0,R ugm-3 (BAM),
05/01/2023,23:00:00,7.5,R ugm-3 (Ref.eq),4.94350,R ugm-3,10.13549,R ugm-3,17.71542,R ugm-3,66.24601,R ugm-3,2.0,R ugm-3 (BAM),
05/01/2023,24:00:00,10.0,R ugm-3 (Ref.eq),2.99415,R ugm-3,6.87908,R ugm-3,11.47005,R ugm-3,71.17554,R ugm-3,2.0,R ugm-3 (BAM),
06/01/2023,01:00:00,6.7,R ugm-3 (Ref.eq),2.23538,R ugm-3,4.98144,R ugm-3,8.40897,R ugm-3,74.26392,R ugm-3,3.0,R ugm-3 (BAM),
06/01/2023,02:00:00,3.3,R ugm-3 (Ref.eq),1.75073,R ugm-3,4.93008,R ugm-3,7.61450,R ugm-3,,,1.0,R ugm-3 (BAM),
06/01/2023,03:00:00,2.5,R ugm-3 (Ref.eq),1.15661,R ugm-3,3.73206,R ugm-3,5.50551,R ugm-3,79.50230,R ugm-3,1.0,R ugm-3 (BAM),
06/01/2023,04:00:00,2.5,R ugm-3 (Ref.eq),0.85023,R ugm-3,5.43697,R ugm-3,6.74063,R ugm-3,77.83644,R ugm-3,1.0,R ugm-3 (BAM),
06/01/2023,05:00:00,5.0,R ugm-3 (Ref.eq),1.60633,R ugm-3,9.07411,R ugm-3,11.53711,R ugm-3,72.40774,R ugm-3,3.0,R ugm-3 (BAM),
06/01/2023,06:00:00,5.0,R ugm-3 (Ref.eq),10.16124,R ugm-3,16.54069,R ugm-3,32.12104,R ugm-3,65.47393,R ugm-3,3.0,R ugm-3 (BAM),
06/01/2023,07:00:00,5.0,R ugm-3 (Ref.eq),19.73836,R ugm-3,40.46974,R ugm-3,70.73480,R ugm-3,48.15405,R ugm-3,0.0,R ugm-3 (BAM),
06/01/2023,08:00:00,5.0,R ugm-3 (Ref.eq),82.24857,R ugm-3,71.42754,R ugm-3,197.54025,R ugm-3,35.51189,R ugm-3,2.0,R ugm-3 (BAM),
06/01/2023,09:00:00,4.2,R ugm-3 (Ref.eq),20.96532,R ugm-3,59.53647,R ugm-3,91.68284,R ugm-3,37.08260,R ugm-3,5.0,R ugm-3 (BAM),
06/01/2023,10:00:00,9.2,R ugm-3 (Ref.eq),35.26278,R ugm-3,44.90738,R ugm-3,98.97622,R ugm-3,36.95133,R ugm-3,5.0,R ugm-3 (BAM),
06/01/2023,11:00:00,6.7,R ugm-3 (Ref.eq),7.08501,R ugm-3,23.52042,R ugm-3,34.38394,R ugm-3,46.98621,R ugm-3,7.0,R ugm-3 (BAM),
06/01/2023,12:00:00,12.5,R ugm-3 (Ref.eq),26.86614,R ugm-3,39.88589,R ugm-3,66.59822,R ugm-3,49.85847,R ugm-3,5.0,R ugm-3 (BAM),
06/01/2023,13:00:00,15.0,R ugm-3 (Ref.eq),32.44091,R ugm-3,50.96723,R ugm-3,100.70927,R ugm-3,52.52967,R ugm-3,4.0,R ugm-3 (BAM),
06/01/2023,14:00:00,21.7,R ugm-3 (Ref.eq),17.95787,R ugm-3,41.41420,R ugm-3,68.94922,R ugm-3,50.02771,R ugm-3,4.0,R ugm-3 (BAM),
06/01/2023,15:00:00,20.0,R ugm-3 (Ref.eq),38.55881,R ugm-3,62.11220,R ugm-3,121.23489,R ugm-3,47.67278,R ugm-3,7.0,R ugm-3 (BAM),
06/01/2023,16:00:00,8.3,R ugm-3 (Ref.eq),37.82074,R ugm-3,54.99239,R ugm-3,112.98338,R ugm-3,37.75076,R ugm-3,6.0,R ugm-3 (BAM),
06/01/2023,17:00:00,6.7,R ugm-3 (Ref.eq),43.89055,R ugm-3,67.16415,R ugm-3,134.46205,R ugm-3,23.79104,R ugm-3,3.0,R ugm-3 (BAM),
06/01/2023,18:00:00,8.3,R ugm-3 (Ref.eq),36.82249,R ugm-3,54.34075,R ugm-3,110.80112,R ugm-3,23.15501,R ugm-3,7.0,R ugm-3 (BAM),
06/01/2023,19:00:00,7.5,R ugm-3 (Ref.eq),10.83111,R ugm-3,22.22303,R ugm-3,38.83050,R ugm-3,36.11873,R ugm-3,7.0,R ugm-3 (BAM),
06/01/2023,20:00:00,5.0,R ugm-3 (Ref.eq),11.09659,R ugm-3,24.60699,R ugm-3,41.62152,R ugm-3,52.27197,R ugm-3,4.0,R ugm-3 (BAM),
06/01/2023,21:00:00,5.0,R ugm-3 (Ref.eq),5.12969,R ugm-3,12.34765,R ugm-3,20.21306,R ugm-3,59.37262,R ugm-3,3.0,R ugm-3 (BAM),
06/01/2023,22:00:00,10.8,R ugm-3 (Ref.eq),7.42971,R ugm-3,15.50611,R ugm-3,26.89817,R ugm-3,59.10585,R ugm-3,7.0,R ugm-3 (BAM),
06/01/2023,23:00:00,10.0,R ugm-3 (Ref.eq),6.50851,R ugm-3,11.96243,R ugm-3,21.94201,R ugm-3,56.31476,R ugm-3,6.0,R ugm-3 (BAM),
06/01/2023,24:00:00,14.2,R ugm-3 (Ref.eq),3.82507,R ugm-3,6.09542,R ugm-3,11.96044,R ugm-3,59.30437,R ugm-3,8.0,R ugm-3 (BAM),
