date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1666965600,1,183.58,0.78,8.05,69.38,3.87,2.15,3.07,0.38
1666969200,1,183.58,0.64,9.34,70.81,4.35,2.44,3.92,0.39
1666972800,1,188.59,0.59,14.05,65.09,5.54,3.08,5.43,0.42
1666976400,1,193.6,0.03,19.88,55.07,6.02,3.69,6.92,0.41
1666980000,1,196.93,0.0,21.93,48.64,6.26,4.3,8.45,0.31
1666983600,1,201.94,0.01,23.99,41.84,6.62,4.94,9.99,0.27
1666987200,1,201.94,0.02,25.02,37.19,6.74,5.39,11.31,0.25
1666990800,1,203.61,0.03,24.33,35.05,6.74,5.78,12.39,0.21
1666994400,1,201.94,0.03,23.31,33.97,6.44,6.1,13.12,0.16
1666998000,1,198.6,0.02,21.25,33.97,5.84,6.17,13.37,0.09
1667001600,1,196.93,0.01,17.14,36.84,5.13,6.02,13.13,0.05
1667005200,1,190.26,0.0,12.17,40.41,4.17,5.63,12.32,0.05
1667008800,1,185.25,0.0,8.74,44.35,3.67,5.07,10.55,0.07
1667012400,1,181.91,0.0,7.11,46.49,3.55,4.55,8.62,0.1
1667016000,1,180.24,0.0,5.27,51.5,3.4,4.12,6.48,0.13
1667019600,1,183.58,0.0,5.06,49.35,3.1,4.6,6.05,0.21
1667023200,1,188.59,0.0,7.2,45.42,3.22,5.43,6.58,0.28
1667026800,1,193.6,0.01,10.11,42.92,3.49,7.29,9.6,0.38
1667030400,2,200.27,0.04,12.68,36.84,4.05,11.37,18.71,0.49
1667034000,2,205.28,0.25,13.54,32.9,4.59,15.84,30.17,0.55
1667037600,3,205.28,0.67,12.85,32.9,4.83,19.37,38.05,0.61
1667041200,3,203.61,0.94,12.0,36.48,5.07,21.58,42.81,0.77
1667044800,3,205.28,0.99,10.97,42.56,4.89,22.21,47.61,1.03
1667048400,4,205.28,1.34,9.08,50.07,4.23,22.05,54.64,1.41
1667052000,4,205.28,1.1,9.42,51.5,3.99,21.79,57.08,1.71
1667055600,4,201.94,0.85,10.54,51.5,3.93,21.45,52.98,1.93
1667059200,3,200.27,0.33,11.48,51.5,3.73,21.43,48.0,2.12
1667062800,3,200.27,0.01,12.85,50.78,3.99,21.17,40.53,1.82
1667066400,3,203.61,0.0,15.42,47.92,5.01,21.05,33.33,1.11
1667070000,3,206.95,0.0,19.02,43.63,6.02,20.58,28.33,0.57
1667073600,2,206.95,0.0,20.56,40.05,6.14,19.69,25.01,0.3
1667077200,2,205.28,0.01,20.56,37.91,5.9,18.93,23.09,0.22
1667080800,2,201.94,0.01,19.36,36.84,5.54,17.32,20.4,0.16
1667084400,2,195.26,0.0,16.96,37.19,4.83,14.09,16.16,0.11
1667088000,2,191.93,0.0,14.57,37.91,4.41,10.1,11.37,0.1
1667091600,1,188.59,0.0,12.51,40.05,3.93,6.53,7.37,0.1
1667095200,1,188.59,0.0,11.14,43.99,3.67,4.55,5.25,0.12
1667098800,1,188.59,0.0,10.02,47.92,3.64,3.74,4.52,0.13
1667102400,1,188.59,0.0,9.25,51.5,3.7,3.34,4.33,0.14
1667106000,1,186.92,0.0,8.4,54.36,3.7,2.92,4.02,0.15
1667109600,1,183.58,0.0,7.8,57.22,3.58,2.5,3.47,0.18
1667113200,1,183.58,0.0,8.14,57.94,3.46,2.22,2.83,0.2
1667116800,1,185.25,0.01,9.34,56.51,3.28,2.18,2.54,0.2
1667120400,1,185.25,0.06,8.91,57.94,2.92,1.8,2.03,0.18
1667124000,1,183.58,0.08,7.71,63.66,2.65,1.2,1.37,0.16
1667127600,1,181.91,0.1,6.68,70.1,2.5,0.81,0.97,0.14
1667131200,1,183.58,0.1,6.0,74.39,2.41,0.63,0.8,0.14
1667134800,1,183.58,0.22,5.48,75.82,2.21,0.6,0.8,0.14
1667138400,1,183.58,0.42,5.65,70.81,2.38,0.74,1.06,0.19
1667142000,1,183.58,0.54,6.94,60.8,2.95,1.07,1.54,0.25
1667145600,1,185.25,0.33,9.77,51.5,3.87,1.93,2.69,0.27
1667149200,1,186.92,0.01,12.34,45.78,4.41,3.42,4.89,0.29
1667152800,1,188.59,0.0,13.19,45.42,4.47,4.52,7.27,0.3
1667156400,1,190.26,0.0,13.54,47.92,4.59,4.88,8.99,0.29
1667160000,1,190.26,0.0,13.71,50.07,4.65,5.01,10.06,0.27
1667163600,1,188.59,0.0,13.37,50.78,4.65,5.0,10.25,0.24
1667167200,1,188.59,0.0,13.37,50.07,4.71,4.98,10.02,0.23
1667170800,1,188.59,0.0,13.54,47.92,4.71,4.93,9.59,0.21
1667174400,1,185.25,0.0,12.68,47.21,4.35,4.76,8.91,0.19
1667178000,1,185.25,0.0,12.17,45.78,4.59,4.5,8.09,0.21
1667181600,1,185.25,0.0,10.97,45.78,4.47,4.26,7.51,0.24
1667185200,1,185.25,0.0,9.68,46.49,4.29,4.17,7.39,0.25
1667188800,1,186.92,0.0,8.65,45.78,4.17,4.2,7.75,0.27
1667192400,1,186.92,0.0,8.14,44.35,4.05,4.34,8.54,0.27
1667196000,1,188.59,0.01,8.65,42.2,4.23,4.61,9.38,0.27
1667199600,1,195.26,0.02,12.68,37.91,5.3,5.0,10.13,0.31
1667203200,1,200.27,0.28,17.48,33.26,6.32,5.28,10.68,0.35
1667206800,1,200.27,1.93,17.14,32.54,7.09,5.54,11.57,0.34
1667210400,1,196.93,2.82,13.37,36.48,6.74,5.46,11.85,0.29
1667214000,1,193.6,2.49,9.6,40.41,5.96,4.95,10.34,0.28
1667217600,1,188.59,1.7,6.94,48.64,5.19,4.06,7.84,0.27
1667221200,1,188.59,0.4,7.71,55.07,4.29,3.15,5.31,0.44
1667224800,1,188.59,0.3,8.83,53.64,4.41,3.35,4.73,0.66
1667228400,1,188.59,0.13,10.2,58.65,4.77,2.94,3.66,0.55
1667232000,1,203.61,0.01,12.0,62.23,4.59,3.91,4.34,0.42
1667235600,1,216.96,0.0,11.65,58.65,3.52,5.71,5.99,0.33
1667239200,1,230.31,0.0,10.97,50.78,2.83,9.07,9.34,0.28
1667242800,2,250.34,0.0,12.17,45.42,3.1,12.95,13.45,0.29
1667246400,2,263.69,0.0,13.37,43.27,3.34,12.36,12.95,0.26
1667250000,1,220.3,0.0,8.57,47.92,3.22,6.4,6.8,0.2
1667253600,1,213.62,0.0,7.45,49.35,2.98,4.14,4.43,0.15
1667257200,1,211.95,0.0,7.11,50.07,2.41,4.24,4.48,0.13
1667260800,1,210.29,0.0,6.17,52.21,2.21,4.88,5.18,0.14
1667264400,1,201.94,0.0,5.91,58.65,2.5,4.31,4.68,0.13
1667268000,1,193.6,0.0,6.77,59.37,2.98,2.83,3.2,0.07
1667271600,1,193.6,0.0,4.33,56.51,1.73,1.84,1.92,0.08
1667275200,1,178.58,0.0,1.84,78.68,1.06,0.5,0.56,0.11
1667278800,2,176.91,0.0,1.84,80.11,1.37,0.71,1.04,0.14
1667282400,1,178.58,0.0,2.78,79.39,2.06,1.31,2.22,0.12
1667286000,1,180.24,0.0,4.67,75.1,2.83,2.52,3.68,0.1
1667289600,1,180.24,0.01,6.68,71.53,3.16,3.2,4.12,0.1
1667293200,1,180.24,0.03,7.2,70.81,3.04,3.15,3.92,0.1
1667296800,1,181.91,0.08,6.34,74.39,2.83,3.26,4.07,0.09
1667300400,1,181.91,0.19,5.65,77.25,2.77,3.24,4.05,0.09
1667304000,1,183.58,0.29,5.44,79.39,2.71,3.17,3.99,0.09
1667307600,2,183.58,0.32,5.44,82.25,2.59,3.21,4.17,0.09
1667311200,2,183.58,0.29,5.83,82.97,2.74,3.79,5.14,0.1
1667314800,2,181.91,0.2,6.17,81.54,2.92,4.46,6.14,0.1
1667318400,2,181.91,0.08,6.77,80.11,3.04,5.01,6.81,0.1
1667322000,1,183.58,0.0,7.45,77.25,3.13,5.33,7.09,0.1
1667325600,1,185.25,0.0,7.71,69.38,3.07,4.83,6.37,0.12
1667329200,1,188.59,0.0,7.45,60.08,3.01,3.97,5.57,0.16
1667332800,1,188.59,0.0,6.85,57.22,2.95,3.12,4.71,0.2
1667336400,1,188.59,0.0,6.17,55.07,2.86,2.6,3.92,0.23
1667340000,1,188.59,0.0,5.83,54.36,2.68,2.01,2.86,0.26
1667343600,1,186.92,0.0,5.18,58.65,2.26,1.5,2.29,0.31
1667347200,1,185.25,0.0,3.81,61.51,1.64,1.25,2.07,0.37
1667350800,1,185.25,0.0,2.91,62.23,1.4,1.07,1.78,0.42
1667354400,1,183.58,0.0,2.7,62.94,1.53,0.95,1.67,0.43
1667358000,1,183.58,0.0,2.83,63.66,1.77,0.97,1.79,0.45
1667361600,1,183.58,0.0,3.26,62.23,2.18,1.11,2.1,0.49
1667365200,1,183.58,0.0,3.9,59.37,2.59,1.33,2.6,0.56
1667368800,1,185.25,0.0,5.27,56.51,3.16,1.61,3.23,0.57
1667372400,1,190.26,0.01,10.02,50.78,4.71,2.1,4.4,0.6
1667376000,1,193.6,0.16,14.74,46.49,6.02,2.47,5.6,0.62
1667379600,1,195.26,1.3,14.05,47.21,6.44,2.45,5.77,0.52
1667383200,1,193.6,1.61,9.68,47.21,5.25,2.38,6.39,0.34
1667386800,1,190.26,1.33,7.63,45.78,4.41,2.51,7.71,0.22
1667390400,1,186.92,0.71,6.94,49.35,3.81,2.45,6.78,0.19
1667394000,1,183.58,0.42,6.77,51.5,3.52,2.27,5.26,0.22
1667397600,1,185.25,0.32,7.11,54.36,3.52,2.14,4.64,0.21
1667401200,1,186.92,0.16,7.45,55.07,3.43,2.02,4.3,0.25
1667404800,1,188.59,0.03,7.63,55.79,3.19,1.98,3.62,0.31
1667408400,1,188.59,0.0,7.8,59.37,3.01,2.01,2.9,0.28
1667412000,1,185.25,0.0,7.8,64.37,3.01,1.79,2.41,0.23
1667415600,1,185.25,0.0,7.97,60.8,3.19,1.68,2.14,0.18
1667419200,1,188.59,0.0,7.97,64.37,3.28,1.8,2.18,0.13
1667422800,1,186.92,0.0,7.88,70.81,3.28,2.04,2.43,0.09
1667426400,1,185.25,0.0,7.71,73.67,3.25,2.33,2.8,0.09
1667430000,1,183.58,0.0,7.8,72.96,3.28,2.85,3.37,0.08
1667433600,1,180.24,0.0,7.28,70.1,3.1,3.33,3.85,0.06
1667437200,2,180.0,0.0,6.94,67.75,3.13,3.38,3.84,0.42
1667440800,2,178.5,0.0,6.77,68.5,3.19,3.16,3.56,0.43
1667444400,2,180.0,0.0,6.77,71.5,3.19,2.81,3.18,0.45
1667448000,2,181.5,0.0,7.02,72.75,3.21,2.44,2.77,0.49
1667451600,2,185.0,0.0,7.63,72.0,3.37,2.0,2.3,0.56
1667455200,2,190.0,0.0,8.72,72.0,3.81,1.66,1.94,0.57
1667458800,2,201.5,0.0,14.72,66.5,5.66,1.76,2.09,0.6
1667462400,1,213.5,0.01,23.25,56.5,7.63,2.12,2.52,0.62
1667466000,1,223.5,0.21,29.44,47.13,9.41,2.47,2.96,0.52
1667469600,1,223.5,0.92,30.5,42.5,10.84,2.7,3.29,0.34
1667473200,1,216.5,1.37,26.69,42.88,10.59,2.58,3.21,0.22
1667476800,1,210.0,1.07,21.19,43.25,9.75,2.25,2.83,0.19
1667480400,1,196.5,0.35,13.19,52.13,5.47,1.74,2.1,0.22
1667484000,1,195.0,0.25,12.5,51.38,4.77,1.92,2.3,0.21
1667487600,1,193.5,0.16,13.19,48.63,4.81,1.89,2.28,0.25
1667491200,1,195.0,0.15,16.75,42.13,6.31,2.12,2.65,0.31
1667494800,1,198.5,0.03,22.25,37.13,7.39,2.41,3.26,0.28
1667498400,1,200.0,0.02,24.31,39.63,7.08,2.47,4.02,0.23
1667502000,1,203.5,0.03,23.63,37.5,7.03,2.77,4.83,0.18
1667505600,1,200.0,0.01,20.69,44.63,6.73,2.83,4.59,0.13
1667509200,1,195.0,0.0,16.94,50.75,6.02,2.8,4.25,0.09
1667512800,1,195.0,0.01,14.72,48.63,5.59,2.7,3.88,0.09
1667516400,1,195.0,0.01,14.03,44.25,5.3,2.45,3.38,0.08
1667520000,1,191.5,0.01,11.81,42.88,4.52,2.13,2.84,0.06
1667523600,1,220.0,0.15,28.06,20.0,10.72,3.53,4.25,0.21
1667527200,1,223.5,0.23,29.81,14.81,12.25,3.98,4.67,0.19
1667530800,1,220.0,0.24,30.13,13.94,13.22,5.11,5.89,0.18
1667534400,1,216.5,0.13,26.0,17.69,11.66,7.03,8.06,0.19
1667538000,1,216.5,0.17,21.88,16.25,9.75,7.56,8.34,0.17
1667541600,1,205.0,0.11,15.25,21.94,7.98,5.2,5.92,0.17
1667545200,1,210.0,0.14,18.31,25.0,9.41,4.91,5.75,0.24
1667548800,1,230.0,1.32,29.44,14.28,12.16,8.5,9.91,0.29
1667552400,1,240.0,6.98,27.06,13.94,12.38,9.34,11.06,0.27
1667556000,1,243.5,9.03,20.88,20.69,11.56,7.08,8.59,0.19
1667559600,1,233.5,9.25,18.13,26.06,11.56,5.73,7.13,0.14
1667563200,1,223.5,7.92,16.44,30.38,10.94,4.63,5.92,0.12
1667566800,1,206.5,4.34,12.66,40.38,7.73,2.95,3.95,0.09
1667570400,1,203.5,3.27,12.84,45.0,7.27,2.49,3.38,0.09
1667574000,1,205.0,2.45,16.75,43.88,8.56,2.81,3.76,0.09
1667577600,1,220.0,1.98,29.13,28.56,10.94,3.53,4.58,0.09
1667581200,2,236.5,2.9,45.88,6.78,11.56,4.45,5.67,0.09
1667584800,2,250.0,10.72,49.25,0.54,10.72,4.97,6.2,0.1
1667588400,2,270.0,23.19,47.88,0.02,11.06,6.16,7.42,0.1
1667592000,2,303.0,38.88,44.5,0.0,12.16,8.22,9.66,0.1
1667595600,2,320.0,47.75,40.75,0.0,12.16,9.72,11.28,0.09
1667599200,2,320.0,47.75,37.63,0.0,11.66,10.19,11.84,0.09
1667602800,1,297.0,38.88,34.5,0.0,9.41,9.13,10.69,0.08
1667606400,1,257.0,23.0,31.5,0.02,6.31,6.69,8.03,0.07
1667610000,1,213.62,0.19,28.1,16.63,4.41,2.48,3.3,0.21
1667613600,1,211.95,0.06,21.93,23.25,3.58,2.15,3.02,0.19
1667617200,1,208.62,0.04,17.48,27.54,3.22,1.93,2.87,0.18
1667620800,1,201.94,0.02,14.39,31.11,3.01,1.74,2.74,0.19
1667624400,1,195.26,0.02,12.34,33.97,3.07,1.64,2.64,0.17
1667628000,1,191.93,0.02,12.17,36.12,3.93,1.96,2.9,0.17
1667631600,1,195.26,0.05,17.82,33.62,5.84,2.77,3.63,0.24
1667635200,1,201.94,0.12,25.7,29.33,7.03,3.48,4.22,0.29
1667638800,1,203.61,0.38,28.1,31.47,7.33,3.59,4.22,0.27
1667642400,1,198.6,0.65,21.76,43.27,6.62,2.7,3.14,0.19
1667646000,1,196.93,0.68,17.31,47.21,6.02,2.06,2.39,0.14
1667649600,1,193.6,0.6,14.91,48.64,5.54,1.94,2.24,0.12
1667653200,1,190.26,0.27,12.0,50.07,4.47,2.0,2.32,0.09
1667656800,1,188.59,0.16,10.62,52.93,4.11,2.21,2.59,0.09
1667660400,1,186.92,0.05,9.42,62.94,3.7,2.22,2.67,0.09
1667664000,1,185.25,0.01,8.65,72.96,3.28,2.14,2.69,0.09
1667667600,1,183.58,0.0,8.65,76.53,3.13,2.13,2.78,0.09
1667671200,1,183.58,0.0,8.83,76.53,3.13,2.06,2.73,0.1
1667674800,1,183.58,0.0,8.91,74.39,3.28,2.11,2.78,0.1
1667678400,1,183.58,0.0,8.74,72.96,3.4,2.16,2.85,0.1
1667682000,1,183.58,0.0,8.48,72.24,3.55,2.43,3.25,0.09
1667685600,1,183.58,0.0,8.57,70.81,3.73,2.7,3.62,0.09
1667689200,1,181.91,0.0,8.74,68.66,3.81,2.94,3.94,0.08
1667692800,1,180.24,0.0,8.23,66.52,3.73,2.99,4.04,0.07
1667696400,1,180.24,0.0,7.88,65.09,3.76,2.9,3.89,0.06
1667700000,1,180.24,0.0,7.8,64.37,3.87,2.64,3.55,0.05
1667703600,1,180.24,0.0,7.71,65.09,3.87,2.67,3.65,0.06
1667707200,1,181.91,0.0,7.45,65.8,3.81,2.49,3.31,0.04
1667710800,1,181.91,0.0,7.63,64.37,3.64,2.12,2.68,0.04
1667714400,1,181.91,0.0,8.23,62.94,3.58,1.81,2.25,0.04
1667718000,1,183.58,0.0,10.8,57.94,3.99,1.78,2.17,0.08
1667721600,1,186.92,0.0,13.88,52.93,4.17,1.94,2.31,0.11
1667725200,1,190.26,0.05,15.94,49.35,4.29,1.99,2.34,0.13
1667728800,1,195.26,0.2,16.28,48.64,4.47,2.11,2.44,0.14
1667732400,1,196.93,0.3,14.74,50.07,4.29,2.2,2.51,0.12
1667736000,1,195.26,0.37,14.22,47.92,4.47,2.33,2.61,0.1
1667739600,1,188.59,0.47,13.37,44.35,4.29,2.66,2.94,0.09
1667743200,1,185.25,0.31,13.19,42.92,4.53,3.2,3.52,0.08
1667746800,1,186.92,0.13,11.14,47.21,4.17,3.25,3.59,0.07
1667750400,1,181.91,0.05,9.51,54.36,3.61,2.8,3.15,0.1
1667754000,1,178.58,0.0,8.57,63.66,2.95,2.89,3.35,0.14
1667757600,1,180.24,0.0,8.74,69.38,2.86,3.35,3.99,0.18
1667761200,1,180.24,0.0,8.91,69.38,3.04,3.5,4.45,0.22
1667764800,1,180.24,0.0,8.23,65.8,2.98,3.34,4.57,0.22
1667768400,1,180.24,0.0,7.2,65.09,2.86,3.45,4.89,0.22
1667772000,1,181.91,0.0,6.77,67.23,2.95,3.54,5.18,0.21
1667775600,1,180.24,0.0,6.08,70.1,2.86,3.62,5.46,0.18
1667779200,1,178.58,0.0,5.01,72.96,2.53,3.55,5.15,0.15
1667782800,1,178.58,0.0,4.71,76.53,2.71,3.58,4.89,0.13
1667786400,2,178.58,0.0,4.37,80.82,2.74,3.57,4.57,0.11
1667790000,2,178.58,0.0,4.37,83.68,2.98,4.04,4.9,0.09
1667793600,2,178.58,0.0,4.5,82.97,3.19,4.63,5.51,0.08
1667797200,2,178.58,0.0,4.8,82.25,3.31,4.86,5.68,0.07
1667800800,2,178.58,0.0,5.23,82.97,3.55,4.97,5.82,0.08
1667804400,2,181.91,0.0,7.8,80.82,4.23,4.61,5.31,0.11
1667808000,1,181.91,0.0,9.94,77.25,4.35,5.02,5.71,0.12
1667811600,1,183.58,0.02,11.14,75.1,4.47,5.35,6.02,0.12
1667815200,1,183.58,0.05,10.11,76.53,4.17,5.22,5.83,0.1
1667818800,2,181.91,0.11,8.57,80.82,3.81,4.99,5.62,0.09
1667822400,2,183.58,0.15,8.31,80.82,3.81,4.83,5.49,0.08
1667826000,1,181.91,0.17,8.31,78.68,3.61,4.66,5.21,0.08
1667829600,1,183.58,0.11,9.51,77.96,3.99,4.96,5.75,0.09
1667833200,1,181.91,0.05,10.02,76.53,4.17,4.94,6.06,0.1
1667836800,1,181.91,0.01,9.94,73.67,3.99,4.81,6.22,0.13
1667840400,1,181.91,0.0,9.08,70.1,3.4,4.69,6.8,0.16
1667844000,1,183.58,0.0,8.23,69.38,2.98,4.19,6.8,0.23
1667847600,1,183.58,0.0,7.54,71.53,2.89,4.14,7.56,0.33
1667851200,1,180.24,0.0,6.43,73.67,2.71,4.6,8.26,0.38
1667854800,1,178.58,0.0,5.31,70.1,2.38,3.92,6.49,0.39
1667858400,1,181.91,0.0,4.71,72.24,2.18,2.78,4.72,0.37
1667862000,1,185.25,0.0,4.37,77.96,2.26,2.08,3.77,0.32
1667865600,2,185.25,0.0,3.43,82.25,2.18,1.86,3.7,0.33
1667869200,2,185.25,0.0,3.13,82.97,1.91,1.8,3.3,0.35
1667872800,2,183.58,0.0,3.0,80.82,1.65,1.83,2.78,0.32
1667876400,2,181.91,0.0,2.83,81.54,1.58,1.53,2.04,0.28
1667880000,2,183.58,0.0,3.0,80.11,1.8,1.36,1.65,0.23
1667883600,1,183.58,0.0,3.64,75.1,2.09,1.58,1.84,0.17
1667887200,1,183.58,0.0,4.58,72.24,2.44,1.87,2.19,0.11
1667890800,1,186.92,0.0,6.94,68.66,3.25,2.19,2.7,0.11
1667894400,1,190.26,0.0,9.34,67.23,3.76,2.34,3.04,0.13
1667898000,1,190.26,0.02,10.2,69.38,3.99,2.46,3.25,0.14
1667901600,1,190.26,0.07,9.6,67.95,3.99,2.64,3.48,0.14
1667905200,1,188.59,0.12,8.65,63.66,3.81,3.16,4.13,0.14
1667908800,1,185.25,0.17,7.97,61.51,3.7,3.19,4.41,0.14
1667912400,1,183.58,0.25,7.54,59.37,3.43,2.82,3.98,0.14
1667916000,1,183.58,0.36,7.37,57.22,3.34,2.55,3.53,0.13
1667919600,1,183.58,0.3,7.37,55.07,3.19,2.32,3.18,0.12
1667923200,1,183.58,0.1,7.8,53.64,3.13,2.34,3.5,0.13
1667926800,1,183.58,0.0,8.57,52.93,3.22,2.7,4.29,0.15
1667930400,1,181.91,0.0,9.08,52.93,3.31,3.38,5.4,0.16
1667934000,1,181.91,0.0,9.08,54.36,3.46,4.09,6.59,0.15
1667937600,1,183.58,0.0,8.57,56.51,3.55,4.68,7.6,0.14
1667941200,1,181.91,0.0,7.88,57.94,3.52,4.74,7.28,0.13
1667944800,1,181.91,0.0,7.71,57.94,3.52,4.73,6.78,0.12
1667948400,1,181.91,0.0,7.63,56.51,3.49,4.49,6.22,0.12
1667952000,1,181.91,0.0,6.94,54.36,3.25,4.22,5.77,0.09
1667955600,1,181.91,0.0,6.51,52.21,3.22,3.9,5.22,0.08
1667959200,1,183.58,0.0,6.25,50.78,3.22,3.55,4.72,0.09
1667962800,1,183.58,0.0,6.17,50.07,3.31,3.34,4.63,0.09
1667966400,1,181.91,0.0,6.17,50.07,3.4,3.19,4.53,0.09
1667970000,1,180.24,0.0,6.25,50.07,3.52,3.08,4.41,0.09
1667973600,1,180.24,0.0,6.77,51.5,3.7,2.79,3.85,0.1
1667977200,1,183.58,0.0,9.17,49.35,4.41,2.55,3.45,0.16
1667980800,1,186.92,0.03,11.48,45.42,4.71,2.18,2.88,0.24
1667984400,1,188.59,0.56,11.14,45.78,4.29,1.68,2.2,0.32
1667988000,1,186.92,1.03,8.48,50.78,3.52,1.25,1.71,0.38
1667991600,1,183.58,1.01,6.43,56.51,3.04,1.14,1.66,0.41
1667995200,1,180.24,0.82,5.4,59.37,2.74,1.25,2.0,0.46
1667998800,1,180.24,0.67,5.18,58.65,2.5,1.32,2.28,0.48
1668002400,1,181.91,0.69,6.08,52.93,2.77,1.39,2.43,0.54
1668006000,1,183.58,0.57,7.37,46.49,3.1,1.5,2.55,0.61
1668009600,1,185.25,0.2,9.94,40.05,3.64,1.62,2.56,0.67
1668013200,1,188.59,0.04,13.19,33.62,3.99,1.78,2.61,0.75
1668016800,1,193.6,0.08,15.59,28.97,4.17,1.93,2.69,0.76
1668020400,1,196.93,0.11,16.96,26.82,4.59,2.14,2.92,0.71
1668024000,1,198.6,0.09,16.45,27.54,4.77,2.33,3.19,0.63
1668027600,1,198.6,0.06,15.25,30.04,4.59,2.43,3.39,0.53
1668031200,1,198.6,0.04,14.57,32.9,4.47,2.48,3.66,0.46
1668034800,1,196.93,0.02,14.05,36.12,4.35,2.48,4.19,0.38
1668038400,1,193.6,0.01,12.0,39.7,3.87,2.38,4.9,0.3
1668042000,1,191.93,0.0,10.45,42.56,3.76,2.34,5.35,0.25
1668045600,1,188.59,0.0,8.91,45.78,3.7,2.2,5.01,0.22
1668049200,1,185.25,0.0,7.54,50.78,3.7,2.08,4.62,0.19
1668052800,1,183.58,0.0,6.17,57.94,3.58,2.02,4.82,0.15
1668056400,1,183.58,0.0,5.48,66.52,3.61,2.03,5.58,0.13
1668060000,1,183.58,0.0,5.65,72.96,3.7,2.01,6.16,0.12
1668063600,1,186.92,0.0,8.14,73.67,4.35,2.16,6.66,0.16
1668067200,1,188.59,0.02,10.54,72.96,4.71,2.35,7.29,0.18
1668070800,1,188.59,0.39,10.37,74.39,4.71,2.42,7.84,0.18
1668074400,1,188.59,0.38,9.34,76.53,4.41,2.31,7.75,0.18
1668078000,1,185.25,0.47,8.31,77.96,4.29,2.18,7.15,0.19
1668081600,2,183.58,0.4,7.54,80.11,4.05,2.13,6.54,0.19
1668085200,2,181.91,0.31,7.28,82.97,3.87,2.19,6.69,0.19
1668088800,2,181.91,0.21,7.54,83.68,3.87,2.32,7.15,0.2
1668092400,2,183.58,0.11,7.88,84.4,3.78,2.46,7.63,0.2
1668096000,2,185.25,0.03,8.65,84.4,3.81,2.6,7.84,0.2
1668099600,2,186.92,0.0,9.94,82.25,3.87,2.74,7.97,0.21
1668103200,1,188.59,0.0,11.48,79.39,4.17,2.93,8.29,0.23
1668106800,1,190.26,0.0,12.34,76.53,4.71,3.1,8.29,0.28
1668110400,1,190.26,0.0,11.82,75.1,4.77,2.98,7.46,0.35
1668114000,1,190.26,0.0,10.54,74.39,4.53,2.59,5.99,0.36
1668117600,1,188.59,0.0,9.6,73.67,4.29,2.2,4.75,0.35
1668121200,1,188.59,0.0,8.74,74.39,3.99,1.98,4.21,0.35
1668124800,1,188.59,0.0,7.54,75.82,3.67,1.94,4.27,0.31
1668128400,1,188.59,0.0,6.94,75.1,3.58,2.05,4.55,0.24
1668132000,1,186.92,0.0,6.77,73.67,3.58,2.2,4.72,0.16
1668135600,1,185.25,0.0,6.77,70.81,3.64,2.44,4.89,0.11
1668139200,1,186.92,0.0,6.77,70.1,3.67,2.59,5.24,0.11
1668142800,1,188.59,0.0,6.77,68.66,3.64,2.64,5.33,0.11
1668146400,1,191.93,0.0,6.77,67.23,3.55,2.7,5.43,0.14
1668150000,1,195.26,0.0,8.23,63.66,3.76,2.9,5.74,0.19
1668153600,1,196.93,0.01,9.94,59.37,3.93,3.15,6.37,0.25
1668157200,1,196.93,0.33,10.02,57.94,3.99,3.41,6.91,0.27
1668160800,1,195.26,0.75,8.83,57.22,4.05,3.59,6.96,0.25
1668164400,1,191.93,0.78,8.05,57.22,3.99,3.51,6.62,0.24
1668168000,1,190.26,0.57,7.88,56.51,3.87,3.11,5.84,0.23
1668171600,1,190.26,0.61,8.48,55.79,3.87,2.73,4.96,0.24
1668175200,1,191.93,0.95,9.94,53.64,4.41,2.68,4.62,0.28
1668178800,1,193.6,0.95,11.65,52.21,4.95,2.73,4.54,0.32
1668182400,1,196.93,0.48,15.94,45.78,5.9,2.98,4.78,0.38
1668186000,1,200.27,0.04,20.39,36.12,6.08,3.31,5.12,0.4
1668189600,1,205.28,0.11,24.33,28.25,6.2,3.81,5.64,0.42
1668193200,1,216.96,0.36,29.47,19.13,7.15,4.69,6.58,0.44
1668196800,1,226.97,0.92,32.9,11.18,7.99,5.45,7.42,0.44
1668200400,1,226.97,1.2,31.87,8.76,7.87,5.64,7.66,0.42
1668204000,1,223.64,1.08,28.79,9.48,7.57,5.52,7.55,0.42
1668207600,1,220.3,0.63,26.05,12.7,6.91,5.31,7.29,0.4
1668211200,1,211.95,0.17,21.42,19.31,5.6,4.9,6.78,0.31
1668214800,1,205.28,0.04,16.62,25.39,4.47,4.58,6.37,0.25
1668218400,1,201.94,0.03,13.88,27.54,4.05,4.53,6.29,0.23
1668222000,1,201.94,0.03,12.85,26.82,3.99,4.61,6.37,0.23
1668225600,1,201.94,0.04,12.17,25.75,4.11,4.75,6.53,0.24
1668229200,1,205.28,0.04,11.65,26.11,4.29,4.98,6.77,0.24
1668232800,1,213.62,0.04,11.65,27.89,4.65,5.4,7.22,0.26
1668236400,1,230.31,0.11,15.25,25.39,5.78,6.28,8.17,0.34
1668240000,1,243.66,0.63,21.42,15.2,6.91,7.03,9.01,0.4
1668243600,1,253.68,3.1,22.28,9.92,7.57,7.64,9.72,0.44
1668247200,1,257.02,7.82,15.59,15.2,7.63,7.61,9.71,0.45
1668250800,1,253.68,8.49,13.02,17.17,7.57,7.39,9.56,0.46
