End Date,End Time,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units,
21/01/2023,18:00:00,86.7,R ugm-3 (Ref.eq),210.51249,R ugm-3,106.20606,R ugm-3,428.98737,R ugm-3,2.18983,R ugm-3,21.0,R ugm-3 (BAM),
21/01/2023,19:00:00,66.7,R ugm-3 (Ref.eq),171.92804,R ugm-3,102.86274,R ugm-3,366.48205,R ugm-3,0.88360,R ugm-3,27.0,R ugm-3 (BAM),
21/01/2023,20:00:00,43.3,R ugm-3 (Ref.eq),200.14189,R ugm-3,102.14233,R ugm-3,409.02227,R ugm-3,1.30085,R ugm-3,30.0,R ugm-3 (BAM),
21/01/2023,21:00:00,56.7,R ugm-3 (Ref.eq),230.09948,R ugm-3,116.72221,R ugm-3,469.53649,R ugm-3,2.88349,R ugm-3,47.0,R ugm-3 (BAM),
21/01/2023,22:00:00,58.3,R ugm-3 (Ref.eq),287.81377,R ugm-3,103.47785,R ugm-3,544.78614,R ugm-3,2.62365,R ugm-3,52.0,R ugm-3 (BAM),
21/01/2023,23:00:00,55.8,R ugm-3 (Ref.eq),283.48536,R ugm-3,126.38147,R ugm-3,561.05297,R ugm-3,2.20096,R ugm-3,63.0,R ugm-3 (BAM),
21/01/2023,24:00:00,59.2,R ugm-3 (Ref.eq),214.05202,R ugm-3,94.45825,R ugm-3,422.66677,R ugm-3,2.45651,R ugm-3,63.0,R ugm-3 (BAM),
22/01/2023,01:00:00,50.0,R ugm-3 (Ref.eq),261.00567,R ugm-3,94.90404,R ugm-3,495.10715,R ugm-3,1.87057,R ugm-3,53.0,R ugm-3 (BAM),
22/01/2023,02:00:00,52.5,R ugm-3 (Ref.eq),204.14196,R ugm-3,70.26262,R ugm-3,383.27592,R ugm-3,,,55.0,R ugm-3 (BAM),
22/01/2023,03:00:00,44.2,R ugm-3 (Ref.eq),158.47617,R ugm-3,83.87596,R ugm-3,326.86936,R ugm-3,1.87187,R ugm-3,56.0,R ugm-3 (BAM),
22/01/2023,04:00:00,41.7,R ugm-3 (Ref.eq),148.36099,R ugm-3,79.49099,R ugm-3,306.97468,R ugm-3,1.36750,R ugm-3,55.0,R ugm-3 (BAM),
22/01/2023,05:00:00,45.8,R ugm-3 (Ref.eq),142.51065,R ugm-3,65.91991,R ugm-3,284.43319,R ugm-3,1.78091,R ugm-3,57.0,R ugm-3 (BAM),
22/01/2023,06:00:00,50.0,R ugm-3 (Ref.eq),173.34523,R ugm-3,60.92866,R ugm-3,326.72097,R ugm-3,1.85939,R ugm-3,58.0,R ugm-3 (BAM),
22/01/2023,07:00:00,43.3,R ugm-3 (Ref.eq),187.92722,R ugm-3,63.87509,R ugm-3,352.02614,R ugm-3,1.27396,R ugm-3,54.0,R ugm-3 (BAM),
22/01/2023,08:00:00,40.8,R ugm-3 (Ref.eq),172.61637,R ugm-3,76.08955,R ugm-3,340.76430,R ugm-3,1.65269,R ugm-3,51.0,R ugm-3 (BAM),
22/01/2023,09:00:00,42.5,R ugm-3 (Ref.eq),188.82043,R ugm-3,51.06364,R ugm-3,340.58426,R ugm-3,1.79174,R ugm-3,47.0,R ugm-3 (BAM),
22/01/2023,10:00:00,48.3,R ugm-3 (Ref.eq),171.80350,R ugm-3,71.16304,R ugm-3,334.59140,R ugm-3,1.50850,R ugm-3,57.0,R ugm-3 (BAM),
22/01/2023,11:00:00,43.3,R ugm-3 (Ref.eq),150.08702,R ugm-3,57.15302,R ugm-3,287.28324,R ugm-3,1.70982,R ugm-3,49.0,R ugm-3 (BAM),
22/01/2023,12:00:00,43.3,R ugm-3 (Ref.eq),140.68261,R ugm-3,70.80234,R ugm-3,286.51267,R ugm-3,2.42029,R ugm-3,52.0,R ugm-3 (BAM),
22/01/2023,13:00:00,42.5,R ugm-3 (Ref.eq),111.19184,R ugm-3,91.00976,R ugm-3,261.50154,R ugm-3,3.09458,R ugm-3,47.0,R ugm-3 (BAM),
22/01/2023,14:00:00,44.2,R ugm-3 (Ref.eq),127.25589,R ugm-3,79.57023,R ugm-3,274.69321,R ugm-3,3.52061,R ugm-3,48.0,R ugm-3 (BAM),
22/01/2023,15:00:00,50.8,R ugm-3 (Ref.eq),113.59810,R ugm-3,87.53591,R ugm-3,261.71723,R ugm-3,3.06220,R ugm-3,45.0,R ugm-3 (BAM),
22/01/2023,16:00:00,49.2,R ugm-3 (Ref.eq),85.92790,R ugm-3,99.13063,R ugm-3,230.88490,R ugm-3,2.43495,R ugm-3,52.0,R ugm-3 (BAM),
22/01/2023,17:00:00,67.5,R ugm-3 (Ref.eq),231.62089,R ugm-3,134.06201,R ugm-3,489.20910,R ugm-3,2.24307,R ugm-3,69.0,R ugm-3 (BAM),
22/01/2023,18:00:00,87.5,R ugm-3 (Ref.eq),289.01384,R ugm-3,183.91410,R ugm-3,627.06247,R ugm-3,1.95319,R ugm-3,91.0,R ugm-3 (BAM),
22/01/2023,19:00:00,90.0,R ugm-3 (Ref.eq),411.60491,R ugm-3,193.29698,R ugm-3,824.41571,R ugm-3,2.92051,R ugm-3,102.0,R ugm-3 (BAM),
22/01/2023,20:00:00,88.3,R ugm-3 (Ref.eq),317.33297,R ugm-3,169.05937,R ugm-3,655.62980,R ugm-3,2.65713,R ugm-3,109.0,R ugm-3 (BAM),
22/01/2023,21:00:00,91.7,R ugm-3 (Ref.eq),356.85726,R ugm-3,147.48734,R ugm-3,694.66084,R ugm-3,2.43356,R ugm-3,114.0,R ugm-3 (BAM),
22/01/2023,22:00:00,88.3,R ugm-3 (Ref.eq),301.44873,R ugm-3,130.77491,R ugm-3,592.98986,R ugm-3,2.51289,R ugm-3,113.0,R ugm-3 (BAM),
22/01/2023,23:00:00,84.2,R ugm-3 (Ref.eq),327.74820,R ugm-3,126.98366,R ugm-3,629.52389,R ugm-3,2.53484,R ugm-3,104.0,R ugm-3 (BAM),
22/01/2023,24:00:00,81.7,R ugm-3 (Ref.eq),246.74704,R ugm-3,92.79012,R ugm-3,471.13031,R ugm-3,2.06660,R ugm-3,95.0,R ugm-3 (BAM),
23/01/2023,01:00:00,78.3,R ugm-3 (Ref.eq),223.58342,R ugm-3,80.69157,R ugm-3,423.51470,R ugm-3,2.07473,R ugm-3,101.0,R ugm-3 (BAM),
23/01/2023,02:00:00,65.0,R ugm-3 (Ref.eq),219.15321,R ugm-3,85.24078,R ugm-3,421.27101,R ugm-3,,,92.0,R ugm-3 (BAM),
23/01/2023,03:00:00,56.7,R ugm-3 (Ref.eq),217.48480,R ugm-3,100.87375,R ugm-3,434.34580,R ugm-3,2.03162,R ugm-3,81.0,R ugm-3 (BAM),
23/01/2023,04:00:00,46.7,R ugm-3 (Ref.eq),186.73444,R ugm-3,92.60328,R ugm-3,378.92544,R ugm-3,1.89282,R ugm-3,63.0,R ugm-3 (BAM),
23/01/2023,05:00:00,40.0,R ugm-3 (Ref.eq),188.74168,R ugm-3,97.75818,R ugm-3,387.15806,R ugm-3,1.73297,R ugm-3,56.0,R ugm-3 (BAM),
23/01/2023,06:00:00,46.7,R ugm-3 (Ref.eq),209.86553,R ugm-3,87.20149,R ugm-3,408.99081,R ugm-3,1.57630,R ugm-3,56.0,R ugm-3 (BAM),
23/01/2023,07:00:00,46.7,R ugm-3 (Ref.eq),203.57324,R ugm-3,95.50771,R ugm-3,407.64899,R ugm-3,1.60893,R ugm-3,62.0,R ugm-3 (BAM),
23/01/2023,08:00:00,52.5,R ugm-3 (Ref.eq),297.62370,R ugm-3,100.35249,R ugm-3,556.70246,R ugm-3,1.72698,R ugm-3,63.0,R ugm-3 (BAM),
23/01/2023,09:00:00,46.7,R ugm-3 (Ref.eq),308.00216,R ugm-3,122.35208,R ugm-3,594.61548,R ugm-3,1.81604,R ugm-3,65.0,R ugm-3 (BAM),
23/01/2023,10:00:00,52.5,R ugm-3 (Ref.eq),323.12391,R ugm-3,117.49800,R ugm-3,612.94775,R ugm-3,1.32609,R ugm-3,63.0,R ugm-3 (BAM),
23/01/2023,11:00:00,55.0,R ugm-3 (Ref.eq),298.56851,R ugm-3,114.63767,R ugm-3,572.43633,R ugm-3,1.85126,R ugm-3,59.0,R ugm-3 (BAM),
23/01/2023,12:00:00,56.7,R ugm-3 (Ref.eq),236.84567,R ugm-3,121.27625,R ugm-3,484.43455,R ugm-3,1.24163,R ugm-3,61.0,R ugm-3 (BAM),
23/01/2023,13:00:00,56.7,R ugm-3 (Ref.eq),247.75583,R ugm-3,121.71126,R ugm-3,501.59823,R ugm-3,1.81464,R ugm-3,62.0,R ugm-3 (BAM),
23/01/2023,14:00:00,65.8,R ugm-3 (Ref.eq),296.27914,R ugm-3,141.87521,R ugm-3,596.16356,R ugm-3,1.85760,R ugm-3,67.0,R ugm-3 (BAM),
23/01/2023,15:00:00,22.5,R ugm-3 (Ref.eq),138.82503,R ugm-3,96.81740,R ugm-3,309.67948,R ugm-3,3.70731,R ugm-3,18.0,R ugm-3 (BAM),
23/01/2023,16:00:00,30.0,R ugm-3 (Ref.eq),196.18468,R ugm-3,98.98755,R ugm-3,399.79987,R ugm-3,3.10446,R ugm-3,13.0,R ugm-3 (BAM),
23/01/2023,17:00:00,24.2,R ugm-3 (Ref.eq),134.11482,R ugm-3,96.92477,R ugm-3,302.56462,R ugm-3,2.49363,R ugm-3,15.0,R ugm-3 (BAM),
23/01/2023,18:00:00,28.3,R ugm-3 (Ref.eq),180.68583,R ugm-3,66.37619,R ugm-3,343.42393,R ugm-3,2.68641,R ugm-3,15.0,R ugm-3 (BAM),
23/01/2023,19:00:00,35.8,R ugm-3 (Ref.eq),191.06158,R ugm-3,124.79164,R ugm-3,417.74864,R ugm-3,2.02075,R ugm-3,25.0,R ugm-3 (BAM),
23/01/2023,20:00:00,25.0,R ugm-3 (Ref.eq),147.06151,R ugm-3,83.66860,R ugm-3,309.15978,R ugm-3,1.49573,R ugm-3,21.0,R ugm-3 (BAM),
23/01/2023,21:00:00,25.0,R ugm-3 (Ref.eq),44.50096,R ugm-3,85.64574,R ugm-3,153.87959,R ugm-3,2.61601,R ugm-3,22.0,R ugm-3 (BAM),
23/01/2023,22:00:00,29.2,R ugm-3 (Ref.eq),52.88740,R ugm-3,81.94182,R ugm-3,163.03471,R ugm-3,2.55085,R ugm-3,20.0,R ugm-3 (BAM),
23/01/2023,23:00:00,18.3,R ugm-3 (Ref.eq),61.59121,R ugm-3,68.09229,R ugm-3,162.53084,R ugm-3,2.77792,R ugm-3,21.0,R ugm-3 (BAM),
23/01/2023,24:00:00,21.7,R ugm-3 (Ref.eq),71.35492,R ugm-3,57.65196,R ugm-3,167.06130,R ugm-3,3.25449,R ugm-3,21.0,R ugm-3 (BAM),
24/01/2023,01:00:00,14.2,R ugm-3 (Ref.eq),17.94529,R ugm-3,51.71425,R ugm-3,79.22998,R ugm-3,7.41329,R ugm-3,14.0,R ugm-3 (BAM),
24/01/2023,02:00:00,16.7,R ugm-3 (Ref.eq),11.26259,R ugm-3,38.13095,R ugm-3,55.40002,R ugm-3,,,15.0,R ugm-3 (BAM),
24/01/2023,03:00:00,11.7,R ugm-3 (Ref.eq),3.32992,R ugm-3,24.83730,R ugm-3,29.94310,R ugm-3,31.64781,R ugm-3,10.0,R ugm-3 (BAM),
24/01/2023,04:00:00,10.0,R ugm-3 (Ref.eq),5.06594,R ugm-3,29.52993,R ugm-3,37.29760,R ugm-3,33.40757,R ugm-3,13.0,R ugm-3 (BAM),
24/01/2023,05:00:00,12.5,R ugm-3 (Ref.eq),7.16402,R ugm-3,33.19090,R ugm-3,44.17558,R ugm-3,26.63112,R ugm-3,10.0,R ugm-3 (BAM),
24/01/2023,06:00:00,15.0,R ugm-3 (Ref.eq),22.52923,R ugm-3,35.65909,R ugm-3,70.20342,R ugm-3,25.11060,R ugm-3,7.0,R ugm-3 (BAM),
24/01/2023,07:00:00,19.2,R ugm-3 (Ref.eq),87.01562,R ugm-3,86.33021,R ugm-3,219.75231,R ugm-3,15.17391,R ugm-3,18.0,R ugm-3 (BAM),
24/01/2023,08:00:00,20.8,R ugm-3 (Ref.eq),113.15067,R ugm-3,88.04934,R ugm-3,261.54461,R ugm-3,9.89313,R ugm-3,19.0,R ugm-3 (BAM),
24/01/2023,09:00:00,19.2,R ugm-3 (Ref.eq),211.75158,R ugm-3,95.68196,R ugm-3,420.36320,R ugm-3,8.85412,R ugm-3,15.0,R ugm-3 (BAM),
24/01/2023,10:00:00,19.2,R ugm-3 (Ref.eq),222.74848,R ugm-3,143.88978,R ugm-3,482.09956,R ugm-3,11.77244,R ugm-3,10.0,R ugm-3 (BAM),
24/01/2023,11:00:00,37.5,R ugm-3 (Ref.eq),289.54152,R ugm-3,143.57073,R ugm-3,587.52820,R ugm-3,7.58186,R ugm-3,16.0,R ugm-3 (BAM),
24/01/2023,12:00:00,106.7,R ugm-3 (Ref.eq),119.87781,R ugm-3,49.56749,R ugm-3,233.37757,R ugm-3,9.60181,R ugm-3,10.0,R ugm-3 (BAM),
24/01/2023,13:00:00,94.2,R ugm-3 (Ref.eq),69.87232,R ugm-3,55.62442,R ugm-3,162.76048,R ugm-3,16.82355,R ugm-3,17.0,R ugm-3 (BAM),
24/01/2023,14:00:00,164.2,R ugm-3 (Ref.eq),102.50953,R ugm-3,69.47798,R ugm-3,226.65706,R ugm-3,13.59905,R ugm-3,25.0,R ugm-3 (BAM),
24/01/2023,15:00:00,158.3,R ugm-3 (Ref.eq),153.15406,R ugm-3,53.97585,R ugm-3,288.80880,R ugm-3,9.37330,R ugm-3,29.0,R ugm-3 (BAM),
24/01/2023,16:00:00,,,,,,,,,8.26539,R ugm-3,,,
24/01/2023,17:00:00,60.0,R ugm-3 (Ref.eq),232.99442,R ugm-3,94.61694,R ugm-3,451.87006,R ugm-3,5.57843,R ugm-3,21.0,R ugm-3 (BAM),
24/01/2023,18:00:00,44.2,R ugm-3 (Ref.eq),202.33961,R ugm-3,128.35568,R ugm-3,438.60541,R ugm-3,3.09503,R ugm-3,23.0,R ugm-3 (BAM),
24/01/2023,19:00:00,47.5,R ugm-3 (Ref.eq),163.06691,R ugm-3,99.82105,R ugm-3,349.85349,R ugm-3,1.77004,R ugm-3,19.0,R ugm-3 (BAM),
24/01/2023,20:00:00,52.5,R ugm-3 (Ref.eq),132.87973,R ugm-3,90.10631,R ugm-3,293.85238,R ugm-3,2.10951,R ugm-3,27.0,R ugm-3 (BAM),
24/01/2023,21:00:00,30.0,R ugm-3 (Ref.eq),122.72245,R ugm-3,100.96322,R ugm-3,289.13502,R ugm-3,2.00892,R ugm-3,27.0,R ugm-3 (BAM),
24/01/2023,22:00:00,30.8,R ugm-3 (Ref.eq),173.81498,R ugm-3,89.57890,R ugm-3,356.09149,R ugm-3,1.44608,R ugm-3,33.0,R ugm-3 (BAM),
24/01/2023,23:00:00,43.3,R ugm-3 (Ref.eq),254.23099,R ugm-3,90.50530,R ugm-3,480.32071,R ugm-3,2.41919,R ugm-3,42.0,R ugm-3 (BAM),
24/01/2023,24:00:00,35.8,R ugm-3 (Ref.eq),241.48483,R ugm-3,80.64899,R ugm-3,450.92056,R ugm-3,1.64206,R ugm-3,38.0,R ugm-3 (BAM),
25/01/2023,01:00:00,35.8,R ugm-3 (Ref.eq),194.19339,R ugm-3,78.18262,R ugm-3,375.94167,R ugm-3,1.89572,R ugm-3,35.0,R ugm-3 (BAM),
25/01/2023,02:00:00,32.5,R ugm-3 (Ref.eq),147.25537,R ugm-3,79.22662,R ugm-3,305.01504,R ugm-3,,,37.0,R ugm-3 (BAM),
25/01/2023,03:00:00,31.7,R ugm-3 (Ref.eq),134.23232,R ugm-3,55.47166,R ugm-3,261.29169,R ugm-3,1.75751,R ugm-3,35.0,R ugm-3 (BAM),
25/01/2023,04:00:00,35.0,R ugm-3 (Ref.eq),120.66729,R ugm-3,62.47997,R ugm-3,247.50058,R ugm-3,1.51873,R ugm-3,31.0,R ugm-3 (BAM),
25/01/2023,05:00:00,31.7,R ugm-3 (Ref.eq),98.42229,R ugm-3,59.34512,R ugm-3,210.25720,R ugm-3,1.11156,R ugm-3,36.0,R ugm-3 (BAM),
25/01/2023,06:00:00,34.2,R ugm-3 (Ref.eq),56.10811,R ugm-3,59.11679,R ugm-3,145.14803,R ugm-3,1.38826,R ugm-3,35.0,R ugm-3 (BAM),
25/01/2023,07:00:00,29.2,R ugm-3 (Ref.eq),127.95544,R ugm-3,51.76538,R ugm-3,247.96099,R ugm-3,1.24921,R ugm-3,37.0,R ugm-3 (BAM),
25/01/2023,08:00:00,45.8,R ugm-3 (Ref.eq),107.80689,R ugm-3,57.61758,R ugm-3,222.91918,R ugm-3,0.87033,R ugm-3,38.0,R ugm-3 (BAM),
25/01/2023,09:00:00,30.8,R ugm-3 (Ref.eq),66.08221,R ugm-3,47.62180,R ugm-3,148.94644,R ugm-3,1.58254,R ugm-3,32.0,R ugm-3 (BAM),
25/01/2023,10:00:00,23.3,R ugm-3 (Ref.eq),53.67257,R ugm-3,60.57873,R ugm-3,142.87553,R ugm-3,4.42871,R ugm-3,25.0,R ugm-3 (BAM),
25/01/2023,11:00:00,26.7,R ugm-3 (Ref.eq),50.46724,R ugm-3,39.76894,R ugm-3,117.15096,R ugm-3,5.10680,R ugm-3,29.0,R ugm-3 (BAM),
25/01/2023,12:00:00,27.5,R ugm-3 (Ref.eq),37.88339,R ugm-3,53.54504,R ugm-3,111.63209,R ugm-3,5.87130,R ugm-3,26.0,R ugm-3 (BAM),
25/01/2023,13:00:00,25.8,R ugm-3 (Ref.eq),65.81777,R ugm-3,84.76699,R ugm-3,185.68617,R ugm-3,7.18347,R ugm-3,24.0,R ugm-3 (BAM),
25/01/2023,14:00:00,27.5,R ugm-3 (Ref.eq),47.37640,R ugm-3,63.26546,R ugm-3,135.90827,R ugm-3,5.31764,R ugm-3,27.0,R ugm-3 (BAM),
25/01/2023,15:00:00,28.3,R ugm-3 (Ref.eq),51.15675,R ugm-3,59.45780,R ugm-3,137.89706,R ugm-3,3.08465,R ugm-3,33.0,R ugm-3 (BAM),
25/01/2023,16:00:00,23.3,R ugm-3 (Ref.eq),49.05703,R ugm-3,40.32159,R ugm-3,115.54132,R ugm-3,3.71505,R ugm-3,26.0,R ugm-3 (BAM),
25/01/2023,17:00:00,25.8,R ugm-3 (Ref.eq),44.58349,R ugm-3,50.24107,R ugm-3,118.60147,R ugm-3,1.78525,R ugm-3,28.0,R ugm-3 (BAM),
25/01/2023,18:00:00,33.3,R ugm-3 (Ref.eq),69.52574,R ugm-3,49.80487,R ugm-3,156.40952,R ugm-3,1.48186,R ugm-3,27.0,R ugm-3 (BAM),
25/01/2023,19:00:00,30.8,R ugm-3 (Ref.eq),74.84781,R ugm-3,53.23870,R ugm-3,168.00374,R ugm-3,0.94491,R ugm-3,31.0,R ugm-3 (BAM),
25/01/2023,20:00:00,25.0,R ugm-3 (Ref.eq),55.61373,R ugm-3,41.54894,R ugm-3,126.82214,R ugm-3,0.99690,R ugm-3,29.0,R ugm-3 (BAM),
25/01/2023,21:00:00,30.0,R ugm-3 (Ref.eq),57.45556,R ugm-3,53.47206,R ugm-3,141.56935,R ugm-3,1.06521,R ugm-3,31.0,R ugm-3 (BAM),
25/01/2023,22:00:00,25.8,R ugm-3 (Ref.eq),158.22562,R ugm-3,63.39428,R ugm-3,306.00351,R ugm-3,1.14897,R ugm-3,23.0,R ugm-3 (BAM),
25/01/2023,23:00:00,9.2,R ugm-3 (Ref.eq),28.00010,R ugm-3,35.79845,R ugm-3,78.73134,R ugm-3,7.20148,R ugm-3,16.0,R ugm-3 (BAM),
25/01/2023,24:00:00,9.2,R ugm-3 (Ref.eq),8.29197,R ugm-3,35.63742,R ugm-3,48.35159,R ugm-3,27.68231,R ugm-3,9.0,R ugm-3 (BAM),
26/01/2023,01:00:00,10.0,R ugm-3 (Ref.eq),6.35023,R ugm-3,32.47126,R ugm-3,42.20813,R ugm-3,27.53767,R ugm-3,7.0,R ugm-3 (BAM),
26/01/2023,02:00:00,12.5,R ugm-3 (Ref.eq),4.13401,R ugm-3,22.07721,R ugm-3,28.41594,R ugm-3,,,5.0,R ugm-3 (BAM),
26/01/2023,03:00:00,5.8,R ugm-3 (Ref.eq),2.95095,R ugm-3,20.88081,R ugm-3,25.40554,R ugm-3,36.19232,R ugm-3,6.0,R ugm-3 (BAM),
26/01/2023,04:00:00,10.0,R ugm-3 (Ref.eq),2.66163,R ugm-3,19.23189,R ugm-3,23.31299,R ugm-3,36.95168,R ugm-3,7.0,R ugm-3 (BAM),
26/01/2023,05:00:00,9.2,R ugm-3 (Ref.eq),4.18524,R ugm-3,20.76810,R ugm-3,27.18538,R ugm-3,38.32522,R ugm-3,7.0,R ugm-3 (BAM),
26/01/2023,06:00:00,9.2,R ugm-3 (Ref.eq),7.36889,R ugm-3,27.35056,R ugm-3,38.64937,R ugm-3,33.18415,R ugm-3,6.0,R ugm-3 (BAM),
26/01/2023,07:00:00,12.5,R ugm-3 (Ref.eq),64.49318,R ugm-3,50.32750,R ugm-3,149.21565,R ugm-3,25.03481,R ugm-3,7.0,R ugm-3 (BAM),
26/01/2023,08:00:00,10.8,R ugm-3 (Ref.eq),75.82428,R ugm-3,65.42178,R ugm-3,181.68406,R ugm-3,12.33916,R ugm-3,7.0,R ugm-3 (BAM),
26/01/2023,09:00:00,12.5,R ugm-3 (Ref.eq),123.00797,R ugm-3,93.82335,R ugm-3,282.43294,R ugm-3,13.84552,R ugm-3,10.0,R ugm-3 (BAM),
26/01/2023,10:00:00,13.3,R ugm-3 (Ref.eq),77.36883,R ugm-3,69.39555,R ugm-3,188.02611,R ugm-3,14.29410,R ugm-3,9.0,R ugm-3 (BAM),
26/01/2023,11:00:00,15.0,R ugm-3 (Ref.eq),71.73114,R ugm-3,56.28626,R ugm-3,166.27248,R ugm-3,15.48968,R ugm-3,11.0,R ugm-3 (BAM),
26/01/2023,12:00:00,16.7,R ugm-3 (Ref.eq),50.96162,R ugm-3,59.38471,R ugm-3,137.52477,R ugm-3,23.57301,R ugm-3,9.0,R ugm-3 (BAM),
26/01/2023,13:00:00,23.3,R ugm-3 (Ref.eq),85.52905,R ugm-3,89.11875,R ugm-3,220.26147,R ugm-3,26.65242,R ugm-3,14.0,R ugm-3 (BAM),
26/01/2023,14:00:00,31.7,R ugm-3 (Ref.eq),30.58783,R ugm-3,49.58232,R ugm-3,96.48300,R ugm-3,24.42911,R ugm-3,25.0,R ugm-3 (BAM),
26/01/2023,15:00:00,24.2,R ugm-3 (Ref.eq),54.51666,R ugm-3,68.31051,R ugm-3,151.90155,R ugm-3,22.48984,R ugm-3,16.0,R ugm-3 (BAM),
26/01/2023,16:00:00,14.2,R ugm-3 (Ref.eq),77.91012,R ugm-3,71.33801,R ugm-3,190.79852,R ugm-3,25.06983,R ugm-3,15.0,R ugm-3 (BAM),
26/01/2023,17:00:00,18.3,R ugm-3 (Ref.eq),107.62214,R ugm-3,78.04881,R ugm-3,243.06713,R ugm-3,20.61219,R ugm-3,12.0,R ugm-3 (BAM),
26/01/2023,18:00:00,20.0,R ugm-3 (Ref.eq),64.59608,R ugm-3,70.81757,R ugm-3,169.86352,R ugm-3,20.27921,R ugm-3,17.0,R ugm-3 (BAM),
26/01/2023,19:00:00,23.3,R ugm-3 (Ref.eq),198.73571,R ugm-3,101.69040,R ugm-3,406.41424,R ugm-3,24.62070,R ugm-3,14.0,R ugm-3 (BAM),
26/01/2023,20:00:00,17.5,R ugm-3 (Ref.eq),60.72806,R ugm-3,73.73086,R ugm-3,166.84591,R ugm-3,24.90175,R ugm-3,11.0,R ugm-3 (BAM),
26/01/2023,21:00:00,16.7,R ugm-3 (Ref.eq),49.10631,R ugm-3,66.05773,R ugm-3,141.35302,R ugm-3,22.61333,R ugm-3,13.0,R ugm-3 (BAM),
26/01/2023,22:00:00,12.5,R ugm-3 (Ref.eq),16.38170,R ugm-3,49.82983,R ugm-3,74.94808,R ugm-3,33.11994,R ugm-3,15.0,R ugm-3 (BAM),
26/01/2023,23:00:00,13.3,R ugm-3 (Ref.eq),46.32470,R ugm-3,27.89038,R ugm-3,98.92059,R ugm-3,36.93083,R ugm-3,9.0,R ugm-3 (BAM),
26/01/2023,24:00:00,14.2,R ugm-3 (Ref.eq),15.07452,R ugm-3,35.02173,R ugm-3,58.13567,R ugm-3,33.85101,R ugm-3,5.0,R ugm-3 (BAM),
