dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1631505600,1,303.75,0.0,13.2,41.13,8.7,4.76,7.18,0.23
1631509200,1,303.75,0.0,13.02,48.64,9.42,3.7,6.64,0.22
1631512800,1,313.76,0.01,17.99,43.99,10.25,3.86,7.09,0.28
1631516400,1,323.77,0.11,25.36,35.76,10.85,4.23,7.73,0.37
1631520000,1,323.77,0.56,27.42,33.62,11.21,4.27,8.04,0.41
1631523600,1,320.44,1.05,24.33,38.62,11.09,3.97,7.91,0.46
1631527200,1,307.08,0.85,16.11,51.5,8.35,3.23,6.81,0.48
1631530800,1,300.41,0.62,12.51,57.94,7.09,2.68,5.8,0.55
1631534400,1,297.07,0.48,10.54,64.37,6.14,2.34,5.24,0.6
1631538000,1,293.73,0.42,9.34,70.81,5.48,2.08,4.68,0.62
1631541600,1,290.39,0.45,10.28,72.96,5.96,1.91,4.3,0.59
1631545200,1,290.39,0.43,12.17,73.67,6.38,1.74,3.89,0.55
1631548800,1,297.07,0.94,19.19,65.09,9.06,1.93,4.01,0.63
1631552400,1,303.75,1.31,25.02,57.22,10.73,2.32,4.52,0.71
1631556000,1,307.08,0.5,27.76,52.21,11.8,2.73,5.07,0.68
1631559600,1,307.08,0.0,26.05,50.78,11.92,3.24,6.03,0.57
1631563200,1,307.08,0.0,22.62,52.21,11.56,3.75,7.0,0.41
1631566800,1,307.08,0.0,20.74,52.93,11.09,4.19,7.86,0.33
1631570400,1,303.75,0.0,19.54,52.21,10.01,4.64,9.1,0.29
1631574000,1,300.41,0.0,18.51,48.64,8.82,5.4,11.15,0.25
1631577600,1,300.41,0.0,17.82,44.35,8.35,6.26,12.53,0.23
1631581200,1,303.75,0.0,16.97,42.2,8.23,6.61,12.12,0.26
1631584800,1,307.08,0.0,16.11,41.13,8.58,6.42,10.58,0.31
1631588400,1,310.42,0.0,15.42,42.92,9.18,6.06,9.22,0.42
1631592000,1,310.42,0.0,14.4,47.92,9.78,5.96,8.35,0.67
1631595600,1,303.75,0.0,14.22,51.5,9.78,7.7,9.38,0.78
1631599200,2,310.42,0.01,19.36,42.56,10.49,11.55,12.86,0.77
1631602800,2,323.77,0.24,28.1,25.03,10.37,15.56,16.64,0.87
1631606400,2,337.12,1.59,31.87,13.95,9.78,17.51,18.52,1.06
1631610000,2,343.8,2.74,29.47,13.59,8.82,15.84,16.8,1.12
1631613600,2,333.79,2.46,24.33,18.42,7.75,11.22,12.1,1.12
1631617200,1,323.77,2.35,21.42,21.82,8.11,8.6,9.4,0.82
1631620800,1,317.1,2.29,21.08,22.89,9.18,8.24,8.96,0.58
1631624400,1,310.42,2.12,22.28,24.68,10.13,7.78,8.41,0.49
1631628000,1,307.08,2.6,23.99,23.96,11.44,7.68,8.29,0.46
1631631600,1,310.42,3.33,27.08,20.21,12.76,8.03,8.69,0.47
1631635200,2,337.12,15.65,33.24,5.9,14.42,10.23,11.06,0.63
1631638800,2,383.85,46.94,30.85,0.73,16.21,13.87,14.92,0.81
1631642400,2,427.25,74.21,27.76,0.09,18.6,17.39,18.65,0.91
1631646000,3,467.3,93.88,27.42,0.0,20.98,20.9,22.29,0.89
1631649600,4,507.36,110.87,30.5,0.0,22.65,25.43,26.8,0.52
1631653200,4,540.73,125.17,37.36,0.0,25.75,30.93,32.14,0.15
1631656800,4,460.63,75.1,45.24,0.0,24.08,25.95,26.95,0.0
1631660400,2,383.85,30.85,38.39,0.0,13.71,15.46,16.46,0.23
1631664000,1,330.45,6.65,29.47,0.72,10.01,8.21,9.37,0.44
1631667600,1,310.42,0.39,21.08,9.57,9.06,6.18,7.3,0.5
1631671200,1,310.42,0.08,17.99,16.81,9.18,7.25,8.32,0.42
1631674800,1,313.76,0.06,17.65,19.31,9.3,8.61,9.67,0.36
1631678400,1,310.42,0.04,16.97,21.82,9.3,8.73,9.69,0.35
1631682000,1,307.08,0.05,17.14,22.89,10.01,7.47,8.27,0.39
1631685600,1,313.76,0.14,21.59,20.21,11.8,6.02,6.74,0.5
1631689200,1,320.44,0.63,28.1,18.77,13.71,4.52,5.22,0.7
1631692800,1,327.11,2.71,29.13,25.03,14.42,4.28,4.97,0.67
1631696400,1,323.77,4.25,24.33,37.91,14.07,4.13,4.84,0.63
1631700000,1,307.08,3.24,17.99,58.65,11.56,3.41,4.06,0.51
1631703600,1,300.41,2.43,15.08,67.23,10.25,3.04,3.67,0.5
1631707200,1,297.07,1.87,13.37,70.1,9.06,2.84,3.49,0.56
1631710800,1,287.06,1.4,11.14,76.53,7.57,2.47,3.08,0.62
1631714400,2,283.72,0.94,10.63,82.25,7.03,2.2,2.74,0.71
1631718000,2,283.72,0.66,10.97,83.69,6.74,2.19,2.67,0.82
1631721600,1,307.08,1.72,30.16,55.08,9.3,3.47,4.02,1.24
1631725200,2,347.14,8.49,60.32,15.74,12.52,6.01,6.77,1.79
1631728800,2,383.85,21.91,71.29,1.74,14.78,8.65,9.63,1.96
1631732400,2,453.95,55.88,69.23,0.0,18.36,13.41,14.76,1.85
1631736000,2,520.71,94.77,60.32,0.0,20.74,18.99,20.76,1.76
1631739600,3,540.73,114.44,52.78,0.0,23.37,22.16,24.18,2.03
1631743200,3,527.38,114.44,50.04,0.0,23.6,22.56,24.65,2.41
1631746800,3,480.65,104.61,50.72,0.0,18.12,21.0,22.92,2.15
1631750400,2,427.25,82.25,50.72,0.0,12.28,18.69,20.4,1.58
1631754000,2,383.85,54.09,46.61,0.0,7.75,16.2,17.69,0.86
1631757600,2,343.8,33.08,38.04,0.0,5.48,14.22,15.57,0.47
1631761200,2,317.1,21.68,28.1,0.01,4.77,12.54,13.77,0.36
1631764800,2,297.07,18.33,20.56,0.02,4.83,11.36,12.43,0.36
1631768400,2,290.39,21.68,16.45,0.01,5.96,10.96,11.97,0.5
1631772000,2,317.1,41.13,16.62,0.0,10.13,12.8,13.97,1.08
1631775600,2,377.18,79.57,20.05,0.25,13.83,16.41,17.89,1.57
1631779200,2,427.25,118.02,21.08,0.95,13.95,19.28,21.06,1.36
1631782800,3,447.27,134.11,21.42,1.59,13.35,20.18,22.18,1.44
1631786400,2,303.75,3.91,20.56,61.51,9.3,10.94,11.84,1.54
1631790000,2,300.41,1.77,13.88,72.96,7.27,10.0,10.83,1.71
1631793600,2,293.73,1.09,12.0,77.25,6.26,10.98,11.75,1.49
1631797200,2,283.72,0.66,9.25,82.25,4.83,10.59,11.14,1.03
1631800800,2,277.04,0.59,8.14,84.4,4.41,9.69,10.06,0.82
1631804400,2,273.71,0.66,8.74,83.69,4.83,8.63,8.93,0.8
1631808000,1,277.04,1.12,15.25,73.67,6.86,7.88,8.21,0.88
1631811600,1,283.72,1.24,25.36,58.65,8.58,8.57,9.02,1.0
1631815200,1,283.72,0.33,30.16,50.78,8.82,9.84,10.43,1.05
1631818800,2,283.72,0.0,29.13,51.5,8.58,10.78,11.55,0.96
1631822400,2,280.38,0.0,27.08,50.07,8.11,10.52,11.5,0.82
1631826000,1,277.04,0.0,26.05,43.63,7.87,9.02,10.21,0.7
1631829600,1,280.38,0.01,24.68,40.05,7.33,7.2,8.89,0.57
1631833200,1,290.39,0.0,20.74,43.63,6.14,6.12,8.76,0.44
1631836800,1,300.41,0.0,16.97,48.64,5.54,5.86,9.5,0.4
1631840400,1,307.08,0.0,14.4,50.07,5.36,6.05,10.27,0.41
1631844000,1,307.08,0.0,13.02,50.78,5.31,6.67,10.96,0.4
1631847600,1,307.08,0.0,12.17,52.21,5.31,7.76,11.87,0.31
1631851200,1,307.08,0.0,12.0,54.36,5.48,8.45,12.52,0.28
1631854800,1,307.08,0.0,13.02,52.21,5.78,8.44,12.62,0.3
1631858400,1,317.1,0.01,18.51,43.99,6.5,8.47,13.05,0.38
1631862000,1,323.77,0.4,26.05,35.41,7.33,7.76,13.3,0.51
1631865600,1,330.45,1.79,27.76,34.69,8.23,7.52,14.13,0.46
1631869200,1,330.45,2.65,24.33,41.84,9.18,7.32,14.55,0.44
1631872800,1,317.1,0.8,13.71,70.81,6.5,4.81,9.34,0.27
1631876400,2,310.42,0.57,9.94,80.82,5.01,3.69,6.63,0.44
1631880000,2,303.75,0.47,7.37,87.98,3.93,2.83,4.96,0.68
1631883600,2,283.72,0.34,5.74,92.98,3.1,2.63,4.08,0.9
1631887200,2,270.37,0.26,5.66,90.84,3.04,4.75,5.65,1.11
1631890800,2,270.37,0.18,6.26,87.26,2.95,6.86,7.53,1.28
1631894400,1,277.04,0.48,13.71,72.96,4.47,8.04,8.8,1.43
1631898000,1,287.06,0.96,23.99,54.36,5.9,9.16,10.18,1.38
1631901600,2,297.07,0.39,32.9,41.84,7.33,11.67,13.1,1.08
1631905200,2,310.42,0.02,37.01,36.12,8.58,15.82,17.58,0.84
1631908800,2,317.1,0.02,34.96,34.69,8.23,19.98,21.8,0.7
1631912400,3,317.1,0.03,31.87,33.62,7.45,22.68,24.46,0.61
1631916000,3,313.76,0.02,27.76,35.05,6.2,23.37,25.19,0.55
1631919600,3,303.75,0.01,21.59,41.13,4.83,22.06,23.9,0.52
1631923200,2,290.39,0.0,15.25,48.64,3.7,19.15,20.89,0.55
1631926800,2,283.72,0.0,12.85,46.49,3.13,16.51,18.05,0.38
1631930400,2,277.04,0.02,13.71,33.62,3.07,15.03,16.42,0.21
1631934000,2,273.71,0.08,14.57,21.99,3.4,14.06,15.38,0.2
1631937600,2,270.37,0.33,16.28,12.7,3.99,13.62,14.94,0.24
1631941200,2,270.37,1.23,18.51,6.08,4.53,13.37,14.9,0.28
1631944800,2,290.39,8.49,21.76,0.73,6.38,13.74,15.63,0.45
1631948400,2,313.76,22.35,22.28,0.29,7.75,13.91,16.12,0.61
1631952000,2,323.77,30.85,20.22,1.81,8.11,12.97,15.25,0.66
1631955600,2,317.1,27.72,18.34,5.36,8.23,11.43,13.65,0.86
1631959200,1,280.38,1.84,10.45,67.23,5.36,7.06,8.27,1.43
1631962800,2,273.71,0.78,5.66,85.83,3.76,5.95,6.65,1.14
1631966400,2,273.71,0.54,4.54,95.84,3.01,6.26,6.73,1.08
1631970000,2,270.37,0.45,4.24,98.71,2.74,6.09,6.48,1.06
1631973600,2,263.69,0.45,4.54,97.28,2.95,5.14,5.53,1.05
1631977200,2,257.02,0.45,5.18,94.41,3.13,4.47,4.92,1.09
1631980800,1,267.03,1.7,18.85,67.23,4.95,4.61,5.22,1.27
1631984400,2,287.06,3.63,40.1,30.4,6.86,5.45,6.26,1.6
1631988000,2,303.75,4.47,53.47,7.51,8.11,6.29,7.31,1.76
1631991600,2,320.44,7.1,55.52,1.52,9.18,7.4,8.65,1.5
1631995200,2,327.11,7.49,56.21,1.12,9.3,8.64,10.07,1.14
1631998800,2,333.79,7.94,56.89,0.7,9.18,10.06,11.56,0.88
1632002400,2,333.79,7.1,54.84,0.67,8.11,11.39,13.07,0.67
1632006000,2,327.11,3.19,47.3,2.55,6.02,13.01,15.29,0.5
1632009600,2,320.44,0.39,34.62,11.98,4.83,14.1,16.97,0.45
1632013200,2,313.76,0.05,24.33,22.53,4.47,14.04,17.16,0.44
1632016800,2,310.42,0.05,20.56,23.25,4.23,13.53,16.63,0.38
1632020400,2,300.41,0.06,18.68,21.64,4.17,12.58,15.56,0.41
1632024000,2,300.41,0.22,22.62,15.91,7.27,12.15,15.07,0.79
1632027600,2,320.44,2.71,33.59,3.89,13.47,13.26,16.25,1.28
1632031200,2,377.18,25.71,40.1,0.01,25.51,17.05,20.26,2.41
1632034800,3,473.98,73.31,47.3,0.03,42.44,24.1,27.47,4.12
1632038400,4,560.76,119.81,52.09,0.21,51.5,31.05,34.36,4.81
1632042000,4,560.76,126.96,47.98,0.68,43.87,33.71,36.74,3.45
1632045600,4,363.83,11.29,43.53,15.74,20.03,25.93,27.73,0.69
1632049200,3,333.79,4.25,34.62,31.47,14.78,22.03,23.19,0.55
1632052800,2,317.1,3.13,29.47,42.56,12.99,17.56,18.36,0.52
1632056400,2,293.73,1.08,23.65,59.37,10.25,12.3,12.8,0.55
1632060000,1,280.38,0.57,20.39,66.52,8.94,9.57,9.93,0.55
1632063600,1,277.04,0.42,19.36,60.08,8.11,9.7,10.03,0.62
1632067200,2,280.38,0.48,22.28,42.56,7.75,10.84,11.27,0.87
1632070800,2,290.39,0.37,27.76,29.68,9.18,11.1,11.67,1.17
1632074400,2,297.07,0.11,29.47,27.54,11.09,10.58,11.22,1.38
1632078000,2,313.76,0.25,35.99,20.39,13.83,11.08,11.84,1.33
1632081600,2,330.45,3.58,47.3,5.63,13.71,12.57,13.47,1.03
1632085200,2,340.46,10.84,51.41,0.71,9.89,11.8,12.76,1.09
1632088800,2,320.44,2.32,42.5,6.97,6.44,7.12,8.1,1.46
1632092400,1,310.42,0.06,25.71,22.35,5.42,4.04,4.98,0.97
1632096000,1,313.76,0.01,18.51,30.76,6.08,3.28,4.22,0.67
1632099600,1,317.1,0.01,15.42,34.69,7.33,3.71,4.6,0.6
1632103200,1,317.1,0.01,14.22,35.41,7.39,3.78,4.57,0.46
1632106800,1,320.44,0.01,12.85,36.48,7.21,3.23,4.08,0.45
1632110400,1,323.77,0.01,12.34,36.48,7.33,2.98,4.04,0.5
1632114000,1,330.45,0.01,13.2,34.33,7.75,3.21,4.6,0.55
1632117600,1,340.46,0.07,18.17,27.9,8.7,3.8,5.53,0.65
1632121200,1,350.48,0.55,25.71,18.95,10.37,4.44,6.36,0.79
1632124800,1,353.81,2.77,27.42,16.63,11.8,4.74,6.72,0.91
1632128400,1,353.81,4.97,22.96,20.74,12.28,4.9,6.8,1.09
1632132000,1,340.46,3.52,16.62,29.68,10.01,5.19,6.66,1.31
1632135600,1,330.45,2.52,14.57,33.62,9.78,5.39,6.53,1.25
1632139200,1,320.44,1.87,14.22,37.19,9.42,5.5,6.42,1.2
1632142800,1,307.08,1.08,13.71,50.78,8.11,4.86,5.56,0.99
1632146400,1,297.07,0.56,13.71,60.08,7.87,4.19,4.74,0.91
1632150000,1,297.07,0.45,13.54,62.23,7.51,3.82,4.33,0.94
1632153600,1,303.75,1.17,19.54,53.64,9.78,4.17,4.74,1.11
1632157200,1,327.11,2.57,32.22,33.62,13.71,5.18,5.92,1.36
1632160800,2,347.14,1.68,44.55,14.66,16.21,6.17,7.08,1.43
1632164400,2,367.17,3.27,51.41,3.49,17.41,7.38,8.43,1.27
1632168000,2,383.85,9.28,50.04,0.27,17.17,8.7,9.87,1.0
1632171600,2,397.21,14.98,45.93,0.03,16.69,9.94,11.25,0.8
1632175200,2,407.22,20.34,42.5,0.0,15.5,11.32,12.76,0.59
1632178800,2,403.88,23.92,37.7,0.0,12.28,12.12,13.65,0.36
1632182400,2,390.53,23.92,30.85,0.0,9.3,11.97,13.6,0.23
1632186000,2,377.18,25.03,22.96,0.0,6.2,11.76,13.33,0.17
1632189600,2,367.17,26.15,18.34,0.0,5.31,11.59,13.08,0.18
1632193200,2,357.15,24.81,16.62,0.0,5.48,11.05,12.39,0.22
1632196800,2,347.14,22.58,16.28,0.0,5.9,10.24,11.39,0.25
1632200400,1,350.48,22.8,16.62,0.0,6.38,9.8,10.91,0.29
1632204000,2,387.19,37.1,19.54,0.0,9.3,11.31,12.62,0.59
1632207600,2,410.56,42.47,26.05,0.13,11.92,11.69,13.4,0.71
1632211200,2,433.92,57.22,28.45,0.72,14.31,13.07,15.35,0.76
1632214800,2,433.92,59.01,29.47,1.68,17.41,13.69,16.59,0.79
1632218400,2,380.52,21.01,37.01,8.32,26.23,11.68,15.05,0.55
1632222000,2,373.84,16.76,37.36,10.19,28.13,11.32,14.7,0.57
1632225600,2,363.83,14.19,37.01,10.73,28.13,10.7,13.98,0.65
1632229200,1,323.77,3.74,25.02,29.68,15.14,6.55,8.72,0.47
1632232800,1,307.08,1.65,18.51,42.92,10.61,4.75,6.4,0.46
1632236400,1,303.75,1.16,17.99,46.49,9.89,4.35,5.97,0.59
1632240000,2,340.46,12.18,45.24,14.84,12.04,6.1,7.94,1.38
1632243600,2,413.9,59.01,56.21,0.96,14.66,10.06,12.27,2.25
1632247200,2,480.65,105.5,54.15,0.07,17.41,14.01,16.55,2.34
1632250800,2,534.06,143.05,52.78,0.0,22.65,18.4,21.3,2.6
1632254400,3,574.11,168.09,48.67,0.0,27.42,22.5,25.77,2.95
1632258000,3,560.76,168.09,44.55,0.0,29.09,23.62,27.22,3.14
1632261600,3,494.0,137.69,38.39,0.0,23.13,20.6,24.25,2.63
1632265200,2,410.56,101.92,29.47,0.0,11.21,16.4,19.75,1.24
1632268800,2,353.81,75.1,23.31,0.0,5.42,14.18,17.04,0.52
1632272400,2,320.44,51.86,22.28,0.0,4.05,13.27,15.67,0.52
1632276000,2,300.41,43.36,17.82,0.0,3.87,13.47,15.7,0.46
1632279600,2,287.06,38.45,14.4,0.0,4.29,13.79,15.89,0.52
1632283200,2,277.04,35.76,12.68,0.0,5.01,14.0,16.05,0.63
1632286800,2,277.04,35.32,12.68,0.0,5.72,13.99,16.01,0.7
1632290400,2,303.75,45.15,15.08,0.0,8.46,15.1,17.13,0.96
1632294000,2,343.8,60.8,19.54,0.18,10.37,16.16,18.13,1.14
1632297600,2,363.83,73.31,20.05,1.34,10.61,16.03,18.05,1.06
1632301200,2,360.49,71.53,20.05,3.62,10.61,14.96,17.01,1.12
1632304800,1,310.42,7.38,18.34,48.64,9.66,6.73,8.17,1.06
1632308400,1,303.75,4.53,13.02,62.23,7.87,6.33,7.71,1.17
1632312000,1,300.41,3.24,10.71,74.39,6.91,7.12,8.57,1.33
1632315600,2,293.73,1.63,7.54,88.69,5.01,7.01,8.38,1.39
1632319200,2,290.39,1.12,7.03,92.98,4.77,7.05,8.39,1.41
1632322800,2,290.39,0.83,8.14,91.55,5.07,7.36,8.75,1.46
1632326400,1,297.07,1.08,17.82,74.39,6.5,7.56,9.05,1.65
1632330000,1,303.75,1.38,30.16,51.5,6.97,7.49,9.1,1.85
1632333600,1,310.42,0.35,38.04,35.05,7.15,7.19,8.9,1.93
1632337200,2,313.76,0.11,41.47,25.03,7.75,6.95,8.75,1.82
1632340800,1,313.76,0.1,38.73,24.32,7.57,6.19,8.09,1.54
1632344400,1,307.08,0.04,32.9,30.4,7.21,5.36,7.47,1.17
1632348000,1,300.41,0.01,26.39,38.98,6.26,4.53,6.7,0.83
1632351600,1,290.39,0.0,20.39,42.92,4.89,3.82,5.84,0.58
1632355200,1,280.38,0.0,15.94,43.99,4.11,3.38,5.27,0.45
1632358800,1,273.71,0.0,12.34,44.35,3.64,3.09,4.91,0.38
1632362400,1,273.71,0.0,9.85,45.42,3.52,2.96,4.8,0.35
1632366000,1,277.04,0.0,8.05,49.35,3.58,3.08,5.11,0.34
1632369600,1,283.72,0.0,6.68,57.22,3.67,3.41,5.83,0.36
1632373200,1,283.72,0.0,6.6,60.08,3.79,3.48,5.94,0.39
1632376800,1,287.06,0.0,9.0,58.65,4.17,3.35,5.75,0.5
1632380400,1,290.39,0.05,12.51,57.22,4.35,3.2,5.56,0.58
1632384000,1,290.39,0.55,13.71,58.65,4.47,3.02,5.25,0.63
1632387600,1,287.06,1.3,11.65,64.37,4.59,2.61,4.56,0.71
1632391200,1,283.72,1.3,10.03,70.1,4.59,2.18,3.82,0.79
1632394800,1,283.72,1.03,9.77,74.39,4.71,1.95,3.38,0.87
1632398400,1,280.38,0.71,10.11,77.25,4.53,1.72,3.01,0.94
1632402000,2,280.38,0.41,9.6,80.11,3.99,1.4,2.28,0.83
1632405600,1,287.06,0.35,9.94,77.25,4.11,1.3,1.91,0.68
1632409200,1,293.73,0.32,11.14,72.24,4.29,1.42,1.95,0.62
1632412800,1,303.75,0.53,16.28,62.94,5.31,1.83,2.4,0.65
1632416400,1,317.1,0.62,24.33,49.35,6.32,2.4,3.04,0.71
1632420000,1,323.77,0.13,29.13,39.34,6.8,2.93,3.64,0.72
1632423600,1,330.45,0.03,31.53,32.19,7.21,3.45,4.26,0.67
1632427200,1,333.79,0.06,32.56,26.11,7.33,4.0,4.95,0.58
1632430800,1,337.12,0.15,32.9,19.85,7.15,4.47,5.58,0.52
1632434400,1,337.12,0.36,32.9,13.77,6.5,4.91,6.18,0.47
1632438000,1,333.79,0.51,31.53,9.21,5.42,5.2,6.59,0.38
1632441600,1,327.11,0.69,29.13,6.35,4.83,5.38,6.89,0.32
1632445200,1,323.77,0.68,26.05,5.41,4.53,5.43,7.1,0.3
1632448800,1,320.44,0.48,22.28,6.62,4.41,5.45,7.35,0.33
1632452400,1,317.1,0.31,19.71,8.85,4.71,5.47,7.53,0.42
1632456000,1,317.1,0.21,17.82,11.8,5.19,5.91,7.99,0.49
1632459600,1,313.76,0.21,16.97,13.77,5.36,6.81,8.86,0.5
1632463200,1,317.1,0.53,20.05,12.52,5.96,7.83,9.88,0.59
1632466800,1,320.44,2.4,24.68,10.64,6.68,7.78,9.89,0.78
1632470400,1,320.44,7.38,21.42,18.06,7.21,5.93,8.12,1.05
1632474000,1,317.1,8.72,17.48,27.54,7.57,5.24,7.58,1.11
1632477600,1,303.75,4.19,11.48,52.21,6.2,4.48,7.77,1.47
1632481200,1,297.07,3.13,9.25,62.94,5.84,4.42,8.54,1.74
1632484800,1,293.73,2.54,8.31,72.24,5.54,4.45,8.93,1.85
1632488400,2,283.72,1.62,7.03,83.69,4.59,4.05,8.24,1.77
1632492000,2,277.04,0.99,6.86,91.55,4.17,3.64,7.29,1.65
1632495600,2,273.71,0.58,7.8,91.55,3.93,3.3,6.71,1.71
1632499200,2,273.71,0.62,13.02,82.97,5.31,3.14,6.41,1.79
1632502800,1,277.04,0.7,18.51,69.38,5.9,3.06,6.23,1.95
1632506400,1,277.04,0.12,20.39,59.37,5.6,3.01,6.07,2.09
1632510000,1,280.38,0.0,22.62,49.35,5.96,3.33,6.32,1.88
1632513600,1,283.72,0.01,26.39,38.98,6.26,3.72,6.56,1.25
1632517200,1,287.06,0.04,28.1,30.04,6.08,3.83,6.35,0.78
1632520800,1,283.72,0.08,27.76,23.96,5.48,3.68,5.74,0.56
1632524400,1,280.38,0.07,24.68,22.35,4.65,3.28,4.82,0.42
1632528000,1,277.04,0.03,20.22,23.6,3.99,3.06,4.19,0.33
1632531600,1,277.04,0.02,16.45,25.75,3.76,3.17,4.22,0.3
1632535200,1,280.38,0.01,13.88,27.9,4.11,3.56,4.79,0.33
1632538800,1,287.06,0.01,12.68,30.04,4.95,4.8,6.23,0.34
1632542400,1,293.73,0.01,12.0,32.54,5.96,6.73,8.31,0.31
1632546000,1,290.39,0.01,12.85,32.19,6.62,7.19,8.74,0.31
1632549600,1,293.73,0.05,17.14,27.54,7.75,7.36,8.83,0.38
1632553200,1,297.07,0.19,23.99,20.74,9.06,7.35,8.77,0.48
1632556800,1,293.73,0.48,26.73,17.7,9.3,6.48,7.87,0.64
1632560400,1,290.39,0.82,24.33,19.85,8.82,5.17,6.53,0.78
1632564000,1,277.04,0.68,17.31,31.11,6.68,3.98,5.17,0.74
1632567600,1,270.37,0.63,13.02,41.49,5.6,3.2,4.19,0.64
1632571200,1,263.69,0.65,10.97,47.92,5.07,2.45,3.3,0.7
1632574800,1,257.02,0.36,9.17,56.51,4.05,1.67,2.26,0.67
1632578400,1,253.68,0.31,9.17,59.37,3.93,1.56,2.02,0.6
1632582000,1,253.68,0.31,11.48,55.08,4.47,2.3,2.8,0.56
1632585600,1,263.69,0.42,19.19,44.35,6.44,3.71,4.54,0.56
1632589200,1,273.71,0.28,28.79,33.26,7.63,5.37,6.87,0.58
1632592800,1,280.38,0.05,31.19,32.19,7.33,6.32,8.63,0.53
1632596400,1,287.06,0.02,31.19,34.33,7.15,7.05,9.86,0.46
1632600000,1,293.73,0.02,30.85,33.98,6.68,7.77,10.69,0.4
1632603600,1,293.73,0.02,28.79,33.62,6.14,8.44,11.23,0.37
1632607200,1,290.39,0.02,26.39,33.26,5.25,8.9,11.4,0.32
1632610800,1,283.72,0.01,22.96,33.26,4.17,9.35,11.52,0.29
1632614400,2,277.04,0.01,19.19,34.33,3.67,10.1,11.97,0.28
1632618000,2,270.37,0.01,16.11,34.69,3.52,10.93,12.58,0.28
1632621600,2,267.03,0.01,14.57,33.62,3.64,11.86,13.41,0.26
1632625200,2,263.69,0.01,13.71,31.11,3.87,12.77,14.21,0.22
1632628800,2,260.35,0.02,13.37,28.97,4.11,13.3,14.57,0.23
1632632400,2,260.35,0.02,13.02,30.76,4.05,13.12,14.24,0.27
1632636000,2,267.03,0.02,15.59,35.05,4.65,12.8,13.84,0.4
1632639600,2,277.04,0.15,19.54,38.27,6.02,15.57,16.79,0.53
1632643200,2,277.04,1.22,20.22,37.91,6.26,17.27,18.84,0.88
1632646800,2,270.37,2.32,18.85,40.05,6.91,15.53,17.26,1.01
1632650400,2,263.69,1.76,17.82,55.79,7.45,15.72,16.92,1.19
1632654000,2,263.69,1.27,17.14,57.94,7.15,16.05,17.05,1.28
1632657600,2,267.03,0.65,15.42,58.65,6.44,15.08,16.07,1.39
1632661200,2,267.03,0.36,11.31,66.52,5.01,10.71,11.53,1.09
1632664800,1,260.35,0.39,8.05,75.82,3.99,6.57,7.15,0.77
1632668400,2,260.35,0.36,7.11,83.69,3.76,5.42,6.03,0.6
1632672000,2,260.35,0.31,8.65,89.41,4.05,5.85,6.88,0.44
1632675600,2,260.35,0.14,10.97,88.69,4.35,6.1,7.99,0.47
1632679200,2,260.35,0.01,12.0,90.84,4.53,6.15,8.86,0.53
1632682800,2,263.69,0.0,12.17,87.26,4.65,5.64,9.14,0.37
1632686400,1,267.03,0.0,11.14,77.96,4.35,5.2,9.52,0.23
1632690000,1,270.37,0.0,10.71,70.81,4.29,5.3,9.8,0.2
1632693600,1,270.37,0.0,10.97,66.52,4.41,5.79,10.19,0.22
1632697200,1,270.37,0.0,9.51,66.52,3.87,6.57,10.23,0.4
1632700800,1,263.69,0.0,7.28,67.95,3.4,6.58,8.77,0.74
1632704400,1,260.35,0.0,6.26,68.67,3.19,5.27,7.01,0.94
1632708000,1,260.35,0.0,5.44,69.38,2.92,3.74,5.57,0.92
1632711600,1,260.35,0.0,4.5,69.38,2.59,3.3,5.22,0.75
1632715200,1,260.35,0.0,3.98,69.38,2.3,3.15,4.48,0.48
1632718800,1,260.35,0.0,4.03,70.1,2.18,2.89,3.55,0.27
1632722400,1,257.02,0.0,5.14,70.1,2.33,3.29,3.72,0.2
1632726000,1,257.02,0.01,6.77,67.95,2.65,3.54,3.83,0.19
1632729600,1,260.35,0.08,7.54,66.52,2.89,3.56,3.8,0.21
1632733200,1,263.69,0.33,9.08,64.37,3.87,3.16,3.59,0.21
1632736800,1,267.03,0.59,8.4,68.67,3.7,2.69,3.21,0.36
1632740400,1,280.38,0.76,5.74,64.37,2.65,1.07,1.23,0.73
1632744000,1,293.73,0.71,4.03,67.95,2.06,0.56,0.67,0.82
1632747600,1,310.42,0.56,2.87,70.81,1.54,0.54,0.64,0.83
1632751200,1,317.1,0.55,2.87,72.96,1.73,0.64,0.77,0.82
1632754800,1,310.42,0.52,3.21,75.82,1.79,0.79,1.02,0.85
1632758400,1,307.08,0.66,5.4,72.96,2.38,0.97,1.35,0.93
1632762000,1,307.08,0.5,9.08,66.52,3.01,1.18,1.7,1.16
1632765600,1,310.42,0.05,11.48,58.65,3.46,1.38,2.05,1.43
1632769200,1,313.76,0.0,12.68,54.36,4.11,1.61,2.46,1.69
1632772800,1,313.76,0.0,13.02,52.21,4.41,1.83,2.93,1.93
1632776400,1,313.76,0.0,12.85,52.21,4.53,2.04,3.38,1.98
1632780000,1,313.76,0.0,12.0,52.93,4.35,2.16,3.72,1.71
1632783600,1,313.76,0.0,10.28,53.64,4.05,2.2,4.01,1.3
1632787200,1,313.76,0.0,9.17,53.64,3.99,2.31,4.49,0.98
