date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temp_C,percent_humidity,precipitation,rain,snowfall,surface_pressure,wind_speed_10m,wind_speed_100m,wind_direction,day,month,hour
2021-01-01 12:00:00,2,320.44,13.19,46.61,2.33,28.61,16.74,17.83,1.98,1.4,92,0.0,0.0,0.0,1010.4,8.3,10.5,265,4,1,12
2021-01-01 13:00:00,2,323.77,15.65,43.87,2.12,24.08,16.56,17.74,1.44,2.1,91,0.0,0.0,0.0,1010.0,9.4,11.9,270,4,1,13
2021-01-01 14:00:00,2,323.77,17.43,43.18,1.43,21.22,15.27,16.5,1.24,2.5,91,0.0,0.0,0.0,1010.0,9.4,12.6,263,4,1,14
2021-01-01 15:00:00,2,327.11,18.33,44.55,0.65,19.31,13.24,14.59,1.03,2.8,92,0.0,0.0,0.0,1010.1,8.3,13.3,252,4,1,15
2021-01-01 16:00:00,2,330.45,17.43,45.93,0.1,17.41,10.69,12.15,0.82,2.7,95,0.0,0.0,0.0,1010.5,6.5,15.0,267,4,1,16
2021-01-01 17:00:00,2,323.77,14.53,47.3,0.04,15.74,7.85,9.31,0.71,3.2,94,0.0,0.0,0.0,1010.6,6.8,15.9,288,4,1,17
2021-01-01 18:00:00,2,310.42,11.06,49.35,0.26,14.66,6.31,7.63,0.66,3.5,94,0.0,0.0,0.0,1011.0,7.7,17.3,307,4,1,18
2021-01-01 19:00:00,2,307.08,8.61,50.72,0.68,15.14,6.21,7.32,0.62,3.7,94,0.2,0.2,0.0,1011.4,8.4,18.8,329,4,1,19
2021-01-01 20:00:00,2,310.42,6.87,49.35,1.11,15.74,6.32,7.38,0.59,4.0,94,0.2,0.2,0.0,1011.9,9.4,20.3,337,4,1,20
2021-01-01 21:00:00,2,303.75,4.92,45.24,1.97,15.14,6.0,7.15,0.56,4.1,94,0.0,0.0,0.0,1012.5,10.0,21.5,345,4,1,21
2021-01-01 22:00:00,2,300.41,3.27,41.13,3.53,14.31,5.68,6.92,0.53,4.2,93,0.0,0.0,0.0,1013.0,9.8,19.8,343,4,1,22
2021-01-01 23:00:00,1,290.39,1.82,37.7,6.17,13.11,5.24,6.62,0.48,4.2,92,0.0,0.0,0.0,1013.2,10.2,19.9,342,4,1,23
2021-01-02 00:00:00,1,273.71,0.5,31.19,12.52,10.73,4.44,5.83,0.37,3.9,94,0.0,0.0,0.0,1013.3,7.4,17.0,331,5,1,0
2021-01-02 01:00:00,1,257.02,0.11,23.65,20.74,8.23,3.9,5.36,0.29,4.1,94,0.0,0.0,0.0,1013.4,8.5,18.1,332,5,1,1
2021-01-02 02:00:00,1,250.34,0.05,19.36,25.75,6.97,3.76,5.25,0.25,4.3,93,0.0,0.0,0.0,1013.7,12.0,22.4,339,5,1,2
2021-01-02 03:00:00,1,247.0,0.04,17.65,27.54,6.8,3.7,5.13,0.24,4.3,92,0.0,0.0,0.0,1013.9,12.3,22.5,339,5,1,3
2021-01-02 04:00:00,1,247.0,0.04,16.97,27.9,6.86,3.57,4.85,0.22,4.1,92,0.0,0.0,0.0,1013.8,12.6,22.8,336,5,1,4
2021-01-02 05:00:00,1,247.0,0.05,16.97,27.54,7.21,3.4,4.51,0.22,3.8,92,0.0,0.0,0.0,1013.9,13.0,23.9,341,5,1,5
2021-01-02 06:00:00,1,250.34,0.08,18.51,25.03,7.99,3.37,4.39,0.25,3.6,91,0.0,0.0,0.0,1014.2,11.8,22.3,340,5,1,6
2021-01-02 07:00:00,1,260.35,0.35,25.02,18.77,10.01,4.18,5.27,0.34,3.2,91,0.0,0.0,0.0,1014.7,13.2,23.6,338,5,1,7
2021-01-02 08:00:00,1,277.04,1.22,34.27,10.82,12.28,5.12,6.35,0.48,2.5,90,0.0,0.0,0.0,1015.2,11.0,20.4,337,5,1,8
2021-01-02 09:00:00,1,287.06,2.54,39.41,5.9,13.71,5.72,7.02,0.59,2.4,89,0.0,0.0,0.0,1015.5,9.3,16.2,332,5,1,9
2021-01-02 10:00:00,1,290.39,5.53,38.39,6.88,15.02,6.23,7.55,0.65,2.8,86,0.0,0.0,0.0,1015.6,7.2,11.9,323,5,1,10
2021-01-02 11:00:00,1,290.39,9.05,33.59,12.52,15.74,6.38,7.66,0.67,3.3,83,0.0,0.0,0.0,1015.4,7.7,10.2,311,5,1,11
2021-01-02 12:00:00,1,280.38,9.5,28.79,18.95,14.9,5.89,7.07,0.65,3.6,84,0.0,0.0,0.0,1014.8,9.5,12.5,323,5,1,12
2021-01-02 13:00:00,1,267.03,6.31,23.99,27.18,11.92,4.65,5.6,0.59,4.1,81,0.0,0.0,0.0,1014.3,9.6,12.8,326,5,1,13
2021-01-02 14:00:00,1,263.69,4.36,26.05,25.75,11.92,4.41,5.32,0.64,4.3,79,0.0,0.0,0.0,1014.3,9.2,12.4,321,5,1,14
2021-01-02 15:00:00,1,267.03,2.77,31.53,18.95,13.35,4.72,5.69,0.7,3.5,84,0.0,0.0,0.0,1014.3,5.6,12.5,320,5,1,15
2021-01-02 16:00:00,2,287.06,3.21,43.18,6.97,15.14,5.82,6.98,0.73,0.5,92,0.0,0.0,0.0,1014.4,9.4,13.7,317,5,1,16
2021-01-02 17:00:00,2,310.42,10.39,50.04,0.53,15.14,7.38,8.75,0.71,0.5,92,0.0,0.0,0.0,1014.6,7.5,17.4,325,5,1,17
2021-01-02 18:00:00,2,330.45,18.55,52.09,0.05,14.31,8.66,10.15,0.71,0.5,92,0.0,0.0,0.0,1014.6,6.6,18.1,347,5,1,18
2021-01-02 19:00:00,2,350.48,24.14,54.84,0.01,15.02,10.18,11.76,0.75,0.1,93,0.0,0.0,0.0,1014.8,6.8,17.3,360,5,1,19
2021-01-02 20:00:00,2,363.83,25.93,55.52,0.01,21.46,11.47,13.15,1.41,-0.3,94,0.0,0.0,0.0,1015.1,6.8,18.1,360,5,1,20
2021-01-02 21:00:00,2,360.49,23.47,52.78,0.01,24.08,11.78,13.51,1.71,-0.5,94,0.0,0.0,0.0,1015.3,6.8,18.5,360,5,1,21
2021-01-02 22:00:00,2,353.81,20.56,48.67,0.01,25.27,11.82,13.55,2.03,-0.9,95,0.0,0.0,0.0,1015.3,6.8,19.2,360,5,1,22
2021-01-02 23:00:00,2,347.14,19.0,45.93,0.01,25.03,11.93,13.6,2.25,-1.9,95,0.0,0.0,0.0,1015.5,7.9,17.7,3,5,1,23
2021-01-03 00:00:00,2,327.11,13.08,43.18,0.06,20.98,10.98,12.41,2.03,-1.7,95,0.0,0.0,0.0,1015.3,6.5,17.3,360,6,1,0
2021-01-03 01:00:00,2,303.75,6.99,40.1,0.45,16.93,9.72,10.89,1.69,-1.4,95,0.0,0.0,0.0,1015.3,6.8,18.8,3,6,1,1
2021-01-03 02:00:00,1,293.73,3.07,36.67,2.26,15.26,8.84,9.8,1.52,-1.4,95,0.0,0.0,0.0,1015.2,6.9,19.8,9,6,1,2
2021-01-03 03:00:00,1,283.72,1.1,32.56,6.71,14.42,7.93,8.78,1.28,-0.3,96,0.0,0.0,0.0,1015.3,8.0,21.4,10,6,1,3
2021-01-03 04:00:00,1,280.38,0.45,28.45,12.16,12.99,6.85,7.6,0.78,0.3,96,0.0,0.0,0.0,1014.8,8.4,22.0,7,6,1,4
2021-01-03 05:00:00,1,273.71,0.29,25.36,15.91,11.92,5.85,6.54,0.49,0.2,97,0.0,0.0,0.0,1014.6,8.8,23.6,12,6,1,5
2021-01-03 06:00:00,1,273.71,0.32,24.33,16.99,12.28,5.21,5.87,0.47,0.4,97,0.0,0.0,0.0,1014.9,9.5,24.5,9,6,1,6
2021-01-03 07:00:00,1,283.72,1.27,30.5,11.0,13.71,5.58,6.24,0.61,0.8,97,0.0,0.0,0.0,1015.2,11.3,25.9,7,6,1,7
2021-01-03 08:00:00,1,303.75,4.47,37.7,3.49,13.59,6.24,6.9,0.57,1.3,96,0.0,0.0,0.0,1015.5,12.5,26.7,12,6,1,8
2021-01-03 09:00:00,1,310.42,7.26,37.01,1.21,14.19,5.96,6.61,0.59,1.8,96,0.0,0.0,0.0,1016.0,14.6,26.8,20,6,1,9
2021-01-03 10:00:00,1,303.75,5.53,30.16,2.62,13.83,4.94,5.62,0.55,2.7,93,0.0,0.0,0.0,1016.3,15.6,25.1,26,6,1,10
2021-01-03 11:00:00,1,300.41,6.04,24.68,4.16,13.47,4.59,5.39,0.51,3.9,89,0.0,0.0,0.0,1016.4,19.7,26.4,38,6,1,11
2021-01-03 12:00:00,1,297.07,5.81,21.25,6.08,11.92,4.35,5.21,0.46,4.3,88,0.0,0.0,0.0,1016.2,15.1,21.3,28,6,1,12
2021-01-03 13:00:00,1,287.06,4.81,20.05,9.03,9.18,4.16,4.94,0.39,5.1,83,0.1,0.1,0.0,1016.1,17.7,24.9,33,6,1,13
2021-01-03 14:00:00,1,287.06,5.03,21.08,9.74,9.18,4.1,4.83,0.42,5.1,84,0.2,0.2,0.0,1015.9,17.2,24.1,37,6,1,14
2021-01-03 15:00:00,1,290.39,4.58,22.96,8.32,9.54,4.16,4.83,0.44,4.2,89,0.1,0.1,0.0,1016.1,15.3,25.3,39,6,1,15
2021-01-03 16:00:00,1,297.07,3.49,28.1,4.25,9.89,4.64,5.26,0.47,3.3,88,0.0,0.0,0.0,1016.4,12.7,26.0,47,6,1,16
2021-01-03 17:00:00,1,307.08,3.86,34.62,2.15,10.13,5.7,6.3,0.44,2.7,93,0.1,0.1,0.0,1016.7,12.5,25.4,46,6,1,17
2021-01-03 18:00:00,2,313.76,3.69,40.44,2.68,10.37,6.8,7.38,0.41,2.5,94,0.0,0.0,0.0,1017.4,12.7,25.9,47,6,1,18
2021-01-03 19:00:00,1,313.76,1.96,39.41,6.88,10.49,6.58,7.12,0.41,2.2,94,0.0,0.0,0.0,1017.8,13.1,27.0,37,6,1,19
2021-01-03 20:00:00,1,300.41,0.67,32.9,14.48,10.13,5.09,5.64,0.43,2.0,92,0.0,0.0,0.0,1018.0,14.3,29.0,34,6,1,20
2021-01-03 21:00:00,1,290.39,0.26,27.08,21.64,9.06,4.08,4.71,0.44,2.4,90,0.1,0.1,0.0,1018.2,16.5,30.2,32,6,1,21
2021-01-03 22:00:00,1,280.38,0.1,22.28,29.33,7.99,3.36,4.09,0.44,2.4,90,0.0,0.0,0.0,1018.3,19.1,33.9,32,6,1,22
2021-01-03 23:00:00,1,273.71,0.07,19.19,30.76,6.86,3.05,3.88,0.38,2.6,90,0.0,0.0,0.0,1018.4,19.2,34.2,38,6,1,23
2021-01-04 00:00:00,1,280.38,0.07,17.31,25.39,5.42,3.22,4.18,0.29,2.0,91,0.0,0.0,0.0,1018.3,17.1,32.6,28,0,1,0
2021-01-04 01:00:00,1,290.39,0.16,18.17,19.49,5.9,3.76,4.89,0.28,2.1,92,0.0,0.0,0.0,1018.2,16.9,31.8,27,0,1,1
2021-01-04 02:00:00,1,293.73,0.19,18.51,17.7,6.62,3.75,5.06,0.3,2.3,91,0.0,0.0,0.0,1018.0,18.3,34.0,22,0,1,2
2021-01-04 03:00:00,1,290.39,0.16,16.11,19.67,6.91,3.21,4.69,0.32,2.4,90,0.0,0.0,0.0,1017.9,19.1,35.3,20,0,1,3
2021-01-04 04:00:00,1,277.04,0.09,12.68,25.03,7.09,2.46,4.05,0.32,2.1,89,0.0,0.0,0.0,1017.7,19.4,36.2,22,0,1,4
2021-01-04 05:00:00,1,277.04,0.07,11.31,28.25,7.15,2.11,3.75,0.32,2.3,89,0.0,0.0,0.0,1017.6,20.2,36.1,22,0,1,5
2021-01-04 06:00:00,1,287.06,0.13,12.17,23.25,7.27,2.31,3.97,0.33,2.7,89,0.1,0.1,0.0,1017.6,20.7,35.8,20,0,1,6
2021-01-04 07:00:00,1,307.08,0.67,16.11,13.59,8.11,2.76,3.97,0.38,3.2,90,0.1,0.1,0.0,1017.4,22.9,38.5,22,0,1,7
2021-01-04 08:00:00,1,307.08,1.24,20.05,10.1,8.94,3.0,3.82,0.4,3.4,90,0.1,0.1,0.0,1017.5,24.1,40.1,27,0,1,8
2021-01-04 09:00:00,1,297.07,0.68,20.91,15.74,9.06,2.74,3.32,0.38,4.1,89,0.2,0.2,0.0,1017.7,24.1,38.5,32,0,1,9
2021-01-04 10:00:00,1,293.73,0.48,19.02,23.25,8.7,2.28,2.7,0.33,4.2,91,0.3,0.3,0.0,1018.0,23.6,37.7,34,0,1,10
2021-01-04 11:00:00,1,287.06,0.56,17.48,29.33,8.58,1.98,2.35,0.29,4.4,91,0.4,0.4,0.0,1018.2,24.4,38.3,37,0,1,11
2021-01-04 12:00:00,1,280.38,0.59,15.94,33.26,8.35,1.82,2.21,0.27,4.5,90,0.4,0.4,0.0,1017.7,26.4,41.3,35,0,1,12
2021-01-04 13:00:00,1,273.71,0.54,15.25,35.76,7.87,1.75,2.19,0.26,4.5,89,0.3,0.3,0.0,1017.3,25.7,40.5,37,0,1,13
2021-01-04 14:00:00,1,267.03,0.36,15.08,37.91,7.63,1.69,2.21,0.27,4.4,89,0.3,0.3,0.0,1017.2,26.6,42.2,38,0,1,14
2021-01-04 15:00:00,1,263.69,0.16,14.57,40.41,7.33,1.59,2.25,0.27,4.4,87,0.1,0.1,0.0,1017.6,24.5,38.7,41,0,1,15
2021-01-04 16:00:00,1,260.35,0.05,14.57,42.92,7.09,1.56,2.63,0.31,4.3,84,0.0,0.0,0.0,1017.8,22.3,37.0,38,0,1,16
2021-01-04 17:00:00,1,260.35,0.03,16.28,43.99,7.27,1.6,3.11,0.37,3.8,81,0.0,0.0,0.0,1018.1,23.1,38.5,39,0,1,17
2021-01-04 18:00:00,1,260.35,0.03,18.51,44.35,7.63,1.71,3.39,0.42,3.3,82,0.0,0.0,0.0,1018.6,23.0,38.5,35,0,1,18
2021-01-04 19:00:00,1,257.02,0.04,19.54,42.56,8.11,1.91,3.43,0.46,3.0,86,0.0,0.0,0.0,1019.0,24.1,40.1,35,0,1,19
2021-01-04 20:00:00,1,257.02,0.05,18.85,39.7,8.23,2.01,3.35,0.47,2.6,83,0.0,0.0,0.0,1019.1,22.9,38.7,33,0,1,20
2021-01-04 21:00:00,1,257.02,0.06,17.31,37.91,7.87,1.94,3.27,0.48,2.1,84,0.0,0.0,0.0,1019.2,20.7,36.0,31,0,1,21
2021-01-04 22:00:00,1,260.35,0.05,16.45,38.27,7.63,1.86,3.27,0.49,2.2,83,0.0,0.0,0.0,1019.2,20.0,34.9,28,0,1,22
2021-01-04 23:00:00,1,257.02,0.03,14.91,40.77,7.15,1.66,3.02,0.46,2.4,81,0.0,0.0,0.0,1019.2,20.0,34.8,26,0,1,23
2021-01-05 00:00:00,1,250.34,0.01,11.31,45.42,5.9,1.23,2.36,0.38,2.0,84,0.0,0.0,0.0,1018.9,19.5,34.7,19,1,1,0
2021-01-05 01:00:00,1,247.0,0.01,9.51,47.21,5.6,1.01,1.97,0.35,1.9,85,0.0,0.0,0.0,1018.8,19.1,34.2,20,1,1,1
2021-01-05 02:00:00,1,247.0,0.01,9.08,45.06,5.72,0.97,1.85,0.35,1.5,87,0.0,0.0,0.0,1018.8,18.5,34.5,21,1,1,2
2021-01-05 03:00:00,1,250.34,0.02,9.08,41.13,5.96,0.98,1.83,0.34,1.5,87,0.0,0.0,0.0,1018.7,18.9,34.5,21,1,1,3
2021-01-05 04:00:00,1,253.68,0.02,9.25,38.62,6.2,1.02,1.84,0.33,1.2,89,0.0,0.0,0.0,1018.6,18.0,33.5,20,1,1,4
2021-01-05 05:00:00,1,250.34,0.02,9.34,39.34,6.5,1.08,1.86,0.32,1.0,91,0.0,0.0,0.0,1018.6,17.4,32.6,18,1,1,5
2021-01-05 06:00:00,1,250.34,0.02,10.45,40.77,7.03,1.23,2.06,0.33,1.3,91,0.0,0.0,0.0,1018.6,18.0,33.0,16,1,1,6
2021-01-05 07:00:00,1,257.02,0.07,15.77,37.19,8.7,1.75,2.64,0.42,1.3,89,0.0,0.0,0.0,1018.8,18.3,33.2,16,1,1,7
2021-01-05 08:00:00,1,267.03,0.14,21.76,32.19,9.89,2.22,3.09,0.48,1.9,85,0.1,0.1,0.0,1018.9,20.2,34.3,16,1,1,8
2021-01-05 09:00:00,1,267.03,0.16,23.31,31.47,10.25,2.28,3.06,0.48,2.5,84,0.1,0.1,0.0,1019.0,21.2,35.1,18,1,1,9
2021-01-05 10:00:00,1,263.69,0.2,21.59,33.98,10.13,2.17,2.76,0.42,3.1,85,0.0,0.0,0.0,1019.0,22.7,36.4,20,1,1,10
2021-01-05 11:00:00,1,260.35,0.35,19.71,35.05,10.01,2.02,2.42,0.36,3.6,86,0.1,0.1,0.0,1019.1,24.3,36.6,24,1,1,11
2021-01-05 12:00:00,1,260.35,0.54,18.17,32.54,9.66,1.89,2.19,0.31,3.6,88,0.2,0.2,0.0,1018.6,22.8,36.4,21,1,1,12
2021-01-05 13:00:00,1,260.35,0.68,17.48,29.68,9.06,1.82,2.1,0.29,3.9,87,0.1,0.1,0.0,1018.2,23.7,36.7,20,1,1,13
2021-01-05 14:00:00,1,263.69,0.64,17.82,27.54,9.06,1.82,2.09,0.29,3.9,88,0.3,0.3,0.0,1017.9,23.2,35.3,24,1,1,14
2021-01-05 15:00:00,1,263.69,0.43,17.99,27.54,8.94,1.79,2.05,0.29,3.9,88,0.3,0.3,0.0,1018.1,21.9,35.3,27,1,1,15
2021-01-05 16:00:00,1,263.69,0.18,17.99,29.33,8.58,1.75,2.0,0.28,3.6,90,0.0,0.0,0.0,1018.3,20.8,34.5,28,1,1,16
2021-01-05 17:00:00,1,260.35,0.12,19.02,30.4,8.23,1.78,2.03,0.3,3.3,91,0.1,0.1,0.0,1018.5,19.5,33.2,28,1,1,17
2021-01-05 18:00:00,1,263.69,0.13,20.56,29.68,8.35,1.91,2.18,0.33,3.2,91,0.1,0.1,0.0,1018.8,19.2,32.1,28,1,1,18
2021-01-05 19:00:00,1,267.03,0.18,21.42,27.18,8.7,2.13,2.46,0.35,3.0,91,0.1,0.1,0.0,1018.9,17.7,30.6,24,1,1,19
2021-01-05 20:00:00,1,270.37,0.24,21.25,24.32,9.06,2.31,2.71,0.38,3.2,91,0.1,0.1,0.0,1018.9,17.5,30.0,19,1,1,20
2021-01-05 21:00:00,1,270.37,0.24,20.05,23.25,8.82,2.31,2.79,0.37,3.2,91,0.1,0.1,0.0,1018.9,17.0,29.4,13,1,1,21
2021-01-05 22:00:00,1,270.37,0.24,19.36,22.89,8.7,2.31,2.82,0.37,3.1,91,0.2,0.2,0.0,1018.8,18.1,30.4,17,1,1,22
2021-01-05 23:00:00,1,270.37,0.21,18.51,23.25,8.35,2.2,2.64,0.34,2.7,93,0.2,0.2,0.0,1018.8,18.4,31.2,17,1,1,23
2021-01-06 00:00:00,1,263.69,0.11,14.91,25.03,7.09,1.8,2.15,0.27,3.4,92,0.2,0.2,0.0,1018.2,18.3,30.8,22,2,1,0
2021-01-06 01:00:00,1,263.69,0.08,12.34,25.75,6.56,1.58,1.98,0.25,3.2,93,0.0,0.0,0.0,1018.1,18.3,30.8,22,2,1,1
2021-01-06 02:00:00,1,263.69,0.09,11.48,25.03,6.56,1.58,2.05,0.26,3.0,92,0.0,0.0,0.0,1018.1,18.5,30.8,24,2,1,2
2021-01-06 03:00:00,1,267.03,0.1,10.97,23.6,6.62,1.6,2.06,0.25,2.7,93,0.2,0.2,0.0,1018.2,16.7,27.9,25,2,1,3
2021-01-06 04:00:00,1,270.37,0.12,10.97,21.82,6.86,1.53,1.85,0.22,2.4,95,0.3,0.3,0.0,1017.9,15.6,25.9,23,2,1,4
2021-01-06 05:00:00,1,270.37,0.15,11.48,20.21,7.39,1.37,1.58,0.19,2.2,96,0.3,0.3,0.0,1017.7,15.4,25.1,21,2,1,5
2021-01-06 06:00:00,1,273.71,0.23,13.37,18.42,8.35,1.47,1.62,0.2,2.1,97,0.6,0.5,0.07,1017.9,14.9,24.5,20,2,1,6
2021-01-06 07:00:00,1,287.06,0.77,20.39,13.23,10.97,2.19,2.34,0.29,2.0,98,0.4,0.4,0.0,1018.3,13.4,22.9,20,2,1,7
2021-01-06 08:00:00,1,307.08,2.46,30.5,6.35,14.07,3.32,3.51,0.41,1.9,97,0.7,0.5,0.14,1018.5,12.9,21.4,18,2,1,8
2021-01-06 09:00:00,1,317.1,4.41,36.67,3.13,15.97,4.2,4.45,0.48,2.7,97,0.3,0.3,0.0,1018.7,12.2,21.6,24,2,1,9
2021-01-06 10:00:00,1,320.44,5.09,38.04,3.8,17.41,4.7,5.07,0.52,3.6,95,0.1,0.1,0.0,1018.9,13.9,23.2,37,2,1,10
2021-01-06 11:00:00,1,310.42,4.36,35.64,8.32,17.64,4.53,5.05,0.55,4.1,92,0.1,0.1,0.0,1019.0,13.6,22.8,32,2,1,11
2021-01-06 12:00:00,1,293.73,3.33,30.85,14.84,15.97,3.59,4.23,0.54,4.5,88,0.0,0.0,0.0,1018.4,16.6,24.1,39,2,1,12
2021-01-06 13:00:00,1,280.38,3.1,24.33,22.17,13.23,2.66,3.43,0.53,4.9,84,0.0,0.0,0.0,1018.0,15.8,22.0,30,2,1,13
2021-01-06 14:00:00,1,280.38,3.69,23.99,24.68,13.47,2.72,3.91,0.55,4.8,83,0.0,0.0,0.0,1017.8,14.6,21.0,20,2,1,14
2021-01-06 15:00:00,1,280.38,3.19,26.39,25.03,14.19,2.85,4.44,0.56,4.3,85,0.0,0.0,0.0,1017.9,12.9,21.4,18,2,1,15
2021-01-06 16:00:00,1,290.39,1.62,35.3,17.17,16.45,3.37,5.17,0.61,2.7,90,0.0,0.0,0.0,1018.0,9.4,22.0,18,2,1,16
2021-01-06 17:00:00,2,303.75,2.32,43.53,7.15,17.64,4.1,5.81,0.67,1.4,92,0.0,0.0,0.0,1018.1,9.2,23.1,11,2,1,17
2021-01-06 18:00:00,2,317.1,6.59,44.55,1.79,17.17,4.73,6.21,0.71,0.8,93,0.0,0.0,0.0,1018.3,8.4,22.5,7,2,1,18
2021-01-06 19:00:00,2,333.79,12.29,41.81,0.29,16.93,5.41,6.71,0.76,0.2,92,0.0,0.0,0.0,1018.5,9.0,23.2,358,2,1,19
2021-01-06 20:00:00,1,343.8,14.98,39.41,0.12,16.93,5.93,7.18,0.78,-0.3,92,0.0,0.0,0.0,1018.5,8.6,23.1,358,2,1,20
2021-01-06 21:00:00,1,343.8,13.86,38.73,0.17,16.45,6.0,7.32,0.77,-0.4,93,0.0,0.0,0.0,1018.5,9.1,23.8,351,2,1,21
2021-01-06 22:00:00,1,350.48,16.09,37.36,0.09,21.22,6.8,8.14,1.33,-0.4,94,0.0,0.0,0.0,1018.5,8.9,24.0,346,2,1,22
2021-01-06 23:00:00,1,363.83,20.79,36.67,0.01,22.65,7.78,9.01,1.5,-0.4,95,0.0,0.0,0.0,1018.3,8.1,21.6,347,2,1,23
2021-01-07 00:00:00,1,353.81,17.88,35.64,0.02,19.79,6.99,8.1,1.27,-0.2,95,0.0,0.0,0.0,1018.0,7.7,20.2,349,3,1,0
2021-01-07 01:00:00,1,330.45,11.85,35.64,0.14,18.12,6.05,7.1,1.25,-0.7,94,0.0,0.0,0.0,1017.8,7.0,17.7,339,3,1,1
2021-01-07 02:00:00,1,320.44,6.93,36.33,0.61,17.64,5.77,6.88,1.36,-1.4,95,0.0,0.0,0.0,1017.7,7.6,18.8,329,3,1,2
2021-01-07 03:00:00,1,317.1,3.86,35.99,1.81,17.17,5.9,7.08,1.49,-1.6,94,0.0,0.0,0.0,1017.7,7.2,20.0,333,3,1,3
2021-01-07 04:00:00,1,317.1,2.18,34.62,4.02,16.93,6.17,7.38,1.65,-2.1,94,0.0,0.0,0.0,1017.5,7.9,19.1,330,3,1,4
2021-01-07 05:00:00,1,317.1,1.55,33.59,6.08,17.17,6.54,7.77,1.82,-2.0,94,0.0,0.0,0.0,1017.5,7.8,17.8,326,3,1,5
2021-01-07 06:00:00,1,317.1,1.98,36.33,5.99,18.6,7.33,8.61,2.03,-2.2,95,0.0,0.0,0.0,1017.5,7.9,16.5,313,3,1,6
2021-01-07 07:00:00,2,343.8,9.61,44.55,1.22,24.8,9.7,11.17,2.69,-2.1,95,0.0,0.0,0.0,1017.4,7.2,14.8,297,3,1,7
2021-01-07 08:00:00,2,380.52,24.14,50.72,0.03,30.99,12.44,14.08,3.48,-1.9,95,0.0,0.0,0.0,1017.7,6.4,14.8,286,3,1,8
2021-01-07 09:00:00,2,397.21,31.74,53.47,0.07,32.9,13.41,15.13,3.96,-0.9,95,0.0,0.0,0.0,1018.0,6.7,14.3,286,3,1,9
2021-01-07 10:00:00,2,390.53,31.29,50.72,0.89,32.42,13.06,14.79,3.99,-0.2,93,0.0,0.0,0.0,1018.1,9.0,13.1,293,3,1,10
2021-01-07 11:00:00,2,380.52,30.4,46.61,2.01,31.95,12.83,14.64,3.8,0.5,92,0.0,0.0,0.0,1018.1,10.0,13.0,296,3,1,11
2021-01-07 12:00:00,2,360.49,24.14,43.87,3.26,28.85,11.65,13.49,2.95,1.7,86,0.0,0.0,0.0,1017.2,11.2,14.5,285,3,1,12
2021-01-07 13:00:00,2,323.77,12.07,41.81,7.6,20.27,8.99,10.59,1.65,1.9,85,0.0,0.0,0.0,1016.5,10.7,13.8,282,3,1,13
2021-01-07 14:00:00,2,320.44,10.95,40.1,6.44,18.84,8.05,9.41,1.65,1.9,85,0.0,0.0,0.0,1016.2,11.2,14.6,276,3,1,14
2021-01-07 15:00:00,1,327.11,13.08,38.39,2.79,21.94,8.09,9.32,2.38,1.2,89,0.0,0.0,0.0,1016.3,11.2,17.4,272,3,1,15
2021-01-07 16:00:00,1,333.79,15.87,36.33,0.43,24.08,8.65,9.75,2.95,-0.6,94,0.0,0.0,0.0,1016.4,8.3,18.7,270,3,1,16
2021-01-07 17:00:00,1,337.12,17.88,34.27,0.02,24.08,9.35,10.33,3.04,-1.4,95,0.0,0.0,0.0,1016.6,8.3,19.4,275,3,1,17
2021-01-07 18:00:00,1,337.12,18.77,33.93,0.02,23.37,9.74,10.65,3.01,-1.4,96,0.0,0.0,0.0,1016.7,9.2,18.0,281,3,1,18
2021-01-07 19:00:00,2,340.46,18.77,33.93,0.02,23.6,10.19,11.07,2.91,-1.5,96,0.0,0.0,0.0,1016.8,9.5,15.9,281,3,1,19
2021-01-07 20:00:00,2,340.46,17.21,33.59,0.03,23.6,10.6,11.53,2.82,-1.4,94,0.0,0.0,0.0,1016.8,9.7,14.0,274,3,1,20
2021-01-07 21:00:00,2,333.79,14.08,32.9,0.08,22.65,10.43,11.36,2.63,-1.6,94,0.0,0.0,0.0,1016.7,9.0,13.3,268,3,1,21
2021-01-07 22:00:00,2,330.45,12.07,32.56,0.06,21.94,10.1,11.01,2.57,-1.7,94,0.0,0.0,0.0,1016.7,8.8,13.7,261,3,1,22
2021-01-07 23:00:00,1,333.79,11.96,32.56,0.04,21.22,9.61,10.46,2.57,-2.0,96,0.0,0.0,0.0,1016.4,7.1,13.9,255,3,1,23
2021-01-08 00:00:00,1,323.77,9.39,30.5,0.12,18.36,8.16,8.87,2.25,-0.8,93,0.0,0.0,0.0,1015.9,8.4,14.2,239,4,1,0
2021-01-08 01:00:00,1,317.1,7.04,29.47,0.22,16.21,7.35,7.95,2.03,-1.0,94,0.0,0.0,0.0,1015.5,6.9,15.8,242,4,1,1
2021-01-08 02:00:00,1,317.1,6.15,30.16,0.27,14.66,7.7,8.3,2.06,-0.4,93,0.0,0.0,0.0,1015.4,6.6,14.0,229,4,1,2
2021-01-08 03:00:00,1,317.1,5.53,31.19,0.37,13.71,8.8,9.43,2.09,-0.4,95,0.0,0.0,0.0,1015.4,6.6,14.7,225,4,1,3
2021-01-08 04:00:00,2,323.77,5.53,32.56,0.4,13.11,10.16,10.82,2.09,-0.5,97,0.0,0.0,0.0,1015.2,6.7,15.3,234,4,1,4
